compound,nib,quine,vir,similarity,meansim,nas
CX-5461,0.4022,0.7512,0.4036,-0.3339,0.519,0
NCGC00172397-01,0.402,0.3285,NA,-0.3327,0.36525,1
SN-38,0.4015,0.4607,0.329,-0.3237,0.3970666666666667,0
Purmorphamine,0.4014,0.4287,0.3214,-0.3533,0.38383333333333336,0
Amonafide,0.4014,0.3527,0.3473,-0.3288,0.3671333333333333,0
KUC111774N,0.4,0.4016,0.4064,-0.328,0.4026666666666667,0
3-(4-Pyridyl)indole,0.3993,0.6621,0.5427,-0.4274,0.5347,0
Bufalin,0.3989,0.3767,0.4469,-0.3237,0.4075,0
ICG-001,0.3987,0.3712,0.3629,-0.3291,0.3776,0
Pyrimethamine,0.3983,0.5732,0.4379,-0.3314,0.4698,0
AT-7519,0.397,0.8718,0.4392,-0.3362,0.5693333333333334,0
CHEMBL2139070,0.397,0.3647,0.401,-0.4537,0.38756666666666667,0
CHEMBL2133926,0.3965,0.4149,NA,-0.4011,0.4057,1
GSK-2334470,0.3948,0.5004,0.4424,-0.3344,0.44586666666666663,0
Epirubicin HCl,0.3948,0.4767,0.4154,-0.3433,0.42896666666666666,0
TORIN1,0.3942,0.5982,0.4007,-0.321,0.46436666666666665,0
OSI-027,0.3936,0.3946,0.3537,-0.3319,0.3806333333333333,0
R547,0.3926,0.3872,0.3283,-0.3223,0.3693666666666667,0
PF-04217903,0.3925,0.6715,0.4205,-0.3734,0.49483333333333335,0
SMR000651449,0.3909,0.3571,0.5409,-0.3631,0.42963333333333337,0
Adarotene,0.3909,0.4446,0.3572,-0.3245,0.3975666666666667,0
ST072947,0.3898,0.4775,NA,-0.3841,0.43365,1
N-Cyclooctyl-4-methylbenzenesulfonamide,0.3884,0.4123,0.4177,-0.3581,0.40613333333333335,0
ASN 05257430,0.3877,0.4326,0.5017,-0.3752,0.44066666666666665,0
LY2874455,0.3874,0.4473,0.4834,-0.374,0.4393666666666667,0
Nimodipine,0.3872,0.525,0.3318,-0.3214,0.4146666666666667,0
7-Nitroindazole,0.3872,0.3319,0.5069,-0.3303,0.4086666666666667,0
SPECTRUM_001522,0.387,0.4913,0.3848,-0.3277,0.4210333333333333,0
Tivozanib,0.3867,0.7022,0.4133,-0.3733,0.5007333333333334,0
Ethacrynic acid,0.3864,0.4146,0.4837,-0.342,0.42823333333333335,0
SCHEMBL3958507,0.3847,0.5302,0.3995,-0.3624,0.4381333333333333,0
BRD-K53638321,0.3846,NA,0.4561,-0.3786,0.42035,1
Adapalene,0.3842,0.5505,0.3978,-0.3472,0.44416666666666665,0
Fludarabine,0.3828,0.4845,0.4608,-0.3311,0.4427,0
F1679-0128,0.3826,0.3503,0.448,-0.3416,0.39363333333333334,0
MLS000778276,0.3824,NA,0.3239,-0.3719,0.35315,1
Calcitriol,0.382,0.7517,0.4991,-0.3364,0.5442666666666667,0
Donitriptan hydrochloride,0.3813,0.5955,0.3549,-0.3211,0.4439,0
Fenretinide,0.3804,0.4477,0.329,-0.3268,0.3857,0
Nilotinib,0.38,0.5954,0.44,-0.3442,0.4718,0
noscapine,0.3795,0.569,0.3603,-0.3567,0.43626666666666664,0
Pomalidomide,0.3784,0.6312,NA,-0.3268,0.5048,1
GSK-1904529A,0.3783,0.5346,0.5488,-0.3496,0.4872333333333333,0
SB-216763,0.3776,0.635,0.5087,-0.3349,0.5071,0
Indigo Red,0.3771,0.4119,0.4669,-0.4039,0.4186333333333333,0
Vitinoin,0.3765,0.5131,0.3594,-0.3321,0.41633333333333333,0
Benperidol,0.3764,0.439,NA,-0.337,0.4077,1
F1061-0166,0.376,0.4381,0.3495,-0.3545,0.38786666666666664,0
Iopanoic acid,0.3739,0.5402,0.4457,-0.396,0.45326666666666665,0
Ruxolitinib,0.3731,0.568,0.5197,-0.3308,0.48693333333333333,0
SCHEMBL1675174,0.3712,NA,0.3613,-0.3352,0.36624999999999996,1
Ganciclovir,0.3711,NA,0.3822,-0.35,0.37665,1
Mifepristone,0.3711,0.5506,0.4194,-0.3367,0.44703333333333334,0
Donepezil,0.3702,0.4734,0.3786,-0.4546,0.4074,0
Syrosingopine,0.3699,0.3336,0.3294,-0.372,0.3443,0
Linsitinib,0.3692,0.5129,0.3519,-0.4243,0.41133333333333333,0
CHEMBL2130605,0.3691,0.3857,0.4352,-0.3219,0.39666666666666667,0
TSU-68,0.3689,0.421,0.4781,-0.3414,0.4226666666666667,0
Auranofin,0.3688,0.4701,0.3893,-0.4134,0.4094,0
PCL2_000154,0.3677,0.4557,NA,-0.4019,0.4117,1
Diphenyleneiodonium,0.367,0.404,0.5743,-0.3684,0.44843333333333335,0
Taranabant,0.3662,0.5625,NA,-0.4481,0.46435000000000004,1
Cycloheximide,0.366,0.6172,0.5086,-0.3302,0.4972666666666667,0
MDL 29951,0.3651,0.3762,0.4245,-0.3943,0.3886,0
Mozavaptan,0.3651,0.3916,NA,-0.3314,0.37834999999999996,1
SCHEMBL10061624,0.3649,0.4841,NA,-0.3452,0.4245,1
Clofarabine,0.3642,0.4693,0.3596,-0.3752,0.3977,0
Voreloxin (Hydrochloride),0.3641,0.4797,0.5042,-0.3872,0.4493333333333333,0
Estradiol,0.3641,0.5321,0.4808,-0.3448,0.459,0
CHEMBL2359798,0.3629,0.3973,NA,-0.4024,0.3801,1
Pinacidil,0.3613,0.5141,0.3876,-0.322,0.421,0
SPECTRUM3_001992,0.3612,0.4184,0.3718,-0.3312,0.38380000000000003,0
Memantine,0.3605,0.4703,0.3987,-0.3283,0.4098333333333333,0
Dexamethasone 21-acetate,0.3603,0.4623,0.361,-0.3425,0.39453333333333335,0
Dronedarone HCl,0.3601,0.5281,NA,-0.393,0.4441,1
CHEMBL1986318,0.3586,0.5128,NA,-0.3593,0.4357,1
Tamibarotene,0.3585,0.4408,0.4019,-0.3702,0.4004,0
AC1NSOND,0.358,0.5299,0.4368,-0.3309,0.44156666666666666,0
Carmofur,0.3573,NA,0.3709,-0.3376,0.3641,1
Deforolimus,0.3573,0.3782,NA,-0.3503,0.36775,1
Bupropion,0.3568,0.6677,NA,-0.3516,0.51225,1
CHEMBL1720543,0.3561,0.371,NA,-0.3745,0.36355000000000004,1
Paricalcitol,0.3554,0.4516,0.3927,-0.3491,0.3999,0
SCHEMBL17857056,0.3551,0.446,0.361,-0.3503,0.3873666666666667,0
Lexibulin,0.3545,0.5525,0.3808,-0.3245,0.4292666666666667,0
BRD-K41087962,0.3539,0.4245,NA,-0.3414,0.3892,1
GW843682X,0.3537,0.6522,0.6123,-0.3971,0.5394,0
Calmidazolium,0.3514,0.3764,0.3614,-0.3601,0.36306666666666665,0
RG7388,0.3508,0.4969,NA,-0.3285,0.42385,1
Felodipine,0.3495,0.4046,NA,-0.3449,0.37705,1
Isotretinoin,0.3489,0.3903,0.4299,-0.3955,0.3897,0
Cnqx,0.3482,0.6338,NA,-0.3304,0.491,1
Thioguanosine,0.3479,0.4829,0.4409,-0.3434,0.4239,0
Deoxycholic acid,0.3474,0.5143,NA,-0.3378,0.43084999999999996,1
Reversine,0.3462,0.3898,0.3946,-0.3873,0.3768666666666667,0
MLS-0435541.0001,0.3453,0.5785,0.4048,-0.3862,0.4428666666666667,0
SCHEMBL570779,0.3448,0.5335,0.4366,-0.3307,0.43829999999999997,0
3-Aminobenzamide,0.3448,0.6462,0.3768,-0.4166,0.45593333333333336,0
CHEMBL277800,0.3443,NA,0.3674,-0.3247,0.35585,1
N6022,0.3435,0.6275,0.3712,-0.3393,0.44739999999999996,0
PLX-4720,0.3425,0.5898,0.4246,-0.3367,0.4523,0
Quiflapon,0.342,0.7362,0.3988,-0.3244,0.49233333333333335,0
Meclofenamic acid,0.3413,0.5219,0.4379,-0.3402,0.43370000000000003,0
GDC-0152,0.3404,0.4579,0.3268,-0.3309,0.37503333333333333,0
CHEMBL2357518,0.3383,NA,0.4861,-0.3347,0.4122,1
AC1O8PYD,0.3382,0.3716,NA,-0.3218,0.3549,1
Butein,0.3375,0.4013,0.3358,-0.3393,0.3582,0
Trimetozine,0.3351,0.4492,0.357,-0.3383,0.38043333333333335,0
RO4987655,0.3346,0.8838,0.3274,-0.3405,0.5152666666666667,0
BG-51,0.3346,0.4724,0.4178,-0.3493,0.40826666666666667,0
TH-302,0.3338,0.6758,0.4437,-0.324,0.4844333333333333,0
Norketamine,0.3337,NA,0.3981,-0.337,0.3659,1
Diloxanide Furoate,0.3328,0.3227,NA,-0.3605,0.32775,1
NU-7026,0.3328,0.6428,0.4694,-0.3403,0.4816666666666667,0
HE044657,0.3316,NA,0.3311,-0.3223,0.33135000000000003,1
Efavirenz,0.3316,0.8271,0.3247,-0.3327,0.49446666666666667,0
LY2801653,0.33,0.4205,0.3357,-0.3423,0.36206666666666665,0
Diflorasone Diacetate,0.3295,0.551,NA,-0.3507,0.44025000000000003,1
Omeprazole,0.3295,0.4449,0.4139,-0.352,0.3961,0
BRD-K38477985,0.3286,0.4133,NA,-0.3697,0.37095,1
AC1NSZCT,0.3284,0.4122,0.453,-0.3704,0.3978666666666667,0
NCGC00170405-01,0.328,0.3388,NA,-0.3949,0.33340000000000003,1
Amethopterin,0.3277,NA,0.3474,-0.3655,0.33755,1
GSK-J1,0.3271,0.5403,0.5168,-0.3781,0.46140000000000003,0
6-fluoro-3-hydroxypyrazine-2-carboxamide,0.327,0.509,NA,-0.3518,0.41800000000000004,1
Dinoprost,0.3267,0.4835,NA,-0.3315,0.4051,1
SB743921,0.3266,0.4144,NA,-0.33,0.3705,1
Cucurbitacin I,0.3254,0.413,NA,-0.3354,0.3692,1
Isocycloheximide,0.325,NA,0.4015,-0.3482,0.36325,1
L-690330,0.3245,0.4929,0.4724,-0.3392,0.42993333333333333,0
NSC650841,0.3239,NA,0.4272,-0.3305,0.37555000000000005,1
Cyproheptadine,0.3238,NA,0.4624,-0.3347,0.3931,1
MLS002222336,0.3224,0.4296,NA,-0.3349,0.376,1
CHEMBL2132289,0.322,0.5981,0.5464,-0.3363,0.48883333333333334,0
Ammonium Glycyrrhizinate,NA,0.7807,0.4107,-0.3477,0.5957,1
Mizolastine,NA,0.7459,0.3782,-0.41,0.5620499999999999,1
STOCK1N-09285,NA,0.7191,0.3587,-0.3514,0.5388999999999999,1
Bitopertin,NA,0.7131,0.4779,-0.3982,0.5954999999999999,1
SCHEMBL6851809,NA,0.6959,0.5084,-0.5603,0.60215,1
PX 12,NA,0.6802,0.375,-0.3839,0.5276000000000001,1
Voriconazole,NA,0.6776,0.4858,-0.3559,0.5817,1
Colforsin,NA,0.6711,0.3663,-0.3805,0.5187,1
Betahistine,NA,0.6643,0.483,-0.3911,0.57365,1
Busulfan,NA,0.6419,0.348,-0.3632,0.49495,1
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,NA,0.6169,0.3935,-0.3326,0.5052,1
Fluorouracil,NA,0.6113,0.3623,-0.3462,0.4868,1
Nebivolol,NA,0.6063,0.3634,-0.3593,0.48485,1
Alprostadil,NA,0.6034,0.3592,-0.4306,0.48130000000000006,1
Pilaralisib,NA,0.5962,0.4909,-0.4145,0.54355,1
Nafadotride,NA,0.595,0.3564,-0.3452,0.4757,1
Warfarin,NA,0.5811,0.5233,-0.4212,0.5522,1
Licarbazepine,NA,0.5656,0.3877,-0.3575,0.47665,1
BRD-K37303684,NA,0.5576,0.3686,-0.3356,0.46309999999999996,1
Afuresertib,NA,0.5559,0.3358,-0.3504,0.44584999999999997,1
Idelalisib,NA,0.5377,0.3736,-0.3212,0.45565,1
SUGA1_016079,NA,0.5185,0.4694,-0.3499,0.49395,1
GR-79236,NA,0.5177,0.4033,-0.3348,0.4605,1
AK-778/12434114,NA,0.5098,0.3553,-0.3335,0.43255,1
AMG 232,NA,0.5072,0.3761,-0.3286,0.44165,1
Simvastatin,NA,0.5046,0.5337,-0.3371,0.51915,1
Picotamide,NA,0.5004,0.3254,-0.3224,0.4129,1
BRD-K47512679,NA,0.4963,0.3385,-0.3633,0.4174,1
Alectinib,NA,0.4908,0.4256,-0.3539,0.4582,1
Cisapride,NA,0.489,0.3605,-0.3512,0.42474999999999996,1
ABT-751,NA,0.4874,0.3239,-0.3296,0.40565,1
CID 74180475,NA,0.476,0.3444,-0.3318,0.4102,1
Dinoprostone,NA,0.4742,0.3515,-0.3805,0.41285,1
Acetyl-Geranyl-Cysteine,NA,0.4605,0.3428,-0.3592,0.40165,1
Tigecycline,NA,0.4527,0.3577,-0.3392,0.4052,1
PRX-08066 Maleic acid,NA,0.4494,0.3563,-0.3345,0.40285000000000004,1
Ccmq,NA,0.4378,0.3273,-0.3527,0.38255,1
GR 113808,NA,0.4355,0.332,-0.3365,0.38375000000000004,1
Androstenedone,NA,0.4317,0.3742,-0.3673,0.40295,1
ST50903421,NA,0.4235,0.3568,-0.4118,0.39015,1
Lypressin,NA,0.4206,0.3968,-0.3947,0.40869999999999995,1
JZL-184,NA,0.414,0.4696,-0.4086,0.44179999999999997,1
STK178014,NA,0.4104,0.3611,-0.3247,0.38575,1
Palovarotene,NA,0.4025,0.3648,-0.343,0.38365000000000005,1
Gliclazide,NA,0.396,0.3315,-0.361,0.36375,1
CPI-613,NA,0.3864,0.3513,-0.4271,0.36885,1
Raltitrexed,NA,0.3801,0.3352,-0.3331,0.35765,1
Methandriol,NA,0.3739,0.3716,-0.3391,0.37275,1
BRD-K55362990,NA,0.3717,0.4575,-0.3241,0.41459999999999997,1
ST51005413,NA,0.3598,0.3417,-0.3403,0.35075,1
Indole-3-carbinol,NA,0.3584,0.4519,-0.3382,0.40515,1
NCGC00011767,NA,0.3486,0.49370000000000003,-0.3647,0.42115,1
DC-45-A2,NA,0.3478,0.5553,-0.3526,0.45155,1
BRD-K07581216,NA,0.344,0.3493,-0.3487,0.34665,1
Prothiaden Spofa,NA,0.3243,0.3727,-0.4339,0.3485,1
BRD-K95985487-001-01-3,NA,0.7686,0.3467,-0.3228,0.55765,1
Diphenidol,NA,0.6347,0.3416,-0.3586,0.48815000000000003,1
PK04_096316,NA,0.6109,0.4197,-0.3816,0.5153,1
Bezafibrate,NA,0.5997,0.3709,-0.3519,0.4853,1
Propylthiouracil,NA,0.5916,0.3944,-0.3795,0.493,1
BRD-K65366129-001-02-4,NA,0.5902,0.334,-0.3507,0.46209999999999996,1
Verapamil,NA,0.5734,0.5315,-0.3794,0.55245,1
Nifedipine,NA,0.5498,0.5529,-0.3683,0.55135,1
GR-55562,NA,0.5483,0.3868,-0.4549,0.46755,1
Fumonisin-B1,NA,0.5436,0.4611,-0.3276,0.50235,1
Trequinsin,NA,0.5415,0.3657,-0.3346,0.4536,1
Phenoxazine,NA,0.5401,0.3791,-0.3262,0.4596,1
TCB2,NA,0.5261,0.3358,-0.353,0.43095,1
Ischemin,NA,0.5258,0.3244,-0.3211,0.42510000000000003,1
CHEMBL3183436,NA,0.515,0.52,-0.3238,0.5175000000000001,1
Famciclovir,NA,0.5122,0.3376,-0.372,0.4249,1
Xanthohumol,NA,0.5091,0.3479,-0.3664,0.4285,1
AC1O7M2R,NA,0.507,0.5075,-0.3418,0.50725,1
MDM2 Inhibitor,NA,0.5022,0.3728,-0.399,0.4375,1
ZINC28755859,NA,0.4577,0.3457,-0.3573,0.4017,1
Procyclidine,NA,0.4481,0.3866,-0.3672,0.41735,1
JNJ-16259685,NA,0.4476,0.489,-0.3381,0.4683,1
BRD-K08663380,NA,0.4375,0.442,-0.3295,0.43975,1
"Forskolin, NKH477",NA,0.4308,0.3799,-0.3932,0.40535,1
BRD-K21387011,NA,0.4304,0.3902,-0.3348,0.4103,1
Levonorgestrel,NA,0.4285,0.5108,-0.3238,0.46965,1
(-)-Tramadol,NA,0.4224,0.3284,-0.3223,0.3754,1
MBX-2982,NA,0.422,0.3798,-0.4211,0.40090000000000003,1
Ornidazole,NA,0.417,0.3492,-0.4561,0.3831,1
ALD1-H_001128,NA,0.4033,0.3677,-0.3336,0.3855,1
SCHEMBL13991002,NA,0.3996,0.5417,-0.3313,0.47065,1
BRD-K64106162,NA,0.3839,0.3591,-0.3663,0.3715,1
Somatostatin,NA,0.3711,0.3657,-0.3338,0.3684,1
Triacsin C,NA,0.3706,0.3521,-0.339,0.36135,1
CHEMBL83092,NA,0.3674,0.4066,-0.3405,0.387,1
Pimobendan,NA,0.3648,0.3756,-0.3243,0.3702,1
Moxifloxacin,NA,0.3559,0.3694,-0.321,0.36265000000000003,1
Deguelin,NA,0.3494,0.4272,-0.3281,0.3883,1
"Oxiranecarboxylic acid, 2-[6-(4-chlorophenoxy)hexyl]-, (s)-",NA,0.3489,0.4828,-0.359,0.41585,1
REGADENOSON,NA,0.3267,0.3395,-0.3373,0.3331,1
252916-29-3,NA,0.3253,0.4209,-0.3481,0.3731,1
PRESTWICK3_000646,NA,0.3247,0.3536,-0.3557,0.33915,1
Acetylcysteine,NA,0.3246,0.3981,-0.3331,0.36135,1
