compound,nib,quine,vir,similarity,meansim,nas
BRD-K35638681,0.3822,0.3518,NA,-0.4832,0.367,1
SPECTRUM1505034,0.3821,NA,0.3679,-0.5052,0.375,1
Valsartan,0.382,0.4153,0.3336,-0.6021,0.37696666666666667,0
PP 2,0.3819,0.5776,0.3427,-0.5201,0.43406666666666666,0
SPECTRUM_001645,0.3813,0.4832,NA,-0.4792,0.43225,1
Trimipramine,0.3811,0.4545,0.3695,-0.4886,0.4017,0
BRD-K50204028,0.381,0.5875,NA,-0.5463,0.48425,1
Rivafurazon,0.3809,0.37,0.5204,-0.5568,0.4237666666666667,0
NVP-BHG712,0.38,0.5408,0.4019,-0.6049,0.44089999999999996,0
CGS-12066A,0.38,0.6578,NA,-0.4923,0.5189,1
BRD-K51556300-001-01-9,0.3798,0.4424,0.3441,-0.4741,0.3887666666666667,0
"3-Tropanyl-3,5-dichlorobenzoate",0.379,0.3651,NA,-0.6185,0.37205,1
NONOXYNOL 9,0.3785,0.3444,0.3441,-0.5862,0.3556666666666667,0
BRD-K13559922,0.3784,0.3994,NA,-0.5854,0.3889,1
Luteolin,0.3783,0.6934,0.3599,-0.6545,0.4772,0
Furosemide,0.3782,0.551,0.4374,-0.65,0.45553333333333335,0
Nicardipine,0.3779,0.6475,0.436,-0.6038,0.4871333333333333,0
Capsaicin,0.375,0.4689,0.4892,-0.5553,0.4443666666666667,0
Duloxetine,0.3747,0.486,0.4348,-0.6687,0.43183333333333335,0
Yohimbine,0.3747,0.325,NA,-0.5347,0.34985,1
Imatinib,0.3744,0.6609,0.4571,-0.4892,0.49746666666666667,0
Tinidazole,0.3741,0.4659,NA,-0.7093,0.42,1
BRD-K08121566,0.3738,0.4291,NA,-0.5272,0.40145,1
BRD-K14636731,0.3738,0.3965,NA,-0.4835,0.38515,1
Chlorprothixene,0.3737,0.4709,0.4331,-0.513,0.4259,0
BRD-K80779790,0.3735,0.6394,NA,-0.6081,0.50645,1
BMS-754807,0.3728,0.5546,0.3309,-0.5335,0.4194333333333333,0
ML181,0.3728,0.3467,0.3735,-0.6038,0.36433333333333334,0
SA-103013,0.3725,NA,0.4427,-0.7074,0.40759999999999996,1
Suberohydroxamic acid,0.3724,NA,0.3481,-0.4977,0.36025,1
"3,5-Diiodo-l-thyronine",0.3723,0.4793,0.4559,-0.4942,0.43583333333333335,0
Carbamazepine,0.3723,0.3766,0.4472,-0.4919,0.3987,0
MLS002473424,0.3722,0.4053,NA,-0.6933,0.38875,1
Mycophenolic acid,0.372,0.5232,0.4059,-0.6077,0.4337,0
Mometasone Furoate,0.3715,0.3996,NA,-0.6303,0.38555,1
MLS002607743,0.3714,0.5196,NA,-0.4802,0.4455,1
Amuvatinib,0.3714,0.6907,0.5714,-0.49,0.5445,0
BRD4770,0.3714,NA,0.4845,-0.5396,0.42795,1
CHEMBL2359949,0.3711,0.3371,0.379,-0.6932,0.3624,0
AZD-1775,0.3708,0.6453,0.5191,-0.4793,0.5117333333333334,0
Capsazepine,0.3688,0.5246,NA,-0.6295,0.4467,1
CHEMBL2360276,0.3674,0.4809,NA,-0.5696,0.42415,1
Etizolam,0.3673,0.4384,0.3257,-0.711,0.3771333333333333,0
CEP-37440,0.3666,0.3693,NA,-0.6079,0.36795,1
Nicergoline,0.3663,0.4908,0.4294,-0.8489,0.42883333333333334,0
BIO2_000029,0.3657,0.5979,0.4038,-0.512,0.4558,0
Pralatrexate,0.3656,0.3665,0.3646,-0.479,0.36556666666666665,0
MLS001060803,0.3648,NA,0.3942,-0.7098,0.3795,1
Afatinib,0.3646,0.5236,NA,-0.7327,0.44409999999999994,1
MLS000106215,0.3642,0.4685,0.3816,-0.4864,0.40476666666666666,0
CHEMBL2361021,0.3639,0.6269,NA,-0.5058,0.4954,1
BRD-K81514393,0.3637,NA,0.3825,-0.6909,0.3731,1
BRD-K85123403,0.3628,NA,0.3247,-0.61,0.34375,1
Desipramine,0.3625,0.4051,0.3299,-0.5308,0.36583333333333334,0
PD153035 (Hydrochloride),0.3625,0.5301,0.323,-0.5276,0.4052,0
Dextromethorphan,0.3619,0.4341,0.3923,-0.5995,0.3961,0
MW-SHH-61,0.3616,0.545,NA,-0.6232,0.45330000000000004,1
BRD-K23582869-001-01-3,0.3612,0.5021,0.3807,-0.5593,0.4146666666666667,0
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.3611,0.3637,NA,-0.5612,0.3624,1
WZ-7043,0.3605,0.5812,0.3471,-0.4905,0.42960000000000004,0
2-Fluoroadenosine,0.3604,0.3866,NA,-0.6472,0.3735,1
PF-4136309,0.3596,0.6519,0.6077,-0.6844,0.5397333333333334,0
Ursolic acid,0.3595,0.3757,0.4801,-0.4809,0.4051,0
BMS-536924,0.3591,0.7482,0.5055,-0.501,0.5376,0
GAP-134 (Hydrochloride),0.3588,0.6005,NA,-0.7295,0.47965,1
GR 159897,0.3586,0.3603,NA,-0.6227,0.35945,1
CHEMBL2333339,0.3586,0.3708,NA,-0.6443,0.3647,1
BAS 04938498,0.3584,NA,0.4013,-0.7093,0.37985,1
CT-200783,0.3583,0.4594,NA,-0.5064,0.40885,1
Reserpine,0.3583,0.6292,0.4072,-0.4972,0.4649,0
Flumatinib (mesylate),0.3575,0.3616,NA,-0.5128,0.35955,1
Levomethorphan,0.3568,0.5571,0.4423,-0.7418,0.45206666666666667,0
Bicalutamide,0.3567,0.7871,0.43120000000000003,-0.489,0.525,0
OSI-930,0.3559,0.4344,0.3993,-0.5135,0.39653333333333335,0
OSI-930,0.3559,0.4344,0.3993,-0.5135,0.39653333333333335,0
N-Desmethylclozapine,0.3558,0.4507,NA,-0.6244,0.40325,1
Necrostatin,0.3553,0.697,0.5169,-0.535,0.5230666666666667,0
BRD-K72505034,0.3552,0.3993,0.3414,-0.8574,0.3653,0
"L-755,507",0.3552,NA,0.4919,-0.6256,0.42355,1
BMS 191011,0.3548,0.4035,0.4039,-0.6777,0.3874,0
CG-930,0.3547,0.5637,0.3389,-0.6201,0.4191,0
BRD-K49477330,0.3544,NA,0.3691,-0.5751,0.36175,1
Amodiaquine,0.3542,0.6541,0.3896,-0.5655,0.4659666666666667,0
Parthenolide,0.3533,0.4472,0.5308,-0.5283,0.4437666666666667,0
Cobicistat (GS-9350),0.3532,0.3921,NA,-0.6115,0.37265000000000004,1
6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,0.3532,0.4794,NA,-0.6428,0.4163,1
Clocortolone Pivalate,0.3532,0.4152,0.3431,-0.8536,0.3705,0
OSI-906 (Linsitinib),0.3531,0.4032,0.3359,-0.645,0.36406666666666665,0
BRD-K94544211,0.3527,0.5439,NA,-0.5167,0.44830000000000003,1
"1R,2S-Milnacipran",0.3525,NA,0.3276,-0.6771,0.34004999999999996,1
LY2886721,0.3521,0.3926,0.4697,-0.6431,0.4048,0
12K-612S,0.3511,0.3828,0.3305,-0.5981,0.3548,0
CYM5938,0.3507,0.4388,NA,-0.5157,0.39475000000000005,1
Mosapride,0.3505,0.4978,0.4803,-0.5135,0.4428666666666667,0
NSC95397,0.3501,0.577,0.494,-0.4859,0.4737,0
"Temsirolimus (CCI-779, NSC 683864)",0.3496,0.475,0.3924,-0.5057,0.4056666666666667,0
BRD-K93158953,0.3495,0.3661,NA,-0.4944,0.3578,1
BRD-K89824424,0.3493,0.3626,NA,-0.508,0.35595,1
Clozapine,0.3492,0.4604,NA,-0.5877,0.4048,1
MLS003079543,0.3491,0.4194,0.4434,-0.6051,0.4039666666666667,0
SCHEMBL16226502,0.3484,0.6845,0.4245,-0.4789,0.4858,0
SA-103123,0.3481,NA,0.3838,-0.5631,0.36595,1
MLS002264403,0.3476,0.4931,NA,-0.4808,0.42035,1
Roquinimex,0.3471,0.6532,NA,-0.6252,0.50015,1
Lisinopril,0.3465,0.5502,NA,-0.6415,0.44835,1
MLS002699429,0.3459,0.409,0.4499,-0.6073,0.4016,0
Nicotine,0.3459,0.657,NA,-0.6207,0.50145,1
TAK-733,0.3458,0.6465,NA,-0.6425,0.49615,1
Sufentanil,0.345,0.5323,0.3915,-0.5531,0.42293333333333333,0
Tanespimycin,0.3447,0.8346,NA,-0.773,0.58965,1
MLS003130365,0.3446,0.4652,NA,-0.6022,0.40490000000000004,1
Cimetidine,0.3446,0.6919,0.4369,-0.6336,0.4911333333333333,0
Cyclobenzaprine,0.3446,0.565,0.3703,-0.4858,0.4266333333333333,0
MLS000709026,0.3445,0.5726,0.7863,-0.4809,0.5678,0
KN93,0.3444,0.3885,NA,-0.6208,0.36645,1
Allantoin,0.3437,NA,0.4797,-0.4808,0.4117,1
AZD8931 (Sapitinib),0.3436,0.5858,0.5413,-0.6245,0.49023333333333335,0
AC1L1I54,0.3435,0.5508,0.4191,-0.6279,0.43779999999999997,0
AZD7545,0.343,0.5295,0.4605,-0.6028,0.44433333333333336,0
Falnidamol,0.3422,0.6209,NA,-0.6552,0.48155000000000003,1
Darifenacin,0.3421,0.6234,0.3276,-0.6942,0.4310333333333333,0
MLS003153124,0.3419,0.4471,NA,-0.5113,0.39449999999999996,1
SNX-2112 (PF-04928473),0.3419,0.6217,NA,-0.4887,0.4818,1
MLS002474519,0.3418,0.3963,NA,-0.7131,0.36905,1
Alisertib,0.3412,0.5997,NA,-0.5254,0.47045000000000003,1
Lidoflazine,0.3409,0.5638,0.4406,-0.4798,0.4484333333333333,0
Conivaptan HCl,0.3407,0.4052,NA,-0.4776,0.37295,1
Dicloxacillin,0.3406,0.4211,NA,-0.6086,0.38085,1
AT13387,0.3403,0.5508,0.5055,-0.5553,0.4655333333333333,0
SCHEMBL5945809,0.3402,0.4077,0.4157,-0.5105,0.3878666666666667,0
SCHEMBL16980379,0.3401,0.5428,NA,-0.4982,0.44145,1
CEPHARANTHINE,0.34,0.5873,NA,-0.737,0.46365,1
Bosentan,0.3389,0.5138,0.4132,-0.619,0.42196666666666666,0
FK888,0.3385,0.7753,0.3946,-0.7131,0.5028,0
CHEMBL1619263,0.3384,0.3382,0.4008,-0.6632,0.3591333333333333,0
"3,4-Dimethoxyphenethylamine",0.3384,0.3855,0.3293,-0.691,0.35106666666666664,0
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.3381,0.5498,NA,-0.6295,0.44394999999999996,1
ASN 04482680,0.3377,0.3336,0.3401,-0.4974,0.33713333333333334,0
Flunisolide,0.3376,0.416,0.3332,-0.5074,0.3622666666666667,0
Ticagrelor,0.3376,0.3683,NA,-0.5308,0.35295,1
SCHEMBL15556278,0.3372,0.5429,0.4661,-0.5228,0.4487333333333334,0
SB239063,0.337,0.5675,0.3978,-0.4881,0.4341,0
LE-135,0.3367,0.6462,0.4732,-0.5283,0.48536666666666667,0
Dipivefrin,0.3363,0.3929,NA,-0.527,0.36460000000000004,1
Pentoxifylline,0.3362,0.4973,0.4208,-0.6105,0.4181,0
PF477736,0.3356,0.6185,0.4365,-0.516,0.46353333333333335,0
Metergoline,0.3354,0.3472,NA,-0.607,0.3413,1
Metaproterenol,0.3353,0.3549,0.3906,-0.6152,0.3602666666666667,0
BRD-K91677732,0.3353,NA,0.5557,-0.6059,0.4455,1
BRD-K72539944,0.3348,0.4034,0.337,-0.7245,0.3584,0
Altrenogest,0.3341,0.3519,0.4318,-0.6337,0.3726,0
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.334,0.474,0.3695,-0.7065,0.3925,0
XL888,0.334,0.5709,NA,-0.5023,0.45245,1
84215-10-1,0.3337,0.3333,0.3258,-0.6663,0.3309333333333333,0
Levomepromazine,0.3335,0.5538,NA,-0.6524,0.44365,1
MLS000534605,0.3332,0.5497,0.3971,-0.5298,0.42666666666666664,0
FGIN1-27,0.333,0.6605,0.4671,-0.4993,0.48686666666666667,0
Corvasal,0.333,0.3892,NA,-0.6031,0.3611,1
IN1054,0.3324,0.3814,0.3575,-0.921,0.3571,0
Lavendustin C,0.3323,NA,0.3378,-0.7186,0.33504999999999996,1
HG-5-88-01,0.3321,0.3539,NA,-0.6585,0.34299999999999997,1
LGX818,0.3316,0.4007,NA,-0.4992,0.36615,1
Ibrutinib (PCI-32765),0.3312,0.4272,0.4949,-0.7578,0.4177666666666667,0
FTI276,0.3312,0.6365,0.3293,-0.7854,0.4323333333333333,0
BRD-K11533227,0.3308,0.4219,0.4423,-0.5184,0.3983333333333333,0
"ICI 182,780",0.3305,0.3856,NA,-0.5516,0.35805,1
BRD-K49111930,0.3305,0.4387,NA,-0.4851,0.3846,1
Mevastatin,0.3303,0.5336,0.3913,-0.511,0.4184,0
BRD-K05114711,0.3303,0.3654,0.3773,-0.49,0.3576666666666667,0
Baicalin,0.3299,0.5276,NA,-0.635,0.42874999999999996,1
MLS001060816,0.3298,0.3279,0.336,-0.8003,0.3312333333333333,0
VT-464,0.3297,0.5561,NA,-0.5882,0.4429,1
L-733060,0.3285,0.5266,0.3565,-0.6899,0.40386666666666665,0
Liranaftate,0.3282,0.6494,0.3776,-0.5145,0.4517333333333333,0
Ofloxacin,0.328,0.5052,NA,-0.5418,0.41659999999999997,1
ICI 162846,0.3279,0.3406,0.3356,-0.6083,0.3347,0
Thiotepa,0.3279,0.3592,0.3933,-0.7242,0.36013333333333336,0
R-N-Propylnorapomorphine,0.3273,NA,0.3507,-0.6038,0.33899999999999997,1
Ixabepilone,0.3272,0.3319,NA,-0.4896,0.32955,1
BRD-K83155387,0.3272,0.3978,0.4388,-0.6201,0.38793333333333335,0
BRD-K02290471,0.3267,0.522,NA,-0.7491,0.42435,1
Levothyroxine,0.3262,0.6325,NA,-0.5095,0.47934999999999994,1
Tandutinib,0.3254,0.5165,0.5796,-0.6916,0.47383333333333333,0
Budesonide,0.3252,0.491,0.4241,-0.5195,0.4134333333333333,0
Triptolide (PG490),0.3251,0.3434,NA,-0.6614,0.33425,1
Quinoclamine,0.3249,0.3834,NA,-0.539,0.35415,1
Tyrphostin 25,0.3245,0.4953,0.3731,-0.7614,0.39763333333333334,0
SMR000178575,0.324,0.4765,0.4956,-0.7043,0.4320333333333333,0
CHEMBL1718102,0.3236,NA,0.376,-0.659,0.3498,1
Triclosan,0.3236,0.6564,NA,-0.4922,0.49,1
Rilpivirine,0.3229,0.5143,0.4198,-0.5129,0.419,0
Trazodone,0.3226,0.48,0.5989,-0.6152,0.4671666666666667,0
AC1MGPVN,0.3225,0.5032,NA,-0.6061,0.41285,1
BRD-K74711637,0.3224,0.3452,NA,-0.6094,0.3338,1
Clopenthixol,0.3222,0.3578,NA,-0.7462,0.33999999999999997,1
TAK-242,0.3221,0.3545,0.3333,-0.4766,0.33663333333333334,0
Enclomiphene,0.3219,0.4904,0.4337,-0.4821,0.41533333333333333,0
Tolazamide,0.3216,0.4924,0.5365,-0.4971,0.45016666666666666,0
SSR 69071,0.3215,0.362,0.4549,-0.578,0.3794666666666667,0
CHEMBL2361743,0.321,0.3761,NA,-0.478,0.34855,1
10-DEBC,0.6752,0.536,0.3556,-0.6388,0.5222666666666667,0
761437-28-9,0.6493,0.4439,0.4009,-0.6299,0.49803333333333333,0
Veliparib,0.6402,0.6524,0.5487,-0.4898,0.6137666666666667,0
GW 405833,0.6313,0.4989,NA,-0.5515,0.5650999999999999,1
Olaparib,0.6305,0.5087,0.4468,-0.4828,0.5286666666666666,0
PF-03758309,0.629,0.3684,0.3974,-0.5665,0.4649333333333333,0
Scriptaid,0.6203,0.4621,NA,-0.5067,0.5412,1
CHEMBL3347630,0.62,0.5728,0.3997,-0.584,0.5308333333333333,0
Acitretin,0.6186,0.4108,0.4194,-0.5027,0.4829333333333333,0
BGT-226,0.6144,0.331,0.3653,-0.5333,0.4369,0
BMS-509744,0.6143,0.5213,0.3481,-0.5375,0.49456666666666665,0
Tyrphostin AG-112,0.613,0.4622,0.457,-0.6423,0.5107333333333334,0
Brefeldin A,0.6102,0.5218,0.5443,-0.4948,0.5587666666666666,0
PNU-74654,0.6033,0.6755,0.3654,-0.4885,0.5480666666666667,0
GSK-461364,0.5978,0.7089,0.4833,-0.4794,0.5966666666666667,0
SGI-1776,0.5974,0.5009,0.3945,-0.5434,0.49760000000000004,0
Mitoxantrone,0.5936,0.7382,0.4291,-0.4858,0.5869666666666666,0
114798-26-4,0.5933,0.4244,0.4011,-0.5842,0.47293333333333337,0
GSK 1059615,0.5898,0.7864,0.5654,-0.4964,0.6472,0
Puromycin,0.5896,0.5349,0.3489,-0.5513,0.49113333333333337,0
BIO2_000413,0.5864,0.3638,NA,-0.7145,0.4751,1
AC1LWZG4,0.5842,0.3596,0.398,-0.4763,0.4472666666666667,0
Troglitazone,0.5819,0.6898,0.5267,-0.4788,0.5994666666666666,0
Trichostatin,0.5819,0.5348,0.3238,-0.5061,0.4801666666666667,0
TPCA-1,0.5813,0.5115,0.5295,-0.4797,0.5407666666666666,0
Alvocidib,0.5787,0.6617,0.4701,-0.4799,0.5701666666666667,0
Fluphenazine,0.5786,0.7088,0.3887,-0.4906,0.5587,0
Dexamethasone,0.578,0.406,0.3989,-0.7579,0.46096666666666664,0
Selumetinib,0.5775,0.7421,0.5164,-0.5146,0.612,0
Tretinoin,0.577,0.7377,0.4602,-0.4748,0.5916333333333333,0
Resminostat,0.576,0.484,NA,-0.5294,0.53,1
MLN 2238,0.5752,0.5835,0.4862,-0.4887,0.5483,0
LY-294002,0.5746,0.4493,0.735,-0.482,0.5863,0
THZ-2-98-01,0.5692,0.5768,0.539,-0.4803,0.5616666666666666,0
Entinostat,0.5688,0.5456,0.669,-0.4741,0.5944666666666667,0
ZINC77024257,0.5685,0.525,0.4244,-0.4858,0.5059666666666667,0
atorvastatin,0.5677,0.4862,0.3667,-0.7945,0.47353333333333336,0
CAY10603,0.5666,0.4326,0.4471,-0.5479,0.4821,0
LDN 193189,0.5589,0.6086,0.4596,-0.4822,0.5423666666666667,0
AK-968/11369213,0.5559,0.4924,NA,-0.4835,0.52415,1
Apatinib Hydrochloride,0.5527,0.4258,NA,-0.5039,0.48924999999999996,1
179324-69-7,0.5523,0.5689,0.3897,-0.4747,0.5036333333333334,0
A-443654,0.5519,0.5608,0.3923,-0.6033,0.5016666666666666,0
ZINC02419385,0.5519,0.4489,0.3471,-0.5218,0.4493,0
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.5518,0.564,NA,-0.4833,0.5579,1
SCHEMBL14379041,0.5508,0.5397,0.3566,-0.6988,0.4823666666666666,0
CGP 60474,0.5505,0.5276,0.4396,-0.4801,0.5059,0
"HDACi1,2+3_mix",0.5501,NA,0.3572,-0.6462,0.45365,1
MLS002264428,0.5451,0.3691,0.3305,-0.5531,0.4149,0
BRD-K74133369-001-01-8,0.5449,0.5195,NA,-0.4945,0.5322,1
Kenpaullone,0.5441,0.3496,0.4701,-0.517,0.4546,0
MLS001116217,0.5428,0.4569,0.3659,-0.5787,0.4552,0
2-Methoxyestradiol,0.5426,0.4372,NA,-0.5468,0.4899,1
Latrunculin B,0.5418,0.5988,NA,-0.8023,0.5703,1
Erlotinib,0.5412,0.568,0.3895,-0.4817,0.49956666666666666,0
Manumycin-A,0.5394,0.6493,0.5007,-0.4832,0.5631333333333334,0
AMSACRINE,0.5386,0.4756,0.3558,-0.4836,0.45666666666666667,0
AG 14361,0.5375,0.4528,0.5135,-0.5071,0.5012666666666666,0
Sirolimus,0.5375,0.8209,0.5091,-0.4747,0.6224999999999999,0
5-Nitroso-8-cinnolinol,0.5371,0.3918,0.4457,-0.6833,0.4582,0
Withaferin A,0.5352,0.708,0.4775,-0.4748,0.5735666666666667,0
BRD-K24798550,0.5351,NA,0.3595,-0.698,0.44730000000000003,1
Piplartine,0.534,0.4965,0.3387,-0.5364,0.45640000000000003,0
CBIOL_001848,0.5329,0.3297,0.4109,-0.5336,0.4245,0
Sepantronium,0.5328,0.4245,0.4759,-0.4766,0.47773333333333334,0
Tivantinib,0.5314,0.4451,0.3931,-0.4973,0.45653333333333335,0
ZINC101150009,0.5311,0.5649,NA,-0.4844,0.548,1
121083-05-4,0.5309,0.3378,0.3693,-0.5373,0.4126666666666667,0
Rhamnetin,0.5309,0.478,0.3744,-0.5194,0.4611,0
Gliquidone,0.529,0.3758,0.4147,-0.6143,0.43983333333333335,0
MG-132,0.5273,0.6186,0.4459,-0.4742,0.5306,0
BS-181,0.5264,0.5992,0.3979,-0.5025,0.5078333333333334,0
4LY1,0.5264,0.3732,0.4679,-0.4856,0.4558333333333333,0
SA-1939007,0.5257,NA,0.3477,-0.5204,0.4367,1
KO143,0.5257,0.7743,0.3556,-0.481,0.5518666666666666,0
Dexamethasone Acetate,0.5255,0.5353,0.5994,-0.482,0.5534,0
CHEMBL1868923,0.5252,0.6102,NA,-0.5507,0.5677,1
ZM336372,0.5251,0.5232,0.4028,-0.5202,0.4837,0
CHEMBL2359459,0.5236,0.3717,0.328,-0.5053,0.40776666666666667,0
2-(Allylamino)-3-chloronaphthoquinone,0.5236,NA,0.4946,-0.6904,0.5091,1
vincristine,0.5236,0.4976,NA,-0.6344,0.5105999999999999,1
BRD-K76103428,0.5234,0.3278,0.4243,-0.525,0.42516666666666664,0
Toremifene,0.5225,0.5566,0.4013,-0.5059,0.49346666666666666,0
AEE788 (NVP-AEE788),0.5224,0.4006,NA,-0.4778,0.4615,1
Avicin-G,0.5221,0.5504,0.5621,-0.5169,0.5448666666666667,0
CHEMBL1271119,0.5204,0.3302,NA,-0.6225,0.4253,1
Cerulenin,0.5199,0.7568,NA,-0.7872,0.63835,1
LY 303511,0.5199,0.4638,NA,-0.7212,0.49185,1
AZD-8330,0.5198,0.631,0.5594,-0.6021,0.5700666666666667,0
Dorsomorphin,0.5197,0.384,0.4906,-0.499,0.46476666666666666,0
TORIN-2,0.518,0.5232,0.3877,-0.4749,0.4763,0
PHA-767491,0.5176,0.6912,0.3949,-0.4866,0.5345666666666666,0
BRD-K75023015,0.5175,0.4379,0.3224,-0.8485,0.42593333333333333,0
Phloretin,0.5172,0.3815,0.5024,-0.5176,0.4670333333333333,0
4L7B,0.517,0.6514,0.383,-0.6295,0.5171333333333333,0
BRD-K42694358,0.5158,0.5331,NA,-0.6523,0.5244500000000001,1
Semaxanib,0.5158,0.5703,0.5419,-0.6044,0.5426666666666667,0
Quizartinib,0.5152,0.7311,0.5534,-0.4955,0.5999,0
Quisinostat,0.5147,0.3295,0.3332,-0.5854,0.3924666666666667,0
Arachidonyl Trifluoromethylketone,0.5134,0.4647,0.5872,-0.4791,0.5217666666666667,0
Aminopurvalanol,0.5132,0.5451,0.428,-0.6102,0.49543333333333334,0
Droxinostat,0.5111,0.3893,0.3594,-0.5447,0.4199333333333333,0
Pioglitazone,0.5106,0.6085,0.401,-0.7813,0.5067,0
Neratinib,0.5098,0.6587,0.3744,-0.4824,0.5143,0
848193-68-0,0.5098,0.6684,0.4773,-0.5144,0.5518333333333334,0
SB-203580,0.5093,0.5753,0.5226,-0.482,0.5357333333333333,0
Benzydamine,0.5091,0.6584,0.3503,-0.4908,0.5059333333333333,0
Tioconazole,0.5078,0.3483,NA,-0.5159,0.42805000000000004,1
IC 261,0.5078,0.3933,0.3955,-0.5636,0.43220000000000003,0
Trametinib,0.5075,0.5741,0.5263,-0.6076,0.5359666666666667,0
Epigalocatechin Gallate,0.5064,0.6612,0.4483,-0.6163,0.5386333333333333,0
MLN-0128,0.5064,0.4573,0.4527,-0.4819,0.4721333333333333,0
AS-605240,0.5063,0.7909,0.3937,-0.5621,0.5636333333333333,0
GSK-3 Inhibitor II,0.5043,0.6096,0.4546,-0.4763,0.5228333333333334,0
SCHEMBL16892136,0.5042,0.5272,0.3322,-0.4911,0.45453333333333334,0
BRD-K10436544,0.5032,0.4276,0.4223,-0.6105,0.45103333333333334,0
IN1451,0.5023,0.3721,NA,-0.6348,0.4372,1
Vemurafenib,0.5019,0.6299,0.4516,-0.481,0.5278,0
15D-PGJ2,0.5015,0.3702,NA,-0.4799,0.43584999999999996,1
PSI-7977,0.5005,0.5558,NA,-0.6422,0.5281499999999999,1
SA-1921599,0.5002,0.3798,NA,-0.6098,0.44,1
ST078797,0.5,0.4861,0.4217,-0.664,0.46926666666666667,0
CHEMBL2143638,0.4994,0.4027,0.375,-0.5088,0.4257,0
MLN9708,0.4989,0.3741,0.408,-0.4831,0.427,0
CGS 20625,0.4989,0.4289,NA,-0.6309,0.4639,1
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.4985,0.444,0.4079,-0.4789,0.45013333333333333,0
UNII-MET7ZRB8Y7,0.4984,0.3628,0.3498,-0.4815,0.4036666666666667,0
STK249718,0.4984,NA,0.3343,-0.6464,0.41635,1
SMR000206936,0.4984,0.5459,0.3239,-0.5176,0.4560666666666667,0
BRD-K98004941,0.4977,0.3691,0.4619,-0.5125,0.44289999999999996,0
Daunorubicin,0.4976,0.364,0.3313,-0.6188,0.39763333333333334,0
PHA-793887,0.497,0.4685,0.4767,-0.5094,0.48073333333333335,0
SCHEMBL6874948,0.4969,0.5286,0.4514,-0.5014,0.4923,0
Indolophenanthridine,0.4967,NA,0.3633,-0.6247,0.43,1
Megestrol Acetate,0.4947,0.3731,NA,-0.5231,0.43389999999999995,1
Cytochalasin B,0.4941,0.4845,0.4887,-0.4814,0.4891,0
PD-0325901,0.4939,0.688,0.5085,-0.504,0.5634666666666667,0
WHI-P97,0.4938,0.6776,0.361,-0.6121,0.5108,0
BMS-299897,0.4935,0.6867,0.3603,-0.6027,0.5135,0
BRD-K12744550-019-01-8,0.4929,0.6866,0.3784,-0.6742,0.5193,0
PRL-3InhibitorI,0.4929,0.5359,0.4319,-0.5119,0.4869,0
BRD-K96396151,0.4928,NA,0.3735,-0.5019,0.43315000000000003,1
WZ 3146,0.4925,0.5897,0.4589,-0.5254,0.5137,0
Broad-Sai-045,0.4925,0.6164,0.4044,-0.5012,0.5044333333333333,0
Puromycin Hydrochloride,0.492,0.5001,0.5907,-0.5785,0.5276,0
Cymarin,0.4916,0.3931,0.3404,-0.6698,0.40836666666666666,0
NUTLIN 3,0.4912,0.5971,0.3869,-0.5088,0.49173333333333336,0
Gefitinib,0.491,0.7086,0.4889,-0.5386,0.5628333333333333,0
GSK J4,0.4905,0.4212,0.4,-0.5617,0.43723333333333336,0
Irinotecan,0.4902,0.3771,0.4815,-0.4839,0.4496,0
Enzastaurin,0.49,0.5987,0.5217,-0.519,0.5368,0
Tacedinaline,0.4897,0.5579,0.4251,-0.5424,0.4909,0
XAV 939,0.4891,0.542,0.3707,-0.5933,0.46726666666666666,0
Broad-Sai-443,0.489,0.4189,0.4695,-0.4987,0.45913333333333334,0
Thiostrepton,0.4883,0.4046,NA,-0.4845,0.44645,1
GSK429286A,0.4877,0.6453,0.4648,-0.501,0.5326,0
MLS002703104,0.487,NA,0.4042,-0.6703,0.4456,1
Mocetinostat,0.487,0.3919,0.3311,-0.4767,0.4033333333333333,0
Telmisartan,0.4868,0.4798,0.4755,-0.6098,0.4807,0
CHEMBL585951,0.486,0.5475,0.4961,-0.5254,0.5098666666666667,0
Glipizide,0.4854,0.4423,0.4232,-0.4852,0.45030000000000003,0
Oprozomib (ONX 0912),0.4853,0.4633,0.3829,-0.4905,0.44383333333333336,0
"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",0.4853,0.4407,0.483,-0.6136,0.4696666666666667,0
MLS000583957,0.485,0.4639,0.3338,-0.5327,0.42756666666666665,0
Ttnpb,0.4849,0.3525,0.3766,-0.5246,0.4046666666666667,0
