compound,a5491,a5492,ha1e2,ht29,mcf72,pc3,vcap1,vcap2
Pioglitazone,0.45106,0.41383333333333333,0.4111666666666667,0.543075,0.5067,0.5529000000000001,0.453175,0.4177
CGS-15943,0.49062,0.498925,0.4701,0.464125,0.3935666666666667,0.642325,0.51278,0.54888
Tretinoin,0.50108,0.40402,0.46334,0.59405,0.5916333333333333,0.50095,0.56072,0.46526
ZSTK 474,0.50352,0.461,0.49574,0.52505,0.4954,0.5911,0.52716,0.592
Momelotinib,0.5138750000000001,0.44546,0.47628,0.49929999999999997,0.5938,0.551575,0.59326,0.43876
PLX-4720,0.45894,0.53952,0.4753,0.513975,0.4523,0.596225,0.60378,0.453525
TGX 221,0.5522199999999999,0.46453333333333335,0.46786,0.5128,0.4683333333333333,0.621625,0.52736,0.46309999999999996
AC1O9EM7,0.5573,0.3902333333333333,0.5237,0.4976,0.4821666666666667,0.49770000000000003,0.4812,0.60875
Pomalidomide,0.40116666666666667,0.4459666666666667,0.45766,0.4326,0.5048,0.5803,0.549425,0.393
PF-03758309,0.47426,0.44756,0.47954,0.512,0.4649333333333333,0.58655,0.54738,0.61605
DC-45-A2,0.37585,0.48805,0.40263333333333334,0.5967,0.45155,0.52885,0.4812,0.40700000000000003
O-Demethylated Adapalene,0.48094,0.53945,0.55655,0.46115,0.4451,0.56875,0.6525,0.5229
Quiflapon,0.47928,0.41918,0.395975,0.41935,0.49233333333333335,0.503725,0.48452,0.445525
Chlorambucil,0.44495,0.50844,0.4305,0.48745,0.5061333333333333,0.58695,0.565,0.4624
Tolazamide,0.42362,0.475825,0.521925,0.492625,0.45016666666666666,0.501075,0.57042,0.488175
PDK1 Inhibitor,0.458,0.42622499999999997,0.5027,0.5407666666666666,0.5206,0.56225,0.5058199999999999,0.5563333333333333
CBIOL_001848,0.505125,0.46035000000000004,0.45366666666666666,0.516525,0.4245,0.5616,0.49743333333333334,0.4958666666666667
Mesoridazine,0.4006,0.49329999999999996,0.497125,0.536975,0.39165,0.5604666666666667,0.5050250000000001,0.436225
Quinoclamine,0.45366,0.430825,0.463,0.491475,0.35415,0.49825,0.56012,0.46484
Ponatinib,0.45794,0.3879666666666667,0.45804,0.5611333333333333,0.49570000000000003,0.538375,0.61468,0.5193
FR-180204,0.44718,0.44292,0.5484,0.5661333333333333,0.6103999999999999,0.49424999999999997,0.49742000000000003,0.485625
SCHEMBL1670775,0.3956,0.44356666666666666,0.440175,0.5235000000000001,0.3538,0.51345,0.3542,0.45399999999999996
AC1L2X6Z,0.426675,0.43620000000000003,0.475125,0.522,0.4272,0.464825,0.5484,0.5808
Ammonium Glycyrrhizinate,0.42810000000000004,0.41195,0.5408999999999999,0.5939666666666666,0.5957,0.6958500000000001,0.43795,0.46755
Alectinib,0.4159,0.37896,0.48642,0.4501,0.4582,0.5335,0.51306,0.4899
C-Fms Inhibitor,0.3817,0.395,0.45845,0.5327999999999999,0.54165,0.5425333333333333,0.5301400000000001,0.5179
OSI-027,0.45378,0.36134,0.49085,0.534,0.3806333333333333,0.497225,0.49416,0.5004666666666666
SCHEMBL6874948,0.55498,0.432375,0.52376,0.519,0.4923,0.5671,0.56964,0.5632
Teniposide,0.48958,0.5703,0.46775,0.5034,0.5131666666666667,0.531725,0.63662,0.45415
Dacomitinib,0.5069,0.458,0.47914,0.4952,0.45913333333333334,0.510725,0.55122,0.47018
7-Nitroindazole,0.4045,0.446525,0.46695000000000003,0.5393666666666667,0.4086666666666667,0.6008333333333333,0.56155,0.43476666666666663
HG-14-10-04,0.5168200000000001,0.41550000000000004,0.4373,0.5331,0.5357666666666666,0.55705,0.62468,0.5759
Cucurbitacin I,0.4256,0.366025,0.45072,0.45909999999999995,0.3692,0.48162499999999997,0.60732,0.49545
COL-3,0.47618,0.40044,0.54392,0.50105,0.4468,0.61855,0.60066,0.39495
BMS-536924,0.44266,0.40090000000000003,0.6539666666666667,0.51775,0.5376,0.54565,0.6626,0.51655
16Beta-bromoandrosterone,0.46955,0.5651666666666666,0.40096,0.38182499999999997,0.43273333333333336,0.435425,0.519175,0.5217333333333334
noscapine,0.47912,0.439425,0.45122,0.47535,0.43626666666666664,0.4842,0.5663400000000001,0.4236
Ingenol Mebutate,0.399125,0.41213333333333335,0.48738,0.470475,0.5350333333333334,0.51565,0.50702,0.49543333333333334
L-690488,0.50444,0.4351,0.437,0.542375,0.42586666666666667,0.536,0.58734,0.444625
Iguratimod,0.3721,0.521,0.490575,0.48219999999999996,0.5042,0.642,0.45278,0.5388
PHA-767491,0.46638,0.38045,0.48555000000000004,0.4728,0.5345666666666666,0.511625,0.4931,0.51635
CHEMBL3182395,0.47215,0.4251,0.442,0.477275,0.5333,0.6144000000000001,0.59612,0.44165
CC-401,0.459225,0.6009,0.52236,0.479625,0.5107666666666667,0.487225,0.56946,0.48773333333333335
TL Aurora 09,0.38870000000000005,0.43685,0.3853,0.47419999999999995,0.38016666666666665,0.4932,0.5119,0.46424999999999994
GSK-3 Inhibitor II,0.425025,0.408325,0.504625,0.42464999999999997,0.5228333333333334,0.452475,0.5383,0.48062499999999997
CHEMBL2139070,0.3834666666666667,0.4335,0.45263333333333333,0.4537,0.38756666666666667,0.48816666666666664,0.46165,0.47255
THZ-2-98-01,0.47528000000000004,0.45411999999999997,0.47474,0.44315,0.5616666666666666,0.545575,0.47756,0.47832
NCGC00346967-01,0.50242,0.44256,0.46624,0.61675,0.49513333333333337,0.5821999999999999,0.56208,0.4769
KU0060648,0.502075,0.42425999999999997,0.5059333333333333,0.561875,0.4557333333333333,0.6192,0.57634,0.5699
C21H27N7O3,0.45114000000000004,0.4416,0.51402,0.534675,0.5556666666666666,0.5762499999999999,0.51586,0.4435
CHEMBL2136858,0.3762,0.43385,0.38315,0.45966666666666667,0.4245,0.44232499999999997,0.4792666666666667,0.4537
BRD-K01425431,0.43463999999999997,0.41542,0.5139,0.5135,0.5249666666666667,0.4873,0.60036,0.469675
Avicin-D,0.46604999999999996,0.46256,0.5116499999999999,0.5705,0.4353666666666667,0.557825,0.56176,0.38522
CHEMBL2135649,0.39825,0.38880000000000003,0.36675,0.3984666666666667,0.3634,0.4467,0.5278666666666667,0.4012
Tivantinib,0.5361,0.52188,0.49807999999999997,0.552525,0.45653333333333335,0.5915,0.52928,0.5316799999999999
Verapamil,0.42776,0.4159,0.42425,0.47345,0.55245,0.5294666666666666,0.5588,0.4622
Meisoindigo,0.46123333333333333,0.4544,0.4046,0.5116,0.5702,0.503975,0.4543333333333333,0.4188
SPOX1_000823,0.40302499999999997,0.45015,0.48029999999999995,0.40135,0.4503333333333333,0.40555,0.549025,0.46909999999999996
NU-7026,0.38646,0.4415,0.5532,0.5740666666666667,0.4816666666666667,0.45594999999999997,0.48628,0.5278666666666667
Idelalisib,0.457675,0.3621,0.5539000000000001,0.44165,0.45565,0.5792,0.4947,0.4492333333333333
Fedratinib,0.6473,0.5031,0.50024,0.616975,0.5586333333333333,0.737525,0.67084,0.5544
BRD-K60067222,0.41833333333333333,0.3708,0.39043333333333335,0.4047,0.39735,0.41495000000000004,0.4738,0.46946666666666664
Estradiol,0.4478,0.41305000000000003,0.54965,0.515375,0.459,0.605725,0.53486,0.44292
CGK733,0.48882,0.4378,0.5017199999999999,0.472675,0.44783333333333336,0.55345,0.58212,0.5012666666666666
Desoxymetasone,0.50695,0.3844,0.4816,0.4618333333333333,0.44206666666666666,0.49715,0.57904,0.36315
Lidoflazine,0.5093666666666666,0.44783333333333336,0.4954,0.5051333333333333,0.4484333333333333,0.5544,0.56106,0.5486
Fluoxetine,0.51815,0.405725,0.51232,0.531475,0.4344,0.5045499999999999,0.49763999999999997,0.4702
SB-366791,0.38966666666666666,0.36673333333333336,0.4101666666666667,0.52615,0.50165,0.4966,0.52255,0.5859
Bazedoxifene HCl,0.5189666666666667,0.4109,0.4963,0.5059,0.5168,0.4464666666666667,0.58275,0.5146666666666666
ENMD-2076,0.4802,0.5493,0.4164,0.455975,0.48024999999999995,0.4948,0.58205,0.43975
HSCI1_000314,0.45744999999999997,0.36519999999999997,0.4115,0.40963333333333335,0.48823333333333335,0.43316666666666664,0.54162,0.414
SCHEMBL14379041,0.4079,0.376275,0.476225,0.5523,0.4823666666666666,0.6521,0.5933,0.5544666666666667
AT-7519,0.51024,0.4145,0.47122000000000003,0.550875,0.5693333333333334,0.584325,0.54328,0.504375
Felodipine,0.4147666666666667,0.4629,0.506525,0.3708,0.37705,0.5682333333333334,0.543175,0.45636666666666664
SCHEMBL570779,0.42825,0.5043,0.5724199999999999,0.4402333333333333,0.43829999999999997,0.5452,0.52988,0.3863
SCHEMBL3958507,0.495175,0.43457999999999997,0.56662,0.489925,0.4381333333333333,0.585275,0.59658,0.44485
AC1O7M2R,0.3819666666666667,0.4633,0.42646666666666666,0.3572,0.50725,0.38155,0.45125,0.4033
BMS-299897,0.39002,0.4186,0.47764,0.5897,0.5135,0.548775,0.533625,0.4568
PP 2,0.42768,0.4108,0.4026,0.3968,0.43406666666666666,0.4898,0.5978,0.548925
Betahistine,0.4491,0.45496,0.41475,0.531525,0.57365,0.4529,0.587125,0.4357
GSK-3 Inhibitor IX,0.48544,0.48508,0.54954,0.445425,0.49833333333333335,0.576075,0.5038,0.46015
CHEMBL2133926,0.37066666666666664,0.37927500000000003,0.4386,0.4246333333333333,0.4057,0.52025,0.5197,0.43674999999999997
Aminopurvalanol,0.49513999999999997,0.48665,0.3866,0.475375,0.49543333333333334,0.61585,0.55674,0.422
BRD-K67090983,0.3864,0.5568,0.46475,0.352,0.40959999999999996,0.426625,0.480375,0.3883333333333333
CHEMBL2360495,0.43998,0.41475,0.45042499999999996,0.49749999999999994,0.43793333333333334,0.525525,0.5662,0.5783666666666667
SCHEMBL17857056,0.42624,0.404,0.36046666666666666,0.47563333333333335,0.3873666666666667,0.452775,0.4936,0.5641333333333334
KUC111774N,0.46421999999999997,0.40712499999999996,0.45093333333333335,0.5286333333333333,0.4026666666666667,0.617475,0.50516,0.4098
"Apitolisib (gdc-0980, rg7422)",0.45164,0.3978,0.46942,0.55025,0.4327,0.53695,0.50368,0.6114
SPECTRUM_001645,0.42472,0.41269999999999996,0.37029999999999996,0.4619,0.43225,0.41886666666666666,0.6703333333333333,0.34650000000000003
NSC25485,0.43728,0.5665,0.498,0.4163,0.42445,0.43135,0.5010666666666667,0.42264999999999997
ABT-751,0.36344,0.47014999999999996,0.41792,0.47014999999999996,0.40565,0.491925,0.50138,0.5761666666666667
PF 3845,0.3713,0.433075,0.417925,0.49410000000000004,0.42169999999999996,0.5425666666666666,0.51265,0.40552
SCH-79797,0.47816000000000003,0.4047,0.42046,0.46305,0.4747,0.5192,0.530775,0.5846750000000001
Devazepide,0.40376666666666666,0.45365,0.4305,0.4447,0.4079333333333333,0.4769,0.46295000000000003,0.4152666666666667
CHEMBL2359798,0.444775,0.3872,0.500275,0.50455,0.3801,0.52055,0.50492,0.5363333333333333
TAS-103 (dihydrochloride),0.4212666666666667,0.4851,0.45535000000000003,0.460075,0.4642,0.506375,0.554925,0.4661666666666667
Mycophenolate Mofetil,0.43112,0.4653333333333333,0.5156000000000001,0.539425,0.4811666666666667,0.5383749999999999,0.55752,0.3935666666666667
Lintitript,0.40684,0.4675,0.51835,0.38434999999999997,0.42266666666666663,0.4671666666666667,0.47694,0.45453333333333334
BS-181,0.530575,0.39285000000000003,0.47178,0.532875,0.5078333333333334,0.5902999999999999,0.52842,0.4893
Auranofin,0.38166,0.40242,0.51068,0.5785666666666667,0.4094,0.49085,0.53318,0.5482
Rhamnetin,0.35546666666666665,0.4251666666666667,0.4227,0.5465,0.4611,0.433175,0.378325,0.46913333333333335
Lypressin,0.342775,0.36086666666666667,0.48685,0.373,0.40869999999999995,0.52,0.497475,0.45733333333333337
Reversine,0.38558,0.4384,0.5938,0.54905,0.3768666666666667,0.48373333333333335,0.573625,0.5662499999999999
Indole-3-carbinol,0.36046666666666666,0.373275,0.45214,0.41059999999999997,0.40515,0.44456666666666667,0.5068333333333334,0.4044
Scriptaid,0.43374999999999997,0.49035000000000006,0.37625,0.472175,0.5412,0.4292,0.4951,0.48985
1166227-08-2,0.43034,0.3722333333333333,0.48163333333333336,0.5474333333333333,0.436,0.607125,0.64825,0.6130333333333333
Indirubin-3'monoxime,0.41523333333333334,0.4237666666666666,0.4647,0.4603,0.4164333333333333,0.46895,0.547525,0.4793
AC1L1JM9,0.4161,0.3668666666666667,0.434675,0.5921,0.522,0.4209,0.554125,0.43146666666666667
Bithionol,0.38642,0.3678666666666667,0.4634,0.48929999999999996,0.5238,0.47514999999999996,0.579475,0.458525
Osimertinib,0.48562,0.41715,0.4871,0.540825,0.38989999999999997,0.56005,0.57744,0.43000000000000005
Colforsin,0.375525,0.5346666666666666,0.466025,0.5282,0.5187,0.5435,0.4712,0.4613333333333333
SMP2_000249,0.41732,0.43726666666666664,0.39775,0.4422,0.4141,0.47909999999999997,0.4441333333333333,0.48582499999999995
HY-11007,0.4164,0.3786,0.44930000000000003,0.452975,0.5657,0.47702500000000003,0.51428,0.5324333333333333
CHEMBL2135770,0.444125,0.424375,0.44135,0.4209,0.403,0.4893,0.520775,0.423775
CHEMBL1673039,0.46578,0.39022,0.4983,0.53805,0.6546,0.581075,0.53082,0.53502
SMR000651449,0.407175,0.488725,0.4011,0.46175,0.42963333333333337,0.457625,0.52826,0.5496666666666666
IN1549,0.44062500000000004,0.372325,0.45245,0.5618,0.44543333333333335,0.5076666666666667,0.54955,0.62465
BRD-K08663380,0.3804,0.4149,0.39543333333333336,0.48109999999999997,0.43975,0.4541,0.49054,0.42406666666666665
(+)-Camptothecin,0.535075,0.50565,0.35383333333333333,0.44537499999999997,0.4044,0.49674999999999997,0.5122800000000001,0.46423333333333333
Cymarin,0.48319999999999996,0.47053333333333336,0.5085333333333333,0.46749999999999997,0.40836666666666666,0.455025,0.42894,0.542
AC1NWALF,0.54795,0.6055,0.5161600000000001,0.47225,0.4306,0.464075,0.50868,0.4834
Elliptecine,0.559325,0.42317499999999997,0.431425,0.45715,0.3981,0.52485,0.52992,0.4089666666666667
AC1NWALC,0.47109999999999996,0.5053666666666666,0.5344666666666666,0.39546666666666663,0.41759999999999997,0.45715,0.49039999999999995,0.45455
AS601245,0.5258499999999999,0.468175,0.43746,0.5724,0.5110333333333333,0.568275,0.53128,0.48842
Erismodegib,0.5546666666666666,0.39139999999999997,0.44186666666666663,0.5138333333333334,0.36485,0.5730666666666667,0.5458000000000001,0.5588500000000001
Trametinib,0.483175,0.41604,0.55306,0.53385,0.5359666666666667,0.56575,0.5642,0.51735
ML228,0.5111333333333333,0.43000000000000005,0.4660333333333333,0.47663333333333335,0.45635000000000003,0.447275,0.6081799999999999,0.4788
C24H25CLFN5O3,0.519875,0.49024999999999996,0.48208,0.4919,0.47186666666666666,0.589075,0.54762,0.5836250000000001
Isocycloheximide,0.5287,0.48415,0.4496,0.38875000000000004,0.36325,0.411,0.397325,0.48746666666666666
LDN 193189,0.5100750000000001,0.46618,0.55514,0.6366666666666667,0.5423666666666667,0.6314,0.64968,0.49594
Afuresertib,0.5544,0.44715000000000005,0.413725,0.4687,0.44584999999999997,0.4970333333333333,0.47094,0.48960000000000004
AP26113,0.44884999999999997,0.38239999999999996,0.422725,0.51375,0.3832,0.5164,0.47456000000000004,0.4963
Cycloheximide,0.5138333333333334,0.49133333333333334,0.4822,0.4698,0.4972666666666667,0.49479999999999996,0.50632,0.44178
Cyproheptadine,0.5075000000000001,0.44266666666666665,0.45896,0.3662,0.3931,0.535975,0.5319,0.41894
CHEMBL1716096,0.474125,0.5199666666666667,0.34555,0.426825,0.4147666666666667,0.5022,0.47896,0.41863333333333336
CHEMBL2141722,0.49256666666666665,0.40696666666666664,0.4558333333333333,0.46223333333333333,0.518,0.470025,0.59776,0.4744
Avicin-G,0.51085,0.5354333333333333,0.45938,0.494275,0.5448666666666667,0.607525,0.55574,0.43188
MLN-0128,0.49546666666666667,0.42892,0.50588,0.4988,0.4721333333333333,0.518925,0.50168,0.5423
Camptothecin,0.5460666666666667,0.51075,0.4531,0.49822500000000003,0.4293,0.5174,0.51688,0.41715
Calmidazolium,0.5505333333333333,0.37976666666666664,0.47452500000000003,0.47546666666666665,0.36306666666666665,0.551225,0.5076,0.44863333333333333
Dacinostat,0.44835,0.42915000000000003,0.3895,0.488875,0.46173333333333333,0.542175,0.49886,0.52215
Spironolactone,0.41469999999999996,0.39044999999999996,0.5137666666666667,0.458025,0.3701,0.6262666666666666,0.3906,0.38805
CHEMBL1698064,0.422725,0.44670000000000004,0.373025,0.47115,0.4149,0.47424999999999995,0.42808,0.3992
CEP-32496,0.4404,0.38905,0.43965,0.46185000000000004,0.4373,0.56385,0.5312,0.48065
Fluorouracil,0.45766666666666667,0.46987999999999996,0.414925,0.45015000000000005,0.4868,0.5594333333333333,0.5823,0.38715
VRT752271,0.5359499999999999,0.401,0.44545,0.455075,0.45646666666666663,0.4952,0.49460000000000004,0.41763333333333336
NSC 663284,0.5221,0.5119,0.4158,0.5149,0.37793333333333334,0.5211666666666667,0.55116,0.4329
"Temsirolimus (CCI-779, NSC 683864)",0.47063333333333335,0.5800000000000001,0.5035000000000001,0.5426,0.4056666666666667,0.5689,0.5199,0.3925666666666667
Clofarabine,0.43706666666666666,0.57025,0.45480000000000004,0.496225,0.3977,0.5355333333333333,0.5418000000000001,0.4763
Fludarabine,0.509625,0.442175,0.416125,0.47255,0.4427,0.5251333333333333,0.5519000000000001,0.41385
BMS-509744,0.44185,0.36915,0.44320000000000004,0.464375,0.49456666666666665,0.4756,0.5383,0.5211
BI-2536,0.46615,0.41648,0.5009,0.577675,0.5475666666666666,0.609775,0.61322,0.52006
AC1OAV9H,0.53485,0.429275,0.49155000000000004,0.42064999999999997,0.45563333333333333,0.44484999999999997,0.60724,0.5892333333333334
GSK429286A,0.48165,0.4263,0.47162,0.4887333333333333,0.5326,0.5574749999999999,0.52624,0.44802
SPECTRUM3_001992,0.41615,0.3709,0.4406,0.395825,0.38380000000000003,0.48655000000000004,0.480325,0.4339
6266-99-5,0.49217500000000003,0.5286333333333333,0.39239999999999997,0.4113,0.49345000000000006,0.5106666666666666,0.5827749999999999,0.36819999999999997
Zuclomiphene,0.5652666666666667,0.390075,0.512775,0.564125,0.5183333333333333,0.546275,0.66294,0.49876666666666664
Cobimetinib,0.4617,0.40385000000000004,0.4331,0.496075,0.42713333333333336,0.507425,0.47958,0.40163333333333334
LY2801653,0.38493333333333335,0.5169,0.53205,0.47650000000000003,0.36206666666666665,0.5862,0.5053799999999999,0.3932
Obatoclax,0.4252333333333333,0.41413333333333335,0.43539999999999995,0.4177666666666667,0.5178,0.437,0.5252600000000001,0.43220000000000003
Bupropion,0.4226333333333333,0.3763,0.4522,0.49795,0.51225,0.5776,0.53738,0.4048
NCGC00172397-01,0.4287666666666667,0.39366666666666666,0.5029333333333333,0.4304,0.36525,0.482,0.50948,0.46415
Abexinostat,0.4147666666666667,0.37776666666666664,0.4445,0.447025,0.5246,0.516525,0.53716,0.45965
GDC-0980 (RG7422),0.4274,0.427425,0.491725,0.610225,0.498,0.5971,0.51835,0.45896666666666663
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.3964,0.39403333333333335,0.4078,0.5257333333333334,0.3925,0.42264999999999997,0.4613,0.37283333333333335
Ornidazole,0.41200000000000003,0.56195,0.55172,0.5692333333333334,0.3831,0.4827666666666667,0.45532,0.43695
Benzbromarone,0.4247,0.37305,0.4557,0.445875,0.4877666666666667,0.4593,0.5543333333333333,0.4484666666666667
Cladribine,0.502875,0.53886,0.47876,0.5229,0.5062,0.598825,0.55674,0.48312499999999997
Methandriol,0.4048,0.46545,0.3827,0.437975,0.37275,0.44475,0.4015666666666667,0.5353333333333333
Kolestevan,0.5551,0.41363333333333335,0.35605,0.4554,0.4086,0.573,0.52784,0.4046
BRD-K01621458,0.4083,0.427825,0.47573333333333334,0.47885,0.4406666666666667,0.522325,0.535525,0.42185
Megestrol Acetate,0.4383,0.3616,0.4612,0.40776666666666667,0.43389999999999995,0.5130750000000001,0.53648,0.4855
Ouabain,0.432975,0.466375,0.49624999999999997,0.47136666666666666,0.3588,0.407425,0.47966,0.42010000000000003
Ivacaftor (VX-770),0.3797333333333333,0.45193333333333335,0.44584,0.5187999999999999,0.4345333333333333,0.6092333333333333,0.5787,0.4048
Paricalcitol,0.3902,0.41746666666666665,0.5357000000000001,0.5778,0.3999,0.523475,0.5039,0.463325
N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide,0.4588,0.5769500000000001,0.43622,0.4509,0.4135666666666667,0.5018333333333334,0.6184000000000001,0.43805000000000005
Warfarin,0.39695,0.48945,0.42112499999999997,0.4869,0.5522,0.5792999999999999,0.43958,0.53925
CHEMBL1720543,0.53825,0.44928,0.37255,0.5662666666666667,0.36355000000000004,0.49755,0.51264,0.4317
CHEMBL277800,0.500875,0.5421,0.46352499999999996,0.44,0.35585,0.5495,0.5241,0.38656666666666667
Adapalene,0.4252,0.4623666666666667,0.4791,0.5192,0.44416666666666665,0.48633333333333334,0.49279999999999996,0.35650000000000004
WZ 3146,0.4862666666666667,0.38655,0.39380000000000004,0.4179,0.5137,0.5142249999999999,0.5276,0.4798
SCHEMBL16892136,0.36265,0.44709999999999994,0.49407500000000004,0.41113333333333335,0.45453333333333334,0.49685,0.513,0.46066666666666667
ST-4062971,0.43010000000000004,0.47457499999999997,0.4205,0.4151,0.4320333333333333,0.4808,0.4456666666666667,0.4333666666666667
Cobicistat (GS-9350),0.51415,0.4486,0.4508,0.5107,0.37265000000000004,0.5044,0.45178,0.45135000000000003
STK064652,0.476,0.43325,0.44305,0.3577333333333333,0.41664999999999996,0.5058666666666667,0.43794,0.45805
MLS002703102,0.49860000000000004,0.4492,0.40205,0.38203333333333334,0.43984999999999996,0.43043333333333333,0.5621,0.4465
5-Nitroso-8-cinnolinol,0.5044,0.42573333333333335,0.46224000000000004,0.45982500000000004,0.4582,0.5253,0.612675,0.4888
Puromycin,0.4281666666666667,0.4326333333333333,0.40515,0.5191,0.49113333333333337,0.460225,0.5127,0.5975
AC1NSOND,0.45289999999999997,0.3892,0.388375,0.4788,0.44156666666666666,0.5755666666666667,0.42376,0.4958666666666667
Oprozomib (ONX 0912),0.43793333333333334,0.36993333333333334,0.5222,0.5431333333333334,0.44383333333333336,0.465,0.436275,0.5958
ST072947,0.32955,0.355225,0.45642,0.47395,0.43365,0.46465,0.5085,0.46416666666666667
Ofloxacin,0.35295,0.391125,0.4222666666666667,0.4805,0.41659999999999997,0.52955,0.45126666666666665,0.41000000000000003
