compound,azt,nib,quine,vir,similarity,meansim,nas
MLS-0258268.0001,0.3316,NA,0.4693,0.4715,-0.7627,0.4241333333333333,1
Praziquantel,0.3315,0.5865,0.643,0.6627,-0.6465,0.555925,0
BRD-K89479751,0.3313,NA,0.3909,NA,-0.6639,0.3611,2
Flunisolide,0.3312,0.4445,0.7096,0.4288,-0.5074,0.478525,0
BRD-K22080587,0.3311,NA,0.6359,NA,-0.4752,0.48350000000000004,2
Famotidine,0.3311,NA,0.4436,0.5493,-0.6134,0.44133333333333336,1
BRD-K57293132,0.3309,0.3214,0.5906,NA,-0.7456,0.4143,1
MW-SHH-54,0.3308,0.3577,NA,0.472,-0.6973,0.3868333333333333,1
Peruvoside,0.3307,NA,0.4136,0.3946,-0.6307,0.3796333333333333,1
AC1NNEG1,0.3305,NA,0.6936,NA,-0.4785,0.51205,2
SA-89705,0.3303,0.3758,0.5705,0.5832,-0.6683,0.46495000000000003,0
Broad-Sai-443,0.3302,NA,0.5384,0.5323,-0.4987,0.46696666666666664,1
SCHEMBL17497612,0.3301,NA,0.5797,0.3815,-0.476,0.43043333333333333,1
Ethotoin,0.33,0.4018,NA,NA,-0.7538,0.3659,2
BRD-K28782753,0.3299,NA,0.6486,0.3381,-0.9108,0.4388666666666667,1
Maprotiline,0.3299,0.5021,0.636,0.7901,-0.479,0.564525,0
"6-Formylindolo[3,2-b]carbazole",0.3299,0.3782,0.6382,NA,-0.6776,0.44876666666666665,1
BRD-K31695944,0.3298,NA,NA,0.4377,-0.5021,0.38375,2
MLS003429133,0.3298,NA,0.5221,0.685,-0.5022,0.5123,1
Zibotentan,0.3298,NA,0.5453,0.4231,-0.6482,0.4327333333333333,1
Tolvaptan,0.3295,0.3267,0.5592,NA,-0.4888,0.40513333333333335,1
Quercetin,0.3294,NA,0.5955,0.5865,-0.4913,0.5038,1
Amifostine,0.3294,NA,0.6181,0.6162,-0.702,0.5212333333333333,1
BRD-K96433222-001-01-3,0.3294,NA,0.6843,0.5699,-0.6006,0.5278666666666667,1
Dilazep,0.3292,0.4466,0.6418,0.8187,-0.4788,0.559075,0
JNJ-38877605,0.3291,0.339,0.7149,0.6603,-0.6156,0.510825,0
MLS001207806,0.329,0.4153,0.5069,0.481,-0.6316,0.43305,0
SA-1938820,0.3288,NA,0.5728,NA,-0.4966,0.4508,2
AGI-6780,0.3287,0.388,0.5023,0.6164,-0.6207,0.45885,0
MLS002264492,0.3287,NA,0.553,NA,-0.6256,0.44085,2
Gestrinone,0.3287,0.3413,0.6148,0.3852,-0.8218,0.4175,0
Selegiline,0.3281,NA,0.6444,0.4428,-0.7785,0.47176666666666667,1
MLS002264408,0.3281,NA,0.7135,NA,-0.4845,0.5208,2
KUC104488,0.3281,0.3447,0.657,0.4151,-0.6829,0.43622500000000003,0
BRD-K48296029,0.3279,0.3318,0.663,0.3421,-0.6227,0.4162,0
Kinetin Riboside,0.3277,0.472,0.6672,0.5422,-0.5504,0.502275,0
Buflomedil,0.3277,NA,NA,0.3804,-0.5558,0.35405,2
Esreboxetine,0.3276,0.3423,NA,NA,-0.4762,0.33494999999999997,2
Ketoprofen,0.3263,0.3638,0.7229,NA,-0.7031,0.471,1
Rifampicin,0.3262,NA,NA,0.5591,-0.6551,0.44265,2
60559-98-0,0.3261,NA,0.7275,0.429,-0.7102,0.49420000000000003,1
BRD-K75353513,0.3259,NA,NA,0.5464,-0.4941,0.43615000000000004,2
Norketamine,0.3256,NA,0.5479,NA,-0.5135,0.43675,2
BRD-K26626929,0.3251,NA,0.5003,NA,-0.6096,0.41269999999999996,2
YK 4-279,0.325,0.425,NA,0.5079,-0.6518,0.4193,1
"2-Phenylethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",0.3248,0.4972,0.7625,0.3699,-0.5123,0.4886,0
AC1MELGE,0.3247,0.344,0.5943,NA,-0.5588,0.421,1
AZD1208,0.3246,NA,0.6101,0.4093,-0.4902,0.448,1
Aclidinium Bromide,0.3245,NA,0.5834,0.7458,-0.487,0.5512333333333334,1
Bevirimat,0.3244,0.4747,NA,NA,-0.6225,0.39955,2
DM163,0.3244,NA,0.5975,0.3997,-0.718,0.44053333333333333,1
"SIN-1, Hydrochloride",0.3241,NA,0.6588,NA,-0.9132,0.49145000000000005,2
MLS001060803,0.3239,0.4099,NA,0.3739,-0.7098,0.36923333333333336,1
BRD-M32495507,0.3239,0.343,NA,NA,-0.6422,0.33345,2
CHEMBL610781,0.3239,NA,0.5509,0.5486,-0.4902,0.47446666666666665,1
AC1MF5KH,0.3236,NA,0.6515,NA,-0.7781,0.48755,2
BRD-K68765796-001-01-8,0.3236,NA,0.6498,0.4416,-0.6057,0.4716666666666667,1
PD 102807,0.3235,0.3547,0.713,0.5082,-0.8617,0.47485,0
Indole-3-carbinol,0.3234,0.3226,NA,0.6877,-0.764,0.44456666666666667,1
BMS-509744,0.3234,0.4901,0.5633,0.5256,-0.5375,0.4756,0
BRD-K13417398,0.3234,NA,0.5889,NA,-0.6404,0.45615,2
1446-61-3,0.3232,0.3712,0.5631,0.6303,-0.9199,0.47195,0
BMS-777607,0.3231,0.3761,0.6564,0.6968,-0.4943,0.5131,0
ZINC01181459,0.323,NA,0.5677,NA,-0.7749,0.44535,2
SA-96816,0.323,NA,0.6397,0.5881,-0.6372,0.5169333333333334,1
SKF 89976-A,0.3229,0.3211,0.5884,0.6615,-0.6973,0.473475,0
RHC80267,0.3228,NA,0.6634,NA,-0.612,0.4931,2
Acyclovir,0.3228,0.4103,0.6573,0.5437,-0.7471,0.483525,0
Pyrazolanthrone,0.3228,0.3439,0.6318,0.5328,-0.493,0.45782500000000004,0
BRD-K76665419,0.3228,0.3337,0.6017,NA,-0.689,0.4194,1
BRD-K28083085,0.3227,NA,0.584,NA,-0.6795,0.45335,2
AC1MCK4S,0.3224,NA,0.6694,0.4446,-0.5269,0.4788,1
Ipriflavone,0.3223,NA,0.5765,0.5443,-0.8194,0.4810333333333333,1
CHEMBL1271119,0.3217,NA,0.7253,NA,-0.6225,0.5235,2
Milrinone,0.3215,NA,0.6926,0.6487,-0.6502,0.5542666666666667,1
Ampiroxicam,0.3214,NA,0.6217,0.4791,-0.6805,0.4740666666666667,1
Riociguat,0.3213,NA,0.391,0.4261,-0.6536,0.3794666666666667,1
CHEMBL2131671,0.3213,0.34,0.561,NA,-0.5249,0.40743333333333337,1
SA-85148,0.3212,0.3228,0.67490000000000006,NA,-0.5017,0.4396333333333333,1
SA-1462678,0.3211,NA,0.605,0.4739,-0.6718,0.4666666666666667,1
Acitretin,0.321,0.3823,0.4515,0.7642,-0.5027,0.47975,0
S1RA (hydrochloride),0.321,NA,0.6215,0.6547,-0.4833,0.5324,1
Azithromycin,1,0.3907,0.3852,0.5214,-0.6301,0.574325,0
CHEMBL1222381,0.8263,0.3604,0.6739,0.5878,-0.5077,0.6121,0
Tyrphostin AG-1478,0.7776,0.5039,0.6549,0.6529,-0.4974,0.647325,0
TL_HRAS26,0.7472,0.4662,0.6517,0.6546,-0.4904,0.629925,0
Pifithrin,0.7471,0.3859,0.638,0.4808,-0.5331,0.5629500000000001,0
STK178014,0.7339,0.4112,0.6986,0.5541,-0.5001,0.59945,0
"Triazolothiadiazine, 25",0.731,0.4057,NA,0.6631,-0.6948,0.5999333333333333,1
WYE 125132,0.7281,0.4496,0.6179,0.4737,-0.4834,0.567325,0
PIK 75,0.7095,0.4189,0.6395,0.5902,-0.6026,0.589525,0
SB225002,0.7062,0.4393,0.6134,0.8236,-0.5442,0.645625,0
CAY10603,0.6898,0.4235,0.5551,0.5774,-0.5479,0.56145,0
CHEMBL3183436,0.6822,0.4197,0.651,0.5889,-0.6399,0.58545,0
Fedratinib,0.6695,0.7875,0.7355,0.7576,-0.4751,0.737525,0
STK219801,0.6695,0.4691,0.6601,0.5559,-0.4765,0.58865,0
Aminopurvalanol,0.6505,0.6523,0.6126,0.548,-0.6102,0.61585,0
SA-440832,0.6464,0.3818,0.445,0.669,-0.9645,0.53555,0
Tosedostat,0.6435,0.5368,0.7716,0.6597,-0.508,0.6529,0
Vorinostat,0.6415,0.5105,0.6943,0.6656,-0.4738,0.627975,0
CGP 60474,0.6386,0.4241,0.7533,0.5377,-0.4801,0.588425,0
Estradiol,0.6373,0.5142,0.6042,0.6672,-0.4761,0.605725,0
Veliparib,0.6359,0.4151,0.7621,0.7646,-0.4898,0.644425,0
BRD-K71104315,0.6357,NA,0.5832,NA,-0.4951,0.60945,2
IC 261,0.6328,0.41,0.643,0.5721,-0.5636,0.5644750000000001,0
Metaproterenol,0.6319,NA,0.5408,0.6034,-0.6152,0.5920333333333333,1
KU0060648,0.6308,0.5121,0.7982,0.5357,-0.48,0.6192,0
SPECTRUM_001015,0.6234,0.4473,0.7014,NA,-0.6914,0.5907,1
MLS-0315803.0001,0.6228,NA,0.6268,0.4184,-0.621,0.556,1
BRD-A25736793,0.6215,0.4134,0.6518,0.436,-0.4767,0.530675,0
HLI-373,0.6208,0.4125,0.7561,0.4856,-0.6541,0.56875,0
UNC-0321,0.6165,NA,0.5505,0.4858,-0.6358,0.5509333333333334,1
BMS-387032,0.6146,0.4551,0.6325,0.6206,-0.5224,0.5807,0
Withaferin A,0.6099,0.4429,0.7797,0.688,-0.4748,0.6301249999999999,0
NSC95397,0.6096,0.4421,0.6777,0.5167,-0.4859,0.561525,0
AC1Q6JJ5,0.6069,0.6376,0.6357,0.553,-0.6337,0.6083000000000001,0
SCHEMBL15444220,0.6062,NA,0.7978,0.387,-0.6022,0.597,1
STK009254,0.6024,0.3411,0.6762,0.3481,-0.6798,0.49195,0
Saracatinib,0.6015,0.4153,0.7596,0.7119,-0.485,0.622075,0
GSK-461364,0.5997,0.5595,0.672,0.6535,-0.4794,0.621175,0
MK-2206,0.5996,0.5466,0.758,0.8772,-0.486,0.69535,0
MLS002474519,0.5987,NA,0.6394,0.3593,-0.7131,0.5324666666666666,1
LE-135,0.5983,0.4449,0.6101,0.3721,-0.5283,0.50635,0
AO-081/15245014,0.5978,0.4064,0.6208,0.4035,-0.6089,0.507125,0
KUC111774N,0.5969,0.5116,0.77,0.5914,-0.4831,0.617475,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5956,0.4607,0.7171,0.645,-0.4739,0.6046,0
N9-Isopropylolomoucine,0.5946,0.4238,0.679,0.5476,-0.5153,0.56125,0
PDK1 Inhibitor,0.5943,0.4226,0.7301,0.502,-0.5346,0.56225,0
ML179,0.5931,NA,0.6873,0.39,-0.635,0.5568,1
"Trichostatin A, Streptomyces Sp.",0.5888,0.5224,0.74,0.7052,-0.4942,0.6391,0
Wortmannin,0.5862,0.678,0.771,0.6632,-0.4737,0.6746000000000001,0
Wortmannin,0.5862,0.678,0.771,0.6632,-0.4737,0.6746000000000001,0
GSK 1059615,0.5848,0.4716,0.8247,0.7793,-0.4964,0.6651,0
Ginsenoside RC,0.584,NA,0.5743,0.3865,-0.8078,0.5149333333333334,1
BRD-K30231186,0.5834,NA,NA,0.4974,-0.505,0.5404,2
IMD-0354,0.581,0.4774,0.654,0.6466,-0.4808,0.58975,0
Icariin,0.5808,NA,0.6146,0.4157,-0.8097,0.5370333333333334,1
Procaine,0.58,NA,NA,0.6072,-0.5244,0.5935999999999999,2
Puromycin Hydrochloride,0.5784,0.4318,NA,0.4424,-0.5785,0.4842,1
"16,16-Dimethyl prostaglandin e2",0.577,NA,0.5441,0.7405,-0.5085,0.6205333333333334,1
Orlistat,0.5752,0.3714,0.6711,0.7688,-0.7314,0.5966250000000001,0
MLS002276469,0.574,0.3937,NA,0.3542,-0.5837,0.4406333333333333,1
noscapine,0.5732,0.3242,0.6872,0.3522,-0.593,0.4842,0
Tozasertib,0.5731,0.4863,0.7129,0.7513,-0.4851,0.6309,0
sorafenib,0.5729,NA,0.6717,0.5077,-0.5444,0.5841,1
CI-1040,0.5727,0.4227,0.7379,0.7696,-0.4844,0.625725,0
Mitoxantrone,0.5716,0.5974,0.7168,0.7893,-0.4858,0.668775,0
Chloroquine,0.5708,NA,1,0.5265,-0.4991,0.6990999999999999,1
Chloroquine,0.5708,NA,1,0.5265,-0.4991,0.6990999999999999,1
CHEMBL3182405,0.5696,0.4746,0.5893,0.4443,-0.5452,0.51945,0
Dabrafenib,0.5688,0.4901,0.7948,0.7033,-0.495,0.63925,0
CHEMBL1242477,0.5677,0.4834,0.7467,0.6453,-0.5071,0.610775,0
AC1LDBAO,0.5675,0.3283,0.6527,0.4719,-0.4763,0.5051,0
PD-0325901,0.567,0.512,0.785,0.7757,-0.504,0.659925,0
3-Chloro-l-alanine,0.5664,0.4475,0.6456,0.5057,-0.6183,0.5413,0
Lomerizine,0.5652,NA,0.5445,NA,-0.5531,0.5548500000000001,2
Palbociclib,0.5642,0.6842,0.6561,0.7771,-0.5193,0.6704,0
NMS-1286937,0.5639,0.4782,0.42,0.5399,-0.5075,0.5005,0
Isoliquiritigenin,0.5634,0.4109,0.5993,0.5291,-0.4922,0.525675,0
Daunorubicin,0.5632,0.4656,0.6918,0.3952,-0.6188,0.52895,0
Sulconazole,0.561,0.4844,0.6664,0.4197,-0.4795,0.532875,0
Pracinostat,0.5595,0.4195,0.71,0.7115,-0.477,0.600125,0
12K-613S,0.5593,0.4292,0.6135,0.5533,-0.6027,0.538825,0
Alisertib,0.5592,0.4523,0.5827,0.6612,-0.5254,0.56385,0
IN1092,0.5591,NA,0.6803,0.3473,-0.6697,0.5289,1
CID-2858522,0.5587,0.3303,0.6793,0.6318,-0.6251,0.550025,0
"Triazolothiadiazine, 6",0.5577,0.4504,0.4162,0.5028,-0.5143,0.481775,0
CHEMBL2360506,0.5575,0.3531,0.6272,0.5158,-0.5012,0.5134,0
"Temsirolimus (CCI-779, NSC 683864)",0.5574,0.3709,0.5674,0.7799,-0.5057,0.5689,0
Parbendazole,0.5572,0.3969,0.6424,0.7221,-0.5377,0.57965,0
CHEMBL585951,0.5569,0.4393,0.6893,0.5629,-0.5254,0.5621,0
CHEMBL1434137,0.5569,0.4665,0.5506,0.517,-0.4777,0.52275,0
PF-562271,0.5567,0.4178,0.6507,0.5133,-0.5128,0.534625,0
SA-1921456,0.5559,0.3967,0.5373,0.356,-0.5019,0.46147499999999997,0
Dovitinib,0.5553,0.5947,0.7039,0.5715,-0.4893,0.60635,0
AG 14361,0.5543,0.502,0.6108,0.6005,-0.5071,0.5669,0
Dolastatin 10,0.5524,0.4268,0.4253,0.5335,-0.4751,0.4845,0
L-690488,0.5513,0.4262,0.7296,0.4369,-0.5016,0.536,0
AP26113,0.551,0.4611,0.6189,0.4346,-0.4867,0.5164,0
RG 108,0.5504,0.3766,0.7187,0.5151,-0.5268,0.5402,0
pyrvinium-pamoate,0.5504,0.6349,0.5709,0.862,-0.479,0.65455,0
BRD-K70697816,0.5503,NA,0.4672,0.4656,-0.6505,0.4943666666666667,1
GP 1A,0.5488,NA,0.6853,NA,-0.8414,0.61705,2
A-443654,0.5472,0.4164,0.6877,0.5833,-0.6033,0.55865,0
Everolimus,0.5441,0.373,0.6339,0.4416,-0.6892,0.49815,0
BRD-K20601561,0.544,0.4416,NA,NA,-0.6313,0.4928,2
Gefitinib,0.5438,0.4904,0.748,0.8117,-0.5386,0.648475,0
AC1OA39F,0.5433,0.4353,0.6214,0.4604,-0.5193,0.5151,0
Ischemin,0.543,NA,0.6639,0.5939,-0.6071,0.6002666666666667,1
Epirubicin HCl,0.542,0.4294,0.7731,0.4471,-0.5207,0.5479,0
Doxorubicin,0.5416,0.539,0.6223,0.5198,-0.6109,0.555675,0
CHEMBL2145183,0.5406,NA,0.6174,0.4155,-0.4894,0.5245,1
TGX 221,0.5389,0.5221,0.759,0.6665,-0.4871,0.621625,0
NCH-51,0.5388,0.4262,0.7365,0.4865,-0.6273,0.547,0
BRD-K08448573,0.5386,0.4856,0.6416,0.3871,-0.4842,0.5132249999999999,0
Mevastatin,0.5376,0.4007,0.6261,0.6328,-0.511,0.5493,0
ZSTK 474,0.5374,0.54990000000000006,0.7402,0.5369,-0.4812,0.5911,0
OTSSP167,0.5373,0.3761,0.6506,0.5001,-0.605,0.516025,0
CGS-15943,0.5373,0.5582,0.7919,0.6819,-0.4766,0.642325,0
MLS000583956,0.5365,0.615,0.569,0.5223,-0.4814,0.5607,0
Venlafaxine,0.5361,0.3579,0.4156,0.8589,-0.7112,0.542125,0
ST021200,0.5356,0.4347,0.769,0.5804,-0.5304,0.579925,0
Oxidopamine,0.5352,NA,0.6478,0.4138,-0.8546,0.5322666666666667,1
MLS003128609,0.5351,0.391,0.6013,0.4177,-0.72,0.486275,0
Dinaciclib,0.5344,0.423,0.6922,0.4528,-0.612,0.5256,0
Toremifene,0.5338,0.4348,0.6818,0.6241,-0.5059,0.568625,0
Milciclib (PHA-848125),0.5337,0.4873,0.6005,0.4536,-0.6071,0.518775,0
ST070518,0.5322,NA,0.5588,NA,-0.7828,0.5455,2
Gemcitabine,0.5312,0.6065,0.743,0.7071,-0.488,0.64695,0
PFI-1,0.531,0.4359,0.5956,0.4865,-0.522,0.51225,0
Salermide,0.5301,0.4783,0.7489,0.5536,-0.4754,0.577725,0
Salermide,0.5301,0.4783,0.7489,0.5536,-0.4754,0.577725,0
Fccp,0.528,0.5281,0.539,0.4209,-0.5132,0.504,0
WHI-P97,0.5277,0.3991,0.7498,0.4321,-0.6121,0.527175,0
Tiotidine,0.5276,NA,0.6014,NA,-0.8872,0.5645,2
MST-312,0.5276,NA,0.6053,0.5379,-0.4748,0.5569333333333333,1
Sorafenib,0.5274,0.4461,0.7287,0.6396,-0.485,0.58545,0
MG-132,0.5271,0.534,0.6546,0.5462,-0.4742,0.565475,0
AZD-5438,0.5268,0.4763,0.6411,0.5822,-0.4987,0.5566,0
PJ34,0.5265,0.3527,0.6284,0.6105,-0.544,0.529525,0
Alvocidib,0.5255,0.4039,0.7061,0.557,-0.4799,0.548125,0
Dexamethasone Acetate,0.5252,0.3677,0.641,0.5855,-0.482,0.52985,0
BRD-K95096346,0.5251,NA,NA,0.3881,-0.6541,0.4566,2
Megestrol Acetate,0.5249,0.5715,0.4798,0.4761,-0.5231,0.5130750000000001,0
AS601245,0.5244,0.4599,0.7021,0.5867,-0.4873,0.568275,0
PG 490,0.5231,0.495,0.6402,0.4617,-0.6069,0.53,0
ZM323881,0.5217,0.3397,0.6763,0.3934,-0.6236,0.482775,0
"N-(4-{[(1z)-8-Ethoxy-4,4-dimethyl-4,5-dihydro-1H-[1,2]dithiolo[3,4-c]quinolin-1-ylidene]amino}phenyl)acetamide",0.5216,0.4119,0.5251,0.3863,-0.5211,0.461225,0
Thioridazine,0.5214,0.5129,0.7726,0.5129,-0.4747,0.57995,0
CHEMBL1083527,0.5206,0.504,0.7603,0.5358,-0.475,0.580175,0
NVP-AUY922,0.5205,NA,0.759,0.525,-0.4738,0.6015,1
CHEMBL2132289,0.5203,0.3567,0.6418,0.5815,-0.5079,0.525075,0
Calcitriol,0.5198,0.5845,0.6381,0.4956,-0.6212,0.5595,0
BRD-M54407015,0.5196,NA,0.5997,NA,-0.6769,0.55965,2
Tyrphostin 51,0.5194,NA,0.6653,0.6409,-0.6546,0.6085333333333334,1
Leflunomide,0.5181,NA,0.6591,0.5255,-0.4825,0.5675666666666667,1
Mocetinostat,0.5178,0.4076,0.7337,0.6711,-0.4767,0.58255,0
Brimonidine,0.517,NA,0.6064,0.3477,-0.6682,0.4903666666666667,1
MLS000108814,0.5168,0.4854,0.5379,0.437,-0.4864,0.494275,0
MLN-0128,0.5162,0.4613,0.7039,0.3943,-0.4819,0.518925,0
Triptolide (PG490),0.5159,NA,0.7688,NA,-0.6614,0.64235,2
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.5155,0.4707,0.6931,0.6629,-0.4815,0.58555,0
Tyrphostin B46,0.5155,0.4712,0.7162,0.4813,-0.4747,0.5460499999999999,0
CHEMBL1705313,0.5153,0.4261,0.6602,0.5564,-0.6654,0.5395,0
CHEMBL1394624,0.5153,0.4195,NA,0.5218,-0.4832,0.4855333333333333,1
COT-10B,0.5152,0.4643,0.6212,0.7854,-0.5621,0.596525,0
Chaetocin,0.5144,0.3828,0.5587,0.6863,-0.617,0.53555,0
1228746-78-8,0.5143,NA,0.696,NA,-0.5905,0.60515,2
BI-2536,0.5133,0.5047,0.7128,0.7083,-0.4848,0.609775,0
Narciclasine,0.5132,0.4597,0.5969,0.6882,-0.5011,0.5645,0
IN1451,0.5127,NA,0.741,0.343,-0.6348,0.5322333333333333,1
4-Deoxyuridine,0.5126,0.4778,0.6364,0.5333,-0.614,0.540025,0
NU-7441,0.5123,0.5563,0.6466,0.4829,-0.4762,0.549525,0
HG-14-10-04,0.5121,0.4,0.7787,0.5374,-0.4762,0.55705,0
M3M3FBS,0.5121,NA,0.718,0.5505,-0.6527,0.5935333333333334,1
PI828,0.5109,0.5122,0.6049,NA,-0.6419,0.5426666666666666,1
Pioglitazone,0.5106,0.404,0.7407,0.5563,-0.7813,0.5529000000000001,0
Phloretin,0.5103,0.444,0.6546,0.5614,-0.5176,0.542575,0
SCHEMBL3958507,0.5098,0.3543,0.6839,0.7931,-0.4808,0.585275,0
SCHEMBL3958507,0.5098,0.3543,0.6839,0.7931,-0.4808,0.585275,0
BRD-K90700939,0.5094,0.3589,0.6394,NA,-0.4813,0.5025666666666666,1
Nicorandil,0.509,NA,0.638,0.4225,-0.6796,0.5231666666666667,1
CHEMBL1270912,0.5089,NA,0.6523,0.4978,-0.6229,0.553,1
CHEMBL2130935,0.5086,0.3232,NA,NA,-0.6197,0.41590000000000005,2
LY-294002,0.5082,0.5088,0.7045,0.7658,-0.482,0.6218250000000001,0
GSK-3 Inhibitor IX,0.5082,0.5391,0.6053,0.6517,-0.487,0.576075,0
CHEMBL1270312,0.5081,NA,0.5789,NA,-0.628,0.5435,2
SB-216763,0.5081,0.6392,0.648,0.7989,-0.4755,0.64855,0
Bithionol,0.5081,0.5054,0.5129,0.3742,-0.491,0.47514999999999996,0
Ivachtin,0.5079,NA,0.5514,NA,-0.6478,0.52965,2
ZG-10,0.5078,0.3871,0.6993,0.3814,-0.6351,0.4939,0
Erismodegib,0.5076,NA,0.7057,0.5059,-0.4789,0.5730666666666667,1
Rimonabant,0.5074,0.5892,0.4717,0.4884,-0.7038,0.5141749999999999,0
LY 2183240,0.5069,0.4597,0.5788,0.6579,-0.4744,0.550825,0
Idarubicin,0.5061,0.403,0.6649,0.3462,-0.5901,0.48005000000000003,0
Dalcetrapib,0.5059,NA,0.741,0.4917,-0.5129,0.5795333333333333,1
MLS003153125,0.5055,NA,0.656,NA,-0.6436,0.58075,2
Alpelisib,0.5046,0.4427,0.7413,0.4472,-0.6206,0.53395,0
MLN 2238,0.5043,0.5507,0.7099,0.661,-0.4887,0.606475,0
Lanacordin,0.5038,0.3732,0.5394,0.4809,-0.6322,0.474325,0
Mestranol,0.5038,NA,0.6109,0.3892,-0.6026,0.5013,1
ASN 05257430,0.5038,NA,0.758,0.5695,-0.6498,0.6104333333333334,1
Liothyronine,0.5036,NA,0.5827,0.3598,-0.6136,0.48203333333333337,1
CHEMBL179288,0.5034,0.4226,0.69,0.5018,-0.4921,0.52945,0
CHEMBL399379,0.5031,0.598,0.768,0.7105,-0.4756,0.6449,0
Midostaurin,0.5028,0.3954,0.7119,0.4122,-0.4849,0.505575,0
MLN-8054,0.5027,0.5393,0.7493,0.7413,-0.4907,0.63315,0
362-74-3,0.5026,NA,0.5868,0.8577,-0.6561,0.6490333333333334,1
Digitoxigenin,0.5024,NA,0.6157,0.4134,-0.6144,0.5105,1
Fluoropyruvate,0.5021,NA,0.632,0.4374,-0.7074,0.5238333333333334,1
MLS002607743,0.5014,NA,0.6959,NA,-0.4802,0.5986499999999999,2
CHEMBL2140791,0.5011,NA,NA,0.4104,-0.4949,0.45575,2
Halofantrine,0.5008,0.3953,0.6082,0.3615,-0.6385,0.46645,0
Regorafenib,0.4991,0.4268,0.6565,0.5414,-0.5167,0.53095,0
Trimidox,0.4988,NA,0.6696,0.4504,-0.6035,0.5396,1
Niclosamide,0.498,0.5572,0.6943,0.7633,-0.4755,0.6282,0
Estriol,0.4977,NA,0.6717,0.5696,-0.6465,0.5796666666666667,1
CHIR-265,0.4972,0.4736,0.6783,0.5599,-0.5357,0.55225,0
Fenbendazole,0.4967,0.4918,0.4841,0.5639,-0.5506,0.5091249999999999,0
AC1OCDAW,0.4967,0.4568,0.671,0.3954,-0.5089,0.504975,0
Meisoindigo,0.4967,0.3968,0.6053,0.5171,-0.6306,0.503975,0
BSPBIO_001592,0.4966,0.3535,0.7394,0.5958,-0.504,0.546325,0
Apatinib Hydrochloride,0.4966,0.5127,0.5785,0.6737,-0.5039,0.565375,0
CHEMBL2132717,0.4961,0.4179,0.7215,0.61,-0.5054,0.561375,0
PNU-74654,0.4961,0.3852,0.6503,0.6826,-0.4885,0.55355,0
BRD-A24396574-001-01-5,0.4958,0.5004,0.7015,0.5534,-0.4877,0.562775,0
BRD-K04534322,0.4957,0.4143,0.5943,0.3831,-0.5697,0.47185,0
Olmesartan Medoxomil,0.4956,0.4088,0.634,0.5081,-0.5075,0.511625,0
BRD-K41335306,0.4956,0.3924,0.6645,NA,-0.6723,0.5175,1
MLS001033149,0.4955,0.6293,0.5416,0.5371,-0.4801,0.550875,0
"SB 203580, SULFONE",0.4951,0.3493,0.6478,0.3875,-0.6764,0.46992500000000004,0
AZD-1775,0.4949,0.5548,0.6979,0.8788,-0.4793,0.6566,0
CHEMBL3188581,0.4948,0.4311,NA,0.7346,-0.5327,0.5535,1
T5578409,0.4945,0.4919,0.5686,0.5513,-0.4748,0.526575,0
COL-3,0.4943,0.6068,0.6927,0.6804,-0.6287,0.61855,0
Aurora A Inhibitor I,0.4939,0.5516,0.6584,0.5702,-0.4791,0.568525,0
BRD-K95391106-001-01-5,0.4939,NA,0.5846,NA,-0.7496,0.53925,2
BRD-K25990552,0.4935,NA,0.5524,NA,-0.5724,0.52295,2
CHEMBL2130683,0.493,0.3879,0.3926,0.4238,-0.6176,0.424325,0
CHEMBL2355034,0.4927,0.4429,0.6274,0.4226,-0.5072,0.4964,0
CHEMBL416418,0.4924,0.4737,0.5664,0.4992,-0.4946,0.507925,0
ST50206508,0.4923,NA,0.5789,NA,-0.6316,0.5356,2
Cobimetinib,0.4923,0.3823,0.6733,0.4818,-0.6168,0.507425,0
HEMICHOLINIUM-3,0.4918,NA,0.5976,0.4947,-0.5767,0.5280333333333334,1
Altrenogest,0.4912,0.544,0.7064,0.5056,-0.6337,0.5618000000000001,0
Palomid 529 (P529),0.4903,0.4856,NA,0.497,-0.5303,0.49096666666666666,1
Epirubicin,0.4902,0.5674,0.6625,0.4147,-0.5772,0.5337000000000001,0
BDBM82056,0.49,NA,0.5561,0.346,-0.4845,0.46403333333333335,1
Clozapine,0.4891,0.7479,0.566,0.6255,-0.5877,0.6071249999999999,0
"2-(4-Chlorophenyl)-6-(methylthio)-4-oxo-3,4-dihydro-2H-1,3-thiazine-5-carbonitrile",0.489,NA,0.3887,0.4321,-0.6082,0.4366,1
MLS002264437,0.4889,0.3862,0.6385,NA,-0.5802,0.5045333333333333,1
Clotrimazole,0.4888,0.4015,0.5722,0.4348,-0.4783,0.474325,0
Alvimopan (monohydrate),0.4888,NA,0.7447,0.6405,-0.5285,0.6246666666666667,1
Tacedinaline,0.4885,0.5319,0.879,0.7033,-0.5424,0.650675,0
AMG-9810,0.4884,0.3603,0.5783,0.4631,-0.5356,0.47252500000000003,0
