compound,nib,quine,vir,similarity,meansim,nas
AC1N0EYN,0.3722,0.381,NA,-0.3381,0.3766,1
Mycophenolic acid,0.372,0.5232,0.4059,-0.3553,0.4337,0
Mometasone Furoate,0.3715,0.3996,NA,-0.3705,0.38555,1
Amuvatinib,0.3714,0.6907,0.5714,-0.3301,0.5445,0
CHEMDIV3_005068,0.3709,0.3268,NA,-0.3333,0.34885,1
AZD-1775,0.3708,0.6453,0.5191,-0.3213,0.5117333333333334,0
Capsazepine,0.3688,0.5246,NA,-0.3398,0.4467,1
TAK-285,0.368,0.5153,0.3919,-0.3728,0.42506666666666665,0
Etizolam,0.3673,0.4384,0.3257,-0.3697,0.3771333333333333,0
CHEMBL2355935,0.3672,0.5078,NA,-0.3312,0.4375,1
CEP-37440,0.3666,0.3693,NA,-0.3287,0.36795,1
Nicergoline,0.3663,0.4908,0.4294,-0.49,0.42883333333333334,0
CHEMBL2360586,0.3661,0.4581,NA,-0.3576,0.4121,1
Kolestevan,0.3658,0.4514,NA,-0.3416,0.4086,1
BIO2_000029,0.3657,0.5979,0.4038,-0.3961,0.4558,0
Pralatrexate,0.3656,0.3665,0.3646,-0.3255,0.36556666666666665,0
MLS001060803,0.3648,NA,0.3942,-0.3878,0.3795,1
MLS000106215,0.3642,0.4685,0.3816,-0.443,0.40476666666666666,0
CHEMBL2361021,0.3639,0.6269,NA,-0.4129,0.4954,1
BRD-K85123403,0.3628,NA,0.3247,-0.4131,0.34375,1
PD153035 (Hydrochloride),0.3625,0.5301,0.323,-0.3718,0.4052,0
MW-SHH-61,0.3616,0.545,NA,-0.4213,0.45330000000000004,1
BRD-K23582869-001-01-3,0.3612,0.5021,0.3807,-0.3469,0.4146666666666667,0
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.3611,0.3637,NA,-0.3292,0.3624,1
2-Fluoroadenosine,0.3604,0.3866,NA,-0.3251,0.3735,1
PF-4136309,0.3596,0.6519,0.6077,-0.3816,0.5397333333333334,0
BRD-K21709199-001-01-5,0.3595,0.6094,NA,-0.5136,0.48445000000000005,1
Ursolic acid,0.3595,0.3757,0.4801,-0.4242,0.4051,0
BMS-536924,0.3591,0.7482,0.5055,-0.3392,0.5376,0
GAP-134 (Hydrochloride),0.3588,0.6005,NA,-0.5079,0.47965,1
GR 159897,0.3586,0.3603,NA,-0.3301,0.35945,1
CHEMBL2333339,0.3586,0.3708,NA,-0.4921,0.3647,1
BAS 04938498,0.3584,NA,0.4013,-0.3941,0.37985,1
Reserpine,0.3583,0.6292,0.4072,-0.4123,0.4649,0
Flumatinib (mesylate),0.3575,0.3616,NA,-0.4213,0.35955,1
Levomethorphan,0.3568,0.5571,0.4423,-0.4457,0.45206666666666667,0
Isorotenone,0.3568,0.4225,0.3412,-0.4169,0.3735,0
Bicalutamide,0.3567,0.7871,0.43120000000000003,-0.4873,0.525,0
OSI-930,0.3559,0.4344,0.3993,-0.4124,0.39653333333333335,0
N-Desmethylclozapine,0.3558,0.4507,NA,-0.4935,0.40325,1
Necrostatin,0.3553,0.697,0.5169,-0.383,0.5230666666666667,0
BRD-K72505034,0.3552,0.3993,0.3414,-0.5044,0.3653,0
"L-755,507",0.3552,NA,0.4919,-0.4703,0.42355,1
BMS 191011,0.3548,0.4035,0.4039,-0.4414,0.3874,0
Amodiaquine,0.3542,0.6541,0.3896,-0.4182,0.4659666666666667,0
KUC104545N,0.354,0.3677,NA,-0.444,0.36085,1
Cobicistat (GS-9350),0.3532,0.3921,NA,-0.5243,0.37265000000000004,1
6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,0.3532,0.4794,NA,-0.3305,0.4163,1
OSI-906 (Linsitinib),0.3531,0.4032,0.3359,-0.3247,0.36406666666666665,0
BRD-K94544211,0.3527,0.5439,NA,-0.4114,0.44830000000000003,1
SA-1458902,0.3523,NA,0.4249,-0.4314,0.3886,1
12K-612S,0.3511,0.3828,0.3305,-0.4591,0.3548,0
Mosapride,0.3505,0.4978,0.4803,-0.3339,0.4428666666666667,0
NSC95397,0.3501,0.577,0.494,-0.3795,0.4737,0
"Temsirolimus (CCI-779, NSC 683864)",0.3496,0.475,0.3924,-0.4295,0.4056666666666667,0
BRD-K93158953,0.3495,0.3661,NA,-0.4005,0.3578,1
Clozapine,0.3492,0.4604,NA,-0.5295,0.4048,1
SCHEMBL16226502,0.3484,0.6845,0.4245,-0.3362,0.4858,0
NSC409663,0.3478,0.3932,NA,-0.4758,0.3705,1
MLS002607797,0.3476,NA,0.4239,-0.3288,0.38575000000000004,1
Roquinimex,0.3471,0.6532,NA,-0.3796,0.50015,1
Lisinopril,0.3465,0.5502,NA,-0.4287,0.44835,1
MLS002699429,0.3459,0.409,0.4499,-0.4374,0.4016,0
Nicotine,0.3459,0.657,NA,-0.4204,0.50145,1
TAK-733,0.3458,0.6465,NA,-0.4387,0.49615,1
Sufentanil,0.345,0.5323,0.3915,-0.4144,0.42293333333333333,0
Tanespimycin,0.3447,0.8346,NA,-0.4308,0.58965,1
MLS003130365,0.3446,0.4652,NA,-0.5123,0.40490000000000004,1
Cimetidine,0.3446,0.6919,0.4369,-0.3363,0.4911333333333333,0
Cyclobenzaprine,0.3446,0.565,0.3703,-0.4275,0.4266333333333333,0
MLS000709026,0.3445,0.5726,0.7863,-0.3333,0.5678,0
KN93,0.3444,0.3885,NA,-0.3262,0.36645,1
AZD8931 (Sapitinib),0.3436,0.5858,0.5413,-0.4213,0.49023333333333335,0
AZD7545,0.343,0.5295,0.4605,-0.3389,0.44433333333333336,0
CHEMBL599255,0.3424,0.3479,0.359,-0.339,0.34976666666666667,0
Falnidamol,0.3422,0.6209,NA,-0.3577,0.48155000000000003,1
SNX-2112 (PF-04928473),0.3419,0.6217,NA,-0.331,0.4818,1
BRD-K17530818,0.3414,0.5514,NA,-0.326,0.4464,1
Alisertib,0.3412,0.5997,NA,-0.3256,0.47045000000000003,1
Lidoflazine,0.3409,0.5638,0.4406,-0.3449,0.4484333333333333,0
Conivaptan HCl,0.3407,0.4052,NA,-0.487,0.37295,1
Dicloxacillin,0.3406,0.4211,NA,-0.3368,0.38085,1
AT13387,0.3403,0.5508,0.5055,-0.3265,0.4655333333333333,0
SCHEMBL16980379,0.3401,0.5428,NA,-0.336,0.44145,1
CEPHARANTHINE,0.34,0.5873,NA,-0.4555,0.46365,1
Bosentan,0.3389,0.5138,0.4132,-0.3547,0.42196666666666666,0
FK888,0.3385,0.7753,0.3946,-0.5201,0.5028,0
CHEMBL1619263,0.3384,0.3382,0.4008,-0.5381,0.3591333333333333,0
"3,4-Dimethoxyphenethylamine",0.3384,0.3855,0.3293,-0.5755,0.35106666666666664,0
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.3381,0.5498,NA,-0.3315,0.44394999999999996,1
ASN 04482680,0.3377,0.3336,0.3401,-0.4355,0.33713333333333334,0
Ticagrelor,0.3376,0.3683,NA,-0.4257,0.35295,1
MLS000394288,0.3374,0.3578,NA,-0.3833,0.3476,1
SCHEMBL15556278,0.3372,0.5429,0.4661,-0.4237,0.4487333333333334,0
SB239063,0.337,0.5675,0.3978,-0.3222,0.4341,0
LE-135,0.3367,0.6462,0.4732,-0.3354,0.48536666666666667,0
Dipivefrin,0.3363,0.3929,NA,-0.3744,0.36460000000000004,1
MLS002703105,0.3356,0.341,NA,-0.4199,0.33830000000000005,1
PF477736,0.3356,0.6185,0.4365,-0.3389,0.46353333333333335,0
Ganetespib (STA-9090),0.3355,0.6682,NA,-0.4539,0.50185,1
Metaproterenol,0.3353,0.3549,0.3906,-0.3299,0.3602666666666667,0
BRD-K72539944,0.3348,0.4034,0.337,-0.4234,0.3584,0
Altrenogest,0.3341,0.3519,0.4318,-0.3927,0.3726,0
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.334,0.474,0.3695,-0.3476,0.3925,0
XL888,0.334,0.5709,NA,-0.3368,0.45245,1
MLS000534605,0.3332,0.5497,0.3971,-0.4001,0.42666666666666664,0
FGIN1-27,0.333,0.6605,0.4671,-0.3835,0.48686666666666667,0
IN1054,0.3324,0.3814,0.3575,-0.5091,0.3571,0
Lavendustin C,0.3323,NA,0.3378,-0.7575,0.33504999999999996,1
HG-5-88-01,0.3321,0.3539,NA,-0.3347,0.34299999999999997,1
LGX818,0.3316,0.4007,NA,-0.3219,0.36615,1
FTI276,0.3312,0.6365,0.3293,-0.4355,0.4323333333333333,0
BRD-K11533227,0.3308,0.4219,0.4423,-0.3414,0.3983333333333333,0
"ICI 182,780",0.3305,0.3856,NA,-0.3376,0.35805,1
Mevastatin,0.3303,0.5336,0.3913,-0.405,0.4184,0
Baicalin,0.3299,0.5276,NA,-0.4871,0.42874999999999996,1
AC1LDJYQ,0.3295,0.3268,0.3653,-0.3258,0.34053333333333335,0
"Ethyl 2-amino-1-cyclohexyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylate",0.3291,0.5931,NA,-0.4886,0.46109999999999995,1
CTS-1027,0.3285,0.5062,NA,-0.7749,0.41735,1
Liranaftate,0.3282,0.6494,0.3776,-0.3655,0.4517333333333333,0
ICI 162846,0.3279,0.3406,0.3356,-0.4931,0.3347,0
Thiotepa,0.3279,0.3592,0.3933,-0.4178,0.36013333333333336,0
Ixabepilone,0.3272,0.3319,NA,-0.3909,0.32955,1
BRD-K83155387,0.3272,0.3978,0.4388,-0.4697,0.38793333333333335,0
Sumatriptan,0.3261,0.4549,0.5353,-0.4019,0.4387666666666667,0
Fluticasone Propionate,0.3255,0.5469,0.3451,-0.4154,0.4058333333333334,0
Tandutinib,0.3254,0.5165,0.5796,-0.4956,0.47383333333333333,0
Budesonide,0.3252,0.491,0.4241,-0.5277,0.4134333333333333,0
Triptolide (PG490),0.3251,0.3434,NA,-0.4178,0.33425,1
Quinoclamine,0.3249,0.3834,NA,-0.3429,0.35415,1
BW-B-70C,0.3243,NA,0.379,-0.3877,0.35165,1
SMR000178575,0.324,0.4765,0.4956,-0.5218,0.4320333333333333,0
Lintitript,0.3238,0.4481,0.4961,-0.3544,0.42266666666666663,0
Triclosan,0.3236,0.6564,NA,-0.3336,0.49,1
Rilpivirine,0.3229,0.5143,0.4198,-0.3743,0.419,0
Trazodone,0.3226,0.48,0.5989,-0.6018,0.4671666666666667,0
BRD-K74711637,0.3224,0.3452,NA,-0.4517,0.3338,1
Clopenthixol,0.3222,0.3578,NA,-0.425,0.33999999999999997,1
TAK-242,0.3221,0.3545,0.3333,-0.4406,0.33663333333333334,0
Enclomiphene,0.3219,0.4904,0.4337,-0.3229,0.41533333333333333,0
Tolazamide,0.3216,0.4924,0.5365,-0.4249,0.45016666666666666,0
SSR 69071,0.3215,0.362,0.4549,-0.3438,0.3794666666666667,0
10-DEBC,0.6752,0.536,0.3556,-0.4703,0.5222666666666667,0
MLS002460474,0.6674,0.5134,0.376,-0.496,0.5189333333333334,0
761437-28-9,0.6493,0.4439,0.4009,-0.3365,0.49803333333333333,0
Veliparib,0.6402,0.6524,0.5487,-0.3511,0.6137666666666667,0
GW 405833,0.6313,0.4989,NA,-0.3393,0.5650999999999999,1
Olaparib,0.6305,0.5087,0.4468,-0.3217,0.5286666666666666,0
PF-03758309,0.629,0.3684,0.3974,-0.3211,0.4649333333333333,0
Scriptaid,0.6203,0.4621,NA,-0.3448,0.5412,1
CHEMBL3347630,0.62,0.5728,0.3997,-0.363,0.5308333333333333,0
Acitretin,0.6186,0.4108,0.4194,-0.4965,0.4829333333333333,0
Aloisine A,0.6156,0.4234,0.4366,-0.3619,0.4918666666666667,0
BGT-226,0.6144,0.331,0.3653,-0.3233,0.4369,0
BMS-509744,0.6143,0.5213,0.3481,-0.3431,0.49456666666666665,0
Tyrphostin AG-112,0.613,0.4622,0.457,-0.508,0.5107333333333334,0
Brefeldin A,0.6102,0.5218,0.5443,-0.3444,0.5587666666666666,0
PNU-74654,0.6033,0.6755,0.3654,-0.3259,0.5480666666666667,0
GSK-461364,0.5978,0.7089,0.4833,-0.3321,0.5966666666666667,0
SGI-1776,0.5974,0.5009,0.3945,-0.3485,0.49760000000000004,0
SMR000075319,0.5957,NA,0.4632,-0.417,0.52945,1
Mitoxantrone,0.5936,0.7382,0.4291,-0.3257,0.5869666666666666,0
114798-26-4,0.5933,0.4244,0.4011,-0.516,0.47293333333333337,0
GSK 1059615,0.5898,0.7864,0.5654,-0.3224,0.6472,0
Puromycin,0.5896,0.5349,0.3489,-0.3821,0.49113333333333337,0
BIO2_000413,0.5864,0.3638,NA,-0.513,0.4751,1
AC1LWZG4,0.5842,0.3596,0.398,-0.3411,0.4472666666666667,0
Troglitazone,0.5819,0.6898,0.5267,-0.324,0.5994666666666666,0
Trichostatin,0.5819,0.5348,0.3238,-0.3338,0.4801666666666667,0
TPCA-1,0.5813,0.5115,0.5295,-0.322,0.5407666666666666,0
Alvocidib,0.5787,0.6617,0.4701,-0.3251,0.5701666666666667,0
Fluphenazine,0.5786,0.7088,0.3887,-0.3658,0.5587,0
Dexamethasone,0.578,0.406,0.3989,-0.5248,0.46096666666666664,0
Selumetinib,0.5775,0.7421,0.5164,-0.329,0.612,0
Tretinoin,0.577,0.7377,0.4602,-0.3659,0.5916333333333333,0
Resminostat,0.576,0.484,NA,-0.4446,0.53,1
MLN 2238,0.5752,0.5835,0.4862,-0.3224,0.5483,0
LY-294002,0.5746,0.4493,0.735,-0.3237,0.5863,0
THZ-2-98-01,0.5692,0.5768,0.539,-0.3266,0.5616666666666666,0
Entinostat,0.5688,0.5456,0.669,-0.3221,0.5944666666666667,0
ZINC77024257,0.5685,0.525,0.4244,-0.3241,0.5059666666666667,0
atorvastatin,0.5677,0.4862,0.3667,-0.4674,0.47353333333333336,0
CAY10603,0.5666,0.4326,0.4471,-0.3779,0.4821,0
LDN 193189,0.5589,0.6086,0.4596,-0.373,0.5423666666666667,0
RVX-208,0.5581,0.569,NA,-0.4704,0.56355,1
Apatinib Hydrochloride,0.5527,0.4258,NA,-0.3252,0.48924999999999996,1
179324-69-7,0.5523,0.5689,0.3897,-0.321,0.5036333333333334,0
A-443654,0.5519,0.5608,0.3923,-0.355,0.5016666666666666,0
ZINC02419385,0.5519,0.4489,0.3471,-0.3474,0.4493,0
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.5518,0.564,NA,-0.3406,0.5579,1
SCHEMBL14379041,0.5508,0.5397,0.3566,-0.3225,0.4823666666666666,0
CGP 60474,0.5505,0.5276,0.4396,-0.3245,0.5059,0
"HDACi1,2+3_mix",0.5501,NA,0.3572,-0.3265,0.45365,1
MLS001116189,0.5489,0.3576,0.3377,-0.4252,0.41473333333333334,0
BRD-K74133369-001-01-8,0.5449,0.5195,NA,-0.3307,0.5322,1
Kenpaullone,0.5441,0.3496,0.4701,-0.3429,0.4546,0
MLS001116217,0.5428,0.4569,0.3659,-0.3387,0.4552,0
2-Methoxyestradiol,0.5426,0.4372,NA,-0.4262,0.4899,1
Latrunculin B,0.5418,0.5988,NA,-0.3239,0.5703,1
Erlotinib,0.5412,0.568,0.3895,-0.3339,0.49956666666666666,0
Manumycin-A,0.5394,0.6493,0.5007,-0.4379,0.5631333333333334,0
AMSACRINE,0.5386,0.4756,0.3558,-0.3233,0.45666666666666667,0
MLS002264458,0.5386,0.4372,NA,-0.3375,0.4879,1
AG 14361,0.5375,0.4528,0.5135,-0.3321,0.5012666666666666,0
Sirolimus,0.5375,0.8209,0.5091,-0.3234,0.6224999999999999,0
5-Nitroso-8-cinnolinol,0.5371,0.3918,0.4457,-0.3398,0.4582,0
BSPBIO_000981,0.5356,0.4964,0.3576,-0.335,0.4632,0
Withaferin A,0.5352,0.708,0.4775,-0.3218,0.5735666666666667,0
Piplartine,0.534,0.4965,0.3387,-0.4469,0.45640000000000003,0
CBIOL_001848,0.5329,0.3297,0.4109,-0.5858,0.4245,0
Sepantronium,0.5328,0.4245,0.4759,-0.3407,0.47773333333333334,0
Indomethacin,0.5315,0.5196,0.351,-0.4289,0.46736666666666665,0
Tivantinib,0.5314,0.4451,0.3931,-0.3369,0.45653333333333335,0
Gliquidone,0.529,0.3758,0.4147,-0.5377,0.43983333333333335,0
Sphingosine,0.5281,0.3529,0.3861,-0.3499,0.42236666666666667,0
MG-132,0.5273,0.6186,0.4459,-0.3211,0.5306,0
BS-181,0.5264,0.5992,0.3979,-0.3256,0.5078333333333334,0
4LY1,0.5264,0.3732,0.4679,-0.3671,0.4558333333333333,0
SA-1939007,0.5257,NA,0.3477,-0.3632,0.4367,1
KO143,0.5257,0.7743,0.3556,-0.3349,0.5518666666666666,0
Dexamethasone Acetate,0.5255,0.5353,0.5994,-0.3518,0.5534,0
Anisomycin,0.5252,NA,0.3248,-0.4457,0.425,1
CHEMBL1868923,0.5252,0.6102,NA,-0.3817,0.5677,1
ZM336372,0.5251,0.5232,0.4028,-0.3523,0.4837,0
CHEMBL2359459,0.5236,0.3717,0.328,-0.422,0.40776666666666667,0
2-(Allylamino)-3-chloronaphthoquinone,0.5236,NA,0.4946,-0.4927,0.5091,1
vincristine,0.5236,0.4976,NA,-0.4854,0.5105999999999999,1
Toremifene,0.5225,0.5566,0.4013,-0.4399,0.49346666666666666,0
AEE788 (NVP-AEE788),0.5224,0.4006,NA,-0.3217,0.4615,1
Avicin-G,0.5221,0.5504,0.5621,-0.3234,0.5448666666666667,0
Trimethoprim,0.5202,0.6,NA,-0.4866,0.5601,1
Cerulenin,0.5199,0.7568,NA,-0.342,0.63835,1
LY 303511,0.5199,0.4638,NA,-0.3463,0.49185,1
AZD-8330,0.5198,0.631,0.5594,-0.322,0.5700666666666667,0
Dorsomorphin,0.5197,0.384,0.4906,-0.3367,0.46476666666666666,0
Eseroline,0.5194,0.3268,NA,-0.3266,0.4231,1
TORIN-2,0.518,0.5232,0.3877,-0.3257,0.4763,0
PHA-767491,0.5176,0.6912,0.3949,-0.3553,0.5345666666666666,0
BRD-K75023015,0.5175,0.4379,0.3224,-0.4243,0.42593333333333333,0
Phloretin,0.5172,0.3815,0.5024,-0.3248,0.4670333333333333,0
4L7B,0.517,0.6514,0.383,-0.321,0.5171333333333333,0
Semaxanib,0.5158,0.5703,0.5419,-0.5034,0.5426666666666667,0
Quizartinib,0.5152,0.7311,0.5534,-0.4031,0.5999,0
Quisinostat,0.5147,0.3295,0.3332,-0.3321,0.3924666666666667,0
Arachidonyl Trifluoromethylketone,0.5134,0.4647,0.5872,-0.3312,0.5217666666666667,0
Aminopurvalanol,0.5132,0.5451,0.428,-0.3481,0.49543333333333334,0
Droxinostat,0.5111,0.3893,0.3594,-0.3306,0.4199333333333333,0
Pioglitazone,0.5106,0.6085,0.401,-0.4135,0.5067,0
Neratinib,0.5098,0.6587,0.3744,-0.3294,0.5143,0
848193-68-0,0.5098,0.6684,0.4773,-0.4111,0.5518333333333334,0
etoposide,0.5096,0.4066,0.3769,-0.3226,0.4310333333333334,0
SB-203580,0.5093,0.5753,0.5226,-0.3594,0.5357333333333333,0
Tioconazole,0.5078,0.3483,NA,-0.6167,0.42805000000000004,1
IC 261,0.5078,0.3933,0.3955,-0.4408,0.43220000000000003,0
Trametinib,0.5075,0.5741,0.5263,-0.3293,0.5359666666666667,0
Epigalocatechin Gallate,0.5064,0.6612,0.4483,-0.4215,0.5386333333333333,0
MLN-0128,0.5064,0.4573,0.4527,-0.326,0.4721333333333333,0
AS-605240,0.5063,0.7909,0.3937,-0.3467,0.5636333333333333,0
GSK-3 Inhibitor II,0.5043,0.6096,0.4546,-0.3958,0.5228333333333334,0
SCHEMBL16892136,0.5042,0.5272,0.3322,-0.3261,0.45453333333333334,0
BRD-K10436544,0.5032,0.4276,0.4223,-0.4746,0.45103333333333334,0
IN1451,0.5023,0.3721,NA,-0.6191,0.4372,1
Vemurafenib,0.5019,0.6299,0.4516,-0.3256,0.5278,0
15D-PGJ2,0.5015,0.3702,NA,-0.3524,0.43584999999999996,1
STO609,0.5006,NA,0.397,-0.4335,0.44880000000000003,1
PSI-7977,0.5005,0.5558,NA,-0.4551,0.5281499999999999,1
SA-1921599,0.5002,0.3798,NA,-0.5017,0.44,1
ST078797,0.5,0.4861,0.4217,-0.4208,0.46926666666666667,0
MLN9708,0.4989,0.3741,0.408,-0.3294,0.427,0
CGS 20625,0.4989,0.4289,NA,-0.3507,0.4639,1
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.4985,0.444,0.4079,-0.3698,0.45013333333333333,0
UNII-MET7ZRB8Y7,0.4984,0.3628,0.3498,-0.396,0.4036666666666667,0
STK249718,0.4984,NA,0.3343,-0.3553,0.41635,1
BRD-K98004941,0.4977,0.3691,0.4619,-0.4571,0.44289999999999996,0
Daunorubicin,0.4976,0.364,0.3313,-0.3566,0.39763333333333334,0
PHA-793887,0.497,0.4685,0.4767,-0.3216,0.48073333333333335,0
SCHEMBL6874948,0.4969,0.5286,0.4514,-0.3336,0.4923,0
Indolophenanthridine,0.4967,NA,0.3633,-0.3346,0.43,1
Megestrol Acetate,0.4947,0.3731,NA,-0.4004,0.43389999999999995,1
Cytochalasin B,0.4941,0.4845,0.4887,-0.3336,0.4891,0
PD-0325901,0.4939,0.688,0.5085,-0.3216,0.5634666666666667,0
WHI-P97,0.4938,0.6776,0.361,-0.3709,0.5108,0
BMS-299897,0.4935,0.6867,0.3603,-0.3479,0.5135,0
PRL-3InhibitorI,0.4929,0.5359,0.4319,-0.5627,0.4869,0
BRD-K96396151,0.4928,NA,0.3735,-0.3335,0.43315000000000003,1
Broad-Sai-045,0.4925,0.6164,0.4044,-0.326,0.5044333333333333,0
Puromycin Hydrochloride,0.492,0.5001,0.5907,-0.3399,0.5276,0
Cymarin,0.4916,0.3931,0.3404,-0.4132,0.40836666666666666,0
(+)-SK&F 10047 hydrochloride,0.4914,0.7106,0.4485,-0.6007,0.5501666666666667,0
NUTLIN 3,0.4912,0.5971,0.3869,-0.4578,0.49173333333333336,0
Gefitinib,0.491,0.7086,0.4889,-0.331,0.5628333333333333,0
GSK J4,0.4905,0.4212,0.4,-0.3363,0.43723333333333336,0
Irinotecan,0.4902,0.3771,0.4815,-0.3518,0.4496,0
Enzastaurin,0.49,0.5987,0.5217,-0.4511,0.5368,0
Tacedinaline,0.4897,0.5579,0.4251,-0.3383,0.4909,0
XAV 939,0.4891,0.542,0.3707,-0.3278,0.46726666666666666,0
Broad-Sai-443,0.489,0.4189,0.4695,-0.3604,0.45913333333333334,0
Thiostrepton,0.4883,0.4046,NA,-0.3479,0.44645,1
GSK429286A,0.4877,0.6453,0.4648,-0.3718,0.5326,0
MLS-0208612.0001,0.4876,NA,0.5478,-0.4103,0.5176999999999999,1
MLS002703104,0.487,NA,0.4042,-0.3635,0.4456,1
Mocetinostat,0.487,0.3919,0.3311,-0.3375,0.4033333333333333,0
Telmisartan,0.4868,0.4798,0.4755,-0.4149,0.4807,0
CHEMBL585951,0.486,0.5475,0.4961,-0.418,0.5098666666666667,0
Glipizide,0.4854,0.4423,0.4232,-0.4136,0.45030000000000003,0
Oprozomib (ONX 0912),0.4853,0.4633,0.3829,-0.3507,0.44383333333333336,0
"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",0.4853,0.4407,0.483,-0.3289,0.4696666666666667,0
MLS000583957,0.485,0.4639,0.3338,-0.3253,0.42756666666666665,0
Ttnpb,0.4849,0.3525,0.3766,-0.4159,0.4046666666666667,0
Zatebradine,0.4838,0.4109,NA,-0.3234,0.44735,1
N9-Isopropylolomoucine,0.4837,0.4152,0.3889,-0.3379,0.4292666666666667,0
Progesterone,0.4837,NA,0.3653,-0.3425,0.4245,1
SCHEMBL12187882,0.4835,0.5242,0.4352,-0.3216,0.48096666666666665,0
Metronidazole,0.4819,0.4059,0.3277,-0.4252,0.4051666666666667,0
ML162,0.4815,0.4511,0.5612,-0.3575,0.49793333333333334,0
Sunitinib,0.4814,0.6753,0.587,-0.3336,0.5812333333333333,0
Seliciclib,0.4809,0.5772,0.5848,-0.3211,0.5476333333333333,0
Sorafenib,0.4795,0.5491,0.4689,-0.3216,0.49916666666666665,0
AC1Q6JJ5,0.4793,0.5769,0.4549,-0.3245,0.5037,0
Avicin-D,0.4792,0.4173,0.4096,-0.3245,0.4353666666666667,0
Rosiglitazone,0.4792,0.5748,0.6181,-0.3222,0.5573666666666667,0
Tonabersat,0.4786,0.9022,0.4224,-0.4633,0.6010666666666666,0
Pentobarbital,0.4783,0.407,NA,-0.3382,0.44265,1
BSPBIO_001592,0.4774,0.462,NA,-0.5104,0.4697,1
CHEMBL2131973,0.4773,0.4247,NA,-0.3534,0.451,1
O-Demethylated Adapalene,0.4761,0.4075,0.4517,-0.3314,0.4451,0
COL-3,0.476,0.4349,0.4295,-0.3225,0.4468,0
CHEMBL2333346,0.4752,0.4853,0.4101,-0.431,0.4568666666666667,0
Momelotinib,0.4752,0.717,0.5892,-0.3284,0.5938,0
Devazepide,0.4751,0.3378,0.4109,-0.3704,0.4079333333333333,0
Azacitidine,0.475,0.6884,0.4289,-0.3218,0.5307666666666666,0
Elesclomol,0.4742,0.5666,0.4977,-0.5984,0.5128333333333334,0
CHEMBL1242477,0.4739,0.6161,0.4059,-0.3307,0.4986333333333333,0
SU-11652,0.4736,0.5472,0.3346,-0.3253,0.45180000000000003,0
BX-795,0.4736,0.6082,0.4508,-0.3375,0.5108666666666667,0
Danusertib,0.4733,0.5915,0.416,-0.324,0.4936,0
BRD-K16625384,0.4733,0.3404,NA,-0.4257,0.40685,1
Glafenine,0.4723,0.4121,NA,-0.4105,0.44220000000000004,1
KPT-330,0.472,0.3508,0.3642,-0.3892,0.39566666666666667,0
MLS001065891,0.4718,0.4433,0.3217,-0.447,0.41226666666666667,0
Gallocatechin Gallate,0.4717,0.7118,0.3523,-0.3842,0.5119333333333334,0
Motesanib,0.4716,0.49,0.47,-0.3301,0.4772,0
CHEMBL2143628,0.4715,0.3843,0.3806,-0.4023,0.4121333333333333,0
Anagrelide,0.4713,0.3395,0.3827,-0.3231,0.3978333333333333,0
AB01274770-01,0.4713,0.4695,NA,-0.4153,0.4704,1
Maxacalcitol-D6,0.4713,0.5254,0.3487,-0.6095,0.4484666666666667,0
Floxuridine,0.4696,0.49370000000000003,0.3812,-0.3217,0.44816666666666666,0
Riluzole,0.4695,0.5743,0.4536,-0.3263,0.4991333333333333,0
STK139544,0.4694,0.3424,0.4283,-0.4429,0.41336666666666666,0
WZ3105,0.4692,0.5511,NA,-0.3258,0.51015,1
SMER28,0.4691,0.6451,0.3535,-0.3688,0.48923333333333335,0
Verrucarin A,0.4689,NA,0.3614,-0.4096,0.41515,1
Rigosertib,0.4687,0.5986,0.3713,-0.4212,0.47953333333333337,0
VX-11E,0.4686,0.6232,0.3372,-0.448,0.47633333333333333,0
PCI-32765,0.4682,0.601,0.459,-0.3273,0.5094,0
"Apitolisib (gdc-0980, rg7422)",0.4681,0.4266,0.4034,-0.3565,0.4327,0
SCHEMBL17497626,0.4681,0.4406,0.3611,-0.3251,0.4232666666666667,0
MLS002703102,0.4678,0.4119,NA,-0.3424,0.43984999999999996,1
Buparlisib,0.4676,0.7167,0.5514,-0.3613,0.5785666666666667,0
"Triazolothiadiazine, 6",0.4666,0.3586,NA,-0.4728,0.41259999999999997,1
BRD-A01645196,0.4664,0.4418,0.3374,-0.3569,0.4152,0
QL47,0.4656,0.5018,0.4622,-0.3516,0.47653333333333336,0
Closantel,0.4654,0.4284,NA,-0.3727,0.44689999999999996,1
