compound,azt,los,nib,quine,vir,similarity,meansim,nas
R-N-Propylnorapomorphine,0.3605,NA,NA,0.7027,NA,-0.6038,0.5316,3
Dacinostat,0.3605,0.3806,0.3636,0.4079,0.4349,-0.5547,0.3895,0
KN93,0.3603,0.3465,NA,NA,0.4498,-0.6208,0.38553333333333334,2
PF431396,0.3602,0.3613,0.4446,0.665,0.4538,-0.4879,0.45698,0
SMR000206936,0.36,0.3833,0.4492,0.5781,0.3937,-0.5176,0.43285999999999997,0
testosterone,0.3595,0.4016,NA,NA,NA,-0.4831,0.38055,3
Necrostatin,0.3594,0.387,0.4018,0.4036,0.4371,-0.535,0.39778,0
MLS001116157,0.3593,0.3838,0.3373,NA,0.4303,-0.6466,0.377675,1
Triciribine,0.3592,NA,0.4044,0.5149,NA,-0.5135,0.4261666666666667,2
AKT Inhibitor VIII,0.3589,0.5409,0.4074,0.7296,0.5091,-0.4793,0.50918,0
CHEMBL2355554,0.3586,NA,0.3696,0.4014,NA,-0.4766,0.37653333333333333,2
Linopirdine,0.3586,0.4512,0.5061,0.5843,0.4041,-0.6333,0.46086,0
BRD-K04733502,0.3586,0.3588,NA,NA,NA,-0.5365,0.3587,3
CX-5461,0.3585,0.3574,0.4025,0.5939,0.4329,-0.5637,0.42904,0
RO 04-6790,0.3583,NA,0.3852,0.4117,NA,-0.7025,0.38506666666666667,2
STK178014,0.3582,0.3267,0.4707,0.4888,NA,-0.5001,0.4111,1
Amidate,0.3579,0.3327,NA,0.5659,NA,-0.6701,0.41883333333333334,2
PF750,0.3572,0.5679,0.4001,0.6315,0.4105,-0.516,0.47343999999999997,0
BRD-K36313546,0.3569,0.5612,0.3476,0.7022,NA,-0.5466,0.49197500000000005,1
Etravirine (TMC125),0.3569,0.4233,NA,0.6243,0.342,-0.5495,0.436625,1
BRD-K72462994,0.3569,0.3319,NA,0.3862,NA,-0.6516,0.35833333333333334,2
Quinacrine,0.3569,0.384,0.3494,0.4562,0.3711,-0.5052,0.38351999999999997,0
Tretinoin,0.3567,0.3945,0.4246,0.5609,0.58,-0.4748,0.46334,0
BRD-K35669573,0.3566,NA,NA,0.4456,0.4765,-0.5472,0.4262333333333333,2
CHEMBL2356693,0.3565,NA,NA,0.6301,NA,-0.6833,0.49329999999999996,3
PD-407824,0.3565,0.435,0.4599,0.6929,0.3712,-0.5171,0.46309999999999996,0
Sufentanil,0.3564,NA,0.4762,0.6044,0.6338,-0.5531,0.5177,1
H89,0.3561,NA,0.3981,NA,NA,-0.6093,0.3771,3
AC1NWAOC,0.3559,0.5067,0.3982,0.5391,0.468,-0.497,0.45358000000000004,0
Puromycin,0.3558,0.3884,0.449,0.4274,NA,-0.5513,0.40515,1
BRD-A49848186,0.3557,NA,0.3277,NA,NA,-0.4929,0.3417,3
5-Phenethylquinoline-8-ol,0.3557,NA,0.5086,NA,0.4613,-0.5034,0.4418666666666667,2
Alvespimycin,0.3552,0.3248,0.3253,0.4032,0.4802,-0.4779,0.37774,0
CHEMBL2359798,0.3551,0.3775,0.6078,0.6607,NA,-0.5025,0.500275,1
BRD-K49477330,0.355,0.5946,NA,0.4573,0.5765,-0.5751,0.49585,1
Gallopamil,0.3548,NA,NA,NA,0.3582,-0.527,0.35650000000000004,3
SR-02000000244,0.3547,NA,NA,0.4779,NA,-0.6176,0.4163,3
FPA1_000112,0.3547,NA,NA,NA,0.4082,-0.6265,0.38145,3
ZINC77024257,0.3544,0.5545,0.3692,0.6641,0.3988,-0.4858,0.4682,0
Dopamine,0.3543,0.3635,0.3576,0.5674,0.6115,-0.5382,0.45086,0
BAY-117821,0.3542,0.4127,0.3851,0.42,0.5056,-0.483,0.41552,0
Naringenin,0.3537,0.4783,0.3277,0.6328,0.4709,-0.7109,0.45268,0
BX 912,0.3536,0.4281,0.7136,0.6012,0.5319,-0.4915,0.52568,0
CHEMBL2132717,0.3531,NA,NA,0.3247,NA,-0.5054,0.3389,3
PD 102807,0.3527,NA,0.4389,0.4113,NA,-0.8617,0.4009666666666667,2
SA-84512,0.3526,0.3897,NA,NA,NA,-0.7198,0.37115,3
Levonorgestrel,0.3525,0.3989,0.439,0.5853,0.4413,-0.4797,0.4434,0
AC1O9X68,0.3523,NA,0.3986,0.4968,0.5239,-0.4771,0.4429,1
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",0.3521,NA,NA,NA,0.5465,-0.6115,0.44930000000000003,3
SCHEMBL17783882,0.3516,0.3494,NA,NA,0.3431,-0.8387,0.34803333333333336,2
SCH-23390,0.3516,0.333,NA,0.5587,0.4242,-0.5041,0.416875,1
Pyridostigmine,0.3515,0.5103,NA,0.3676,0.5274,-0.4936,0.4392,1
Pimecrolimus,0.3515,0.4648,0.3761,NA,0.3814,-0.4774,0.39344999999999997,1
CHEMBL2131973,0.3514,0.3365,0.4019,0.5361,NA,-0.508,0.40647500000000003,1
CHEMBL1434137,0.3511,0.375,0.5266,0.4793,0.5034,-0.4777,0.44708,0
Alprenolol,0.3511,0.3457,NA,0.6158,NA,-0.7768,0.43753333333333333,2
AC480 (BMS-599626),0.3508,0.4285,NA,0.5299,NA,-0.6038,0.4364,2
AZD-6482,0.3508,0.4551,0.4196,0.6159,0.4023,-0.624,0.44873999999999997,0
Erythromycin Ethylsuccinate,0.3504,0.4048,NA,0.5767,0.3662,-0.6219,0.424525,1
10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,0.3502,0.423,0.3715,0.369,NA,-0.723,0.378425,1
BRD-K10010115,0.35,NA,0.3532,0.5879,NA,-0.5076,0.4303666666666667,2
Pidotimod,0.3497,0.3547,NA,0.3465,0.433,-0.5135,0.370975,1
ZSTK 474,0.3496,0.588,0.3542,0.6126,0.5743,-0.4812,0.49574,0
CHEMBL2136858,0.3496,NA,0.4167,NA,NA,-0.4801,0.38315,3
"1-(2,6-Dichlorobenzylideneamino)guanidine",0.3492,0.3449,NA,NA,0.5078,-0.7202,0.40063333333333334,2
ST51024947,0.3489,NA,NA,0.4051,0.381,-0.5575,0.37833333333333335,2
ST056792,0.3489,0.4398,0.5454,0.5649,0.4022,-0.5205,0.46024,0
Mometasone Furoate,0.3487,NA,0.3701,NA,0.5103,-0.6303,0.4097,2
Nicardipine,0.348,0.6235,0.3983,0.7625,0.4471,-0.6038,0.51588,0
Ponatinib,0.3478,0.4792,0.4076,0.5925,0.4631,-0.4788,0.45804,0
SCH-79797,0.3473,0.386,0.4694,0.3628,0.5368,-0.5435,0.42046,0
SCHEMBL6851809,0.3472,0.4828,0.6917,0.6608,0.3461,-0.4781,0.5057200000000001,0
PSI-7977,0.3472,0.3611,NA,0.3672,0.6095,-0.6422,0.42125,1
CHEMBL2356381,0.3471,NA,NA,NA,0.321,-0.6551,0.33405,3
SPECTRUM_001873,0.3468,0.4842,NA,0.5871,0.421,-0.7406,0.459775,1
Varlitinib,0.3467,0.4449,0.5492,NA,NA,-0.6424,0.44693333333333335,2
Levothyroxine,0.3465,NA,0.3247,NA,0.4093,-0.5095,0.36016666666666663,2
PI-103,0.3464,0.427,0.4606,0.6718,0.53,-0.4747,0.48716,0
Alectinib,0.3462,0.3725,0.4392,0.6776,0.5966,-0.5006,0.48642,0
Camostat Mesilate,0.3459,0.3216,0.7296,0.5033,0.3354,-0.5626,0.44716,0
ZK-93423,0.3458,0.3286,0.3852,0.7263,0.4203,-0.4848,0.44123999999999997,0
ZIDOVUDINE [AZT],0.3456,NA,NA,0.4599,0.374,-0.4959,0.39316666666666666,2
127408-30-4,0.3455,NA,NA,0.4038,0.5374,-0.7411,0.4289,2
PF-4136309,0.3453,0.4697,0.3545,0.7919,NA,-0.6844,0.49035,1
SA-1921456,0.3453,NA,0.3789,0.5422,NA,-0.5019,0.42213333333333336,2
SMR000069627,0.3452,NA,NA,0.5527,NA,-0.6457,0.44894999999999996,3
Tanespimycin,0.345,0.4551,0.3832,0.6285,0.4296,-0.773,0.44827999999999996,0
THZ-2-98-01,0.3444,0.473,0.4231,0.6347,0.4985,-0.4803,0.47474,0
YC1,0.344,0.377,NA,0.4325,0.3857,-0.6836,0.3848,1
AT 7867,0.3439,0.5717,0.4647,0.7935,0.5185,-0.5226,0.5384599999999999,0
Ranitidine,0.3438,0.5672,0.3562,NA,0.3763,-0.505,0.410875,1
Auraptene,0.3437,NA,0.4507,NA,NA,-0.7588,0.3972,3
CHEMBL2140651,0.3437,NA,0.3443,0.4995,0.3492,-0.5514,0.384175,1
Cyproheptadine,0.3432,0.3932,0.5127,0.5443,0.5014,-0.4861,0.45896,0
DIMETHYL FUMARATE,0.3432,NA,NA,0.5642,NA,-0.634,0.4537,3
Merbarone,0.3432,NA,NA,0.4429,0.5138,-0.4946,0.4333,2
Prednisolone Hemisuccinate,0.343,NA,NA,0.6274,0.4864,-0.6519,0.4856,2
Mebeverine,0.3429,NA,NA,NA,0.3338,-0.5627,0.33835,3
Nylidrin,0.3427,0.3861,NA,0.8089,0.4112,-0.7085,0.487225,1
AC1LDBAO,0.3425,0.6425,0.4467,0.5698,0.3954,-0.4763,0.47938,0
AO-081/15245014,0.3424,NA,0.3262,0.4184,0.3943,-0.6089,0.370325,1
"2,8-Dinitroimipramine",0.3423,NA,NA,0.3429,NA,-0.622,0.3426,3
Atorvastatin,0.3423,0.3616,0.4516,0.4602,NA,-0.8388,0.403925,1
Chaetocin,0.3419,0.6237,0.4999,0.7673,0.578,-0.617,0.56216,0
SCHEMBL12410954,0.3415,0.3575,NA,0.5455,0.5025,-0.4829,0.43674999999999997,1
Pazopanib,0.3412,0.4712,0.3423,0.6887,0.4272,-0.5472,0.45412,0
Dalcetrapib,0.3411,0.3501,NA,0.484,0.5098,-0.5129,0.42125,1
Ipatasertib,0.3411,0.4458,0.688,0.571,0.421,-0.4779,0.49338,0
Acetazolamide,0.341,0.3851,NA,0.5152,0.4227,-0.6365,0.41600000000000004,1
GDC-0834 (Racemate),0.341,0.4963,NA,NA,0.3592,-0.5053,0.3988333333333334,2
SU 11274,0.3409,0.4444,0.6784,0.7297,0.4148,-0.5284,0.52164,0
"5,6-Dichlorobenzimidazole riboside",0.3408,0.3482,0.3544,0.5277,0.3915,-0.6136,0.39252,0
ABT737,0.3405,0.4501,0.4431,0.6654,0.5469,-0.4752,0.4892,0
KUC107191N,0.3403,0.3335,0.4993,NA,0.4806,-0.5175,0.41342500000000004,1
BRD-K89824424,0.3402,NA,NA,0.4335,0.4169,-0.508,0.39686666666666665,2
Sotalol,0.34,NA,0.3492,0.4393,NA,-0.6307,0.3761666666666667,2
"HDACi1,2+3_mix",0.3399,0.3859,0.3567,0.3439,0.3477,-0.6462,0.35482,0
Phenformin,0.3398,0.3227,0.3342,0.5942,0.4685,-0.5007,0.41187999999999997,0
SB-203580,0.3397,0.4826,0.5509,0.7683,0.4122,-0.482,0.51074,0
SMR000082310,0.3396,NA,0.3752,0.4919,NA,-0.4859,0.40223333333333333,2
"2-[(Dimethylamino)methyl]-2,3-dihydro-1H-inden-1-one",0.3396,0.3461,0.3796,0.4042,0.3652,-0.7029,0.36694,0
5-BrdU,0.3395,NA,NA,0.364,0.3559,-0.5171,0.35313333333333335,2
CHEMBL2141330,0.3394,NA,0.3657,0.4483,NA,-0.4789,0.3844666666666667,2
IDOXURIDINE,0.3394,0.5871,NA,0.6069,0.4401,-0.4918,0.493375,1
T5715535,0.3391,0.4478,NA,0.5197,0.4166,-0.6353,0.4308,1
SA-89705,0.3387,NA,NA,NA,0.4064,-0.6683,0.37255,3
Rimonabant,0.3384,NA,0.406,0.4347,0.5318,-0.7038,0.427725,1
Ondansetron,0.3383,0.6014,NA,0.6541,NA,-0.6474,0.5312666666666667,2
Dilazep,0.3383,0.4248,0.3531,0.6637,0.4646,-0.4788,0.4489,0
ST004815,0.3379,0.3609,NA,0.4434,0.4522,-0.6486,0.3986,1
16Beta-bromoandrosterone,0.3378,0.3666,0.4258,0.4849,0.3897,-0.521,0.40096,0
Fenticonazole Nitrate,0.3376,0.4257,NA,0.6112,0.4426,-0.6494,0.454275,1
AZD-1152-HQPA,0.3373,0.4152,0.4119,0.6988,0.5477,-0.6223,0.48218,0
AC1O9BJ3,0.3372,NA,0.4455,0.4189,0.5015,-0.4827,0.425775,1
Paroxetine,0.3371,0.4488,0.3329,0.5411,0.386,-0.5371,0.40918,0
AC1NWAML,0.337,0.6086,0.496,0.5363,0.4336,-0.621,0.4823,0
Pirenperone,0.3368,0.3491,0.3486,0.4233,NA,-0.7625,0.36445,1
VX-745,0.3367,0.3305,0.4874,0.8852,0.6623,-0.6046,0.54042,0
Mnitmt,0.3366,0.4337,NA,0.5953,NA,-0.6447,0.4552,2
AC1NSOND,0.3366,0.3436,0.4169,NA,0.4564,-0.5538,0.388375,1
BRD-K48296029,0.3365,NA,NA,0.4649,NA,-0.6227,0.4007,3
PJ34,0.3365,0.4097,0.3766,0.7716,0.4981,-0.544,0.4785,0
Anacetrapib (MK-0859),0.3364,0.3314,NA,0.5908,0.3675,-0.5064,0.40652499999999997,1
Isotretinoin,0.3363,0.3262,NA,0.5258,0.4083,-0.7521,0.39915,1
AC1O9CBL,0.3361,0.4992,0.5048,0.5351,0.3557,-0.5918,0.44618,0
BRD-K90281509,0.336,NA,NA,NA,0.3468,-0.8891,0.34140000000000004,3
IPRATROPIUM BROMIDE,0.3359,0.3512,0.3725,0.6036,0.4022,-0.631,0.41308,0
Bithionol,0.3355,NA,0.5294,NA,0.5253,-0.491,0.4634,2
CHEMBL2142524,0.3353,NA,NA,0.4321,0.394,-0.5164,0.38713333333333333,2
BAS 00535043,0.3352,0.3694,NA,0.3298,NA,-0.6478,0.3448,2
MLS002703104,0.3348,NA,0.4254,0.4504,0.38,-0.6703,0.39765,1
SCHEMBL1564574,0.3345,0.5167,0.4744,0.6083,0.4771,-0.5773,0.4822,0
Benzamil,0.3344,0.4189,NA,0.4833,0.5306,-0.5573,0.44179999999999997,1
CHEMBL2333346,0.3343,0.4395,0.3561,0.3564,0.355,-0.5157,0.36826,0
SCHEMBL2608041,0.3341,0.3238,0.4428,0.5356,0.3604,-0.4767,0.39934,0
LY2784544,0.3341,NA,0.5409,0.602,NA,-0.4768,0.49233333333333335,2
BRD-K87765798,0.334,0.4186,0.3376,NA,NA,-0.6205,0.3634,2
IOX1,0.3336,0.355,NA,NA,NA,-0.6608,0.3443,3
MD-041,0.3336,0.4731,NA,NA,0.4394,-0.518,0.41536666666666666,2
Broad-Sai-443,0.3335,0.3948,0.3277,0.4785,NA,-0.4987,0.383625,1
Sepantronium,0.3332,0.4575,0.5335,0.4506,0.6234,-0.4766,0.47964,0
Batimastat,0.3331,0.4328,NA,0.5778,NA,-0.4789,0.4479,2
Crotamiton,0.333,0.3773,NA,0.4397,NA,-0.6149,0.38333333333333336,2
MLS003115428,0.3328,NA,0.4846,NA,NA,-0.6606,0.40869999999999995,3
Indigo Red,0.3326,0.3776,0.5171,0.5604,NA,-0.5094,0.446925,1
CHEMBL2361748,0.3325,0.4362,NA,0.7587,NA,-0.4781,0.5091333333333333,2
BRD-A25736793,0.3324,0.3859,0.3561,0.6473,0.438,-0.4767,0.43194,0
BRD-K00544996,0.3323,0.3273,0.3245,0.5631,NA,-0.578,0.38680000000000003,1
Quiflapon,0.3322,0.4128,0.4186,0.4203,NA,-0.5846,0.395975,1
Carvedilol,0.3322,0.3823,NA,0.7147,0.392,-0.6166,0.4553,1
BRD-K73008154,0.332,NA,0.404,0.4551,NA,-0.4939,0.39703333333333335,2
Indolophenanthridine,0.3319,NA,0.3676,0.5805,NA,-0.6247,0.42666666666666664,2
"THR1 Inhibitor, 2",0.3318,0.3999,0.4826,0.5477,0.3692,-0.494,0.42623999999999995,0
Nisoxetine,0.3316,NA,NA,0.4265,0.5001,-0.5937,0.4194,2
Midostaurin,0.3316,NA,0.5856,NA,0.4613,-0.4849,0.4595,2
Fluorouracil,0.3316,0.362,0.4547,0.5114,NA,-0.6635,0.414925,1
GSK-1904529A,0.3315,0.4893,0.3958,0.6192,0.6186,-0.6079,0.49088,0
Darapladib,0.3313,0.4314,0.3552,NA,0.452,-0.589,0.392475,1
BRD-K80169513,0.3312,0.3558,NA,NA,NA,-0.5089,0.3435,3
CP-724714,0.3311,0.5641,0.4225,0.6538,0.4857,-0.5199,0.49144000000000004,0
LY-294002,0.3311,0.5144,0.4131,0.6763,0.7133,-0.482,0.52964,0
Rabusertib,0.3311,0.3628,0.5243,0.6412,0.4562,-0.5124,0.46312,0
MLS001116217,0.331,0.417,0.3933,0.5458,0.4855,-0.5787,0.43451999999999996,0
Bendroflumethiazide,0.3308,0.3844,NA,0.7281,NA,-0.521,0.48109999999999997,2
Doxorubicin,0.3307,0.3351,0.399,0.5035,0.4411,-0.6109,0.40188,0
N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,0.3307,0.6419,0.4163,0.5549,NA,-0.6633,0.48595,1
DMP-543,0.3305,NA,0.4265,0.359,0.3849,-0.6436,0.37522500000000003,1
IMD-0354,0.3302,0.367,0.6145,0.5241,0.4966,-0.4808,0.46648,0
ITRACONAZOLE HYDROCHLORIDE,0.3302,NA,0.5124,0.6406,0.3512,-0.4891,0.4586,1
Cyclosporine,0.33,NA,NA,0.5512,0.5231,-0.4802,0.4681,2
CHEMBL2130683,0.3296,NA,NA,0.4241,0.3998,-0.6176,0.3845,2
PP-30,0.3295,NA,0.3456,0.4702,NA,-0.5414,0.3817666666666667,2
CHEMBL586058,0.3294,NA,NA,0.5518,0.4101,-0.6279,0.43043333333333333,2
BRD-K00199686,0.329,0.5216,0.4016,0.624,0.3716,-0.6269,0.44956,0
BRD-K68319707,0.3289,0.5856,NA,0.3604,0.3812,-0.624,0.414025,1
Dinoprostone,0.3289,NA,0.6043,0.4328,0.4299,-0.6121,0.448975,1
MLS002703118,0.3288,NA,NA,0.4875,NA,-0.4992,0.40815,3
916985-21-2,0.3287,NA,0.4148,0.4389,0.3389,-0.5239,0.380325,1
AM 251,0.3287,NA,NA,0.4217,NA,-0.4858,0.3752,3
"Apitolisib (gdc-0980, rg7422)",0.3286,0.5334,0.4541,0.6252,0.4058,-0.51,0.46942,0
PCI-34051,0.3283,0.4029,0.3947,0.542,0.424,-0.6449,0.41838,0
Ciglitazone,0.3282,0.4188,0.341,0.4546,0.3984,-0.6038,0.3882,0
EDOXUDINE,0.3278,0.3617,NA,0.4873,NA,-0.6248,0.39226666666666665,2
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.3277,0.4619,0.3983,0.6192,0.4654,-0.4815,0.45449999999999996,0
Belinostat,0.3275,0.4665,0.3825,0.4331,0.4805,-0.4749,0.41802,0
CHEMBL2333339,0.3275,NA,0.3616,NA,NA,-0.6443,0.34455,3
Broad-Sai-686,0.3272,0.3389,0.5563,0.4125,0.3799,-0.4796,0.40296,0
Gemfibrozil,0.3267,0.3974,NA,0.5496,0.4573,-0.5301,0.43274999999999997,1
SPECTRUM_001028,0.3267,NA,0.3623,NA,NA,-0.4795,0.34450000000000003,3
BRD-A41986761,0.3267,NA,0.5061,0.3375,0.4168,-0.5484,0.396775,1
Ciproxifan,0.3265,NA,0.4259,NA,0.3921,-0.5081,0.3815,2
Penitrem A,0.3265,0.4663,NA,0.4419,0.3924,-0.4964,0.406775,1
Kinetin Riboside,0.3264,0.3913,0.6368,0.4695,0.5162,-0.5504,0.46804,0
GSK-J2,0.3257,0.505,0.3948,0.5919,0.447,-0.5609,0.45288,0
PD-98059,0.3256,0.4005,0.471,0.6092,NA,-0.6157,0.451575,1
Ethopropazine,0.3256,0.322,NA,NA,0.3636,-0.588,0.3370666666666667,2
Altrenogest,0.3255,NA,0.3939,0.5158,0.4083,-0.6337,0.410875,1
Netupitant,0.3249,0.4859,0.3493,NA,NA,-0.5009,0.3867,2
Gossypol,0.3246,0.36870000000000003,0.46,0.5483,0.4125,-0.6222,0.42282000000000003,0
SPECTRUM_000894,0.3246,0.4184,NA,0.6186,NA,-0.5261,0.4538666666666667,2
Morphothebaine,0.3244,0.3349,NA,0.3339,0.4631,-0.6892,0.364075,1
SA-84869,0.3241,NA,0.408,NA,0.3429,-0.4873,0.35833333333333334,2
Sulconazole,0.324,NA,NA,0.3324,0.4882,-0.4795,0.38153333333333334,2
TRIENTINE HYDROCHLORIDE,0.324,0.3402,0.4079,0.4216,0.4588,-0.495,0.3905,0
Rimcazole,0.3239,0.5487,NA,NA,0.5192,-0.5564,0.4639333333333333,2
Topiroxostat,0.3237,0.4974,NA,0.3934,NA,-0.6057,0.4048333333333333,2
L 168049,0.3233,NA,NA,0.4123,NA,-0.49370000000000003,0.3678,3
MLS000108814,0.3233,0.3366,0.3386,NA,NA,-0.4864,0.3328333333333333,2
Methylpromazine,0.3232,NA,NA,0.5641,NA,-0.4951,0.44365,3
CHEMBL3183436,0.323,0.4531,0.3285,0.6529,0.4661,-0.6399,0.44472,0
Empagliflozin (BI 10773),0.3224,NA,NA,NA,0.4079,-0.4816,0.36515,3
SCHEMBL17497626,0.3224,0.5761,0.3895,0.4424,0.3844,-0.6353,0.42296,0
GSK-0660,0.3224,NA,NA,NA,0.4237,-0.73740000000000006,0.37305,3
Tamibarotene,0.3222,0.3995,0.3285,0.5904,0.3717,-0.5027,0.40246,0
AS601245,0.3221,0.4446,0.3771,0.5712,0.4723,-0.4873,0.43746,0
313516-66-4,0.3221,NA,0.3453,0.6274,NA,-0.6154,0.4316,2
LE-135,0.3219,0.3856,0.4834,0.8552,0.5677,-0.5283,0.52276,0
Deguelin,0.3219,NA,NA,0.4633,0.3885,-0.5275,0.3912333333333333,2
Semaxanib,0.3219,0.4731,0.331,0.75,0.4583,-0.6044,0.46686,0
Anamorelin,0.3217,0.3538,NA,NA,0.447,-0.5659,0.37416666666666665,2
Zaldaride,0.3217,NA,NA,0.4669,NA,-0.6071,0.3943,3
MLS002232309,0.3217,0.3926,NA,0.57,NA,-0.5055,0.4281,2
Indole-3-carbinol,0.3216,0.3433,0.3858,0.6576,0.5524,-0.764,0.45214,0
Bromopyruvate,0.3214,NA,NA,0.4151,NA,-0.6023,0.36825,3
Pramipexole,0.3213,0.3885,NA,NA,0.3852,-0.57,0.365,2
Ribavirin,0.3213,NA,0.3575,NA,0.418,-0.6504,0.3656,2
LY2334737,0.3211,NA,NA,0.4409,0.5235,-0.8769,0.4285,2
Nicotin-Amide,0.3211,0.3456,0.3484,0.5275,NA,-0.5463,0.38565,1
Pyrazolanthrone,0.3211,0.5146,NA,0.7187,0.501,-0.493,0.51385,1
Azithromycin,1,0.5498,0.3901,0.656,0.4806,-0.6301,0.6153,0
L-Sulforaphane,0.5822,0.5069,0.4178,0.7283,0.4217,-0.4897,0.53138,0
Itrazole,0.5353,0.324,0.6276,0.4862,0.363,-0.6481,0.46722,0
BRD-K41087962,0.5232,0.4265,0.4533,0.6487,0.4093,-0.5284,0.4922,0
Aloisine,0.513,NA,0.5555,0.3464,0.3995,-0.6923,0.4536,1
Patupilone,0.5126,NA,NA,0.3695,NA,-0.6787,0.44104999999999994,3
cortisone-acetate,0.5054,NA,0.4963,0.3628,NA,-0.5137,0.4548333333333333,2
CHEMBL2359886,0.4992,0.4296,0.3831,0.5317,0.359,-0.479,0.44051999999999997,0
GW305074X,0.4943,NA,0.382,0.4639,NA,-0.6418,0.4467333333333333,2
GW305074X,0.4943,NA,0.382,0.4639,NA,-0.6418,0.4467333333333333,2
XMD-132,0.4789,NA,NA,0.68,0.3697,-0.5112,0.5095333333333334,2
Nocodazole,0.4788,NA,0.4055,0.4605,0.447,-0.5046,0.44795,1
NMS-1286937,0.478,0.5609,0.5298,0.5425,NA,-0.5075,0.5278,1
MLS002264487,0.4773,NA,0.3758,0.4236,NA,-0.6118,0.42556666666666665,2
AZD-1775,0.4732,0.5435,0.6227,0.7408,0.5293,-0.4793,0.5819,0
PD-0325901,0.4719,0.6266,0.4496,0.8083,0.4071,-0.504,0.5527,0
MLS000589843,0.4707,0.3612,NA,0.6008,NA,-0.512,0.4775666666666667,2
LY2157299,0.4704,0.5471,0.4332,0.4665,0.5576,-0.7874,0.49496,0
20554-84-1,0.4668,0.3294,0.3472,NA,0.423,-0.6879,0.3916,1
GSK-461364,0.4666,0.5311,0.5452,0.7782,0.4904,-0.4794,0.5623,0
Palomid 529 (P529),0.4666,0.4075,0.6204,0.4722,NA,-0.5303,0.491675,1
Volasertib (BI 6727),0.4626,0.3294,0.4924,0.4711,0.3412,-0.475,0.41934,0
Volasertib (BI 6727),0.4626,0.3294,0.4924,0.4711,0.3412,-0.475,0.41934,0
Ivermectin,0.4589,0.377,0.3957,0.437,0.4976,-0.4855,0.43324,0
Albendazole,0.4584,0.5417,0.4597,0.5401,0.3749,-0.4931,0.47496,0
Isoliquiritigenin,0.4561,0.6126,0.3877,0.4917,0.416,-0.4922,0.47282,0
AC1M43RN,0.4512,NA,0.4155,0.3407,NA,-0.5204,0.40246666666666664,2
Erbstatin Analog,0.448,NA,0.3658,0.4112,NA,-0.5217,0.4083333333333333,2
AZD 1480,0.4479,0.4567,0.4826,0.5227,0.4341,-0.5048,0.4688,0
"24(S),25-epoxycholesterol",0.4474,NA,0.3903,NA,NA,-0.6057,0.41885,3
Momelotinib,0.4464,0.4037,0.5451,0.617,0.3692,-0.4791,0.47628,0
SCHEMBL15422533,0.4437,0.3576,0.3469,NA,0.5344,-0.5207,0.42064999999999997,1
KX2-391,0.4428,NA,0.4695,NA,0.5161,-0.4851,0.47613333333333335,2
SCHEMBL14177979,0.438,0.3577,0.4056,0.3787,0.3409,-0.5066,0.38418,0
BRD-A28746609,0.4372,NA,0.5501,0.4463,NA,-0.4829,0.47786666666666666,2
Selamectin,0.4366,0.4439,0.5894,0.6471,0.4348,-0.4919,0.51036,0
12K-613S,0.4366,NA,0.376,0.6638,NA,-0.6027,0.4921333333333333,2
396129-53-6,0.4362,0.3929,0.3924,NA,0.551,-0.627,0.443125,1
SB743921,0.434,NA,0.4392,0.4784,0.3603,-0.4865,0.427975,1
BRD-K84245233,0.4334,0.3301,0.3268,0.3894,0.4547,-0.6143,0.38688,0
Podofilox,0.4322,0.3481,0.3834,0.6051,0.4935,-0.4926,0.45246,0
UK 356618,0.432,0.646,0.4507,0.6301,NA,-0.4997,0.5397,1
MLS000778276,0.4313,0.4423,0.4359,0.6243,0.5056,-0.5759,0.48788000000000004,0
CHEMBL552425,0.4303,0.633,0.42,0.7414,0.4995,-0.4851,0.54484,0
ZINC02419385,0.4295,NA,0.4137,0.64,0.3313,-0.5218,0.453625,1
Fenbendazole,0.4289,NA,0.4525,0.4781,NA,-0.5506,0.45316666666666666,2
PF-03758309,0.4288,0.4224,0.5776,0.5475,0.4214,-0.5665,0.47954,0
Lonafarnib,0.4284,0.5205,NA,0.5011,0.364,-0.4764,0.4535,1
SB525334,0.4274,0.3788,0.4643,0.7559,0.4222,-0.5708,0.48972,0
OSI-930,0.4268,0.5404,0.5046,0.7603,0.4478,-0.5135,0.53598,0
OSI-930,0.4268,0.5404,0.5046,0.7603,0.4478,-0.5135,0.53598,0
GSK-923295,0.4265,NA,0.3508,NA,0.3417,-0.503,0.373,2
IC 261,0.4246,NA,0.4498,0.6462,0.401,-0.5636,0.4804,1
PRL-3InhibitorI,0.4246,0.4594,0.5578,0.5726,0.3484,-0.5119,0.47256,0
Cucurbitacin I,0.4246,0.3667,0.5665,0.4056,0.4902,-0.4988,0.45072,0
(S)-Zearalenone,0.4244,NA,0.3576,NA,0.3516,-0.7477,0.3778666666666667,2
Sappanone A Trimethyl Ether,0.4223,NA,NA,NA,0.44,-0.6038,0.43115000000000003,3
