compound,azt,nib,quine,vir,similarity,meansim,nas
Indole-3-carbinol,0.3234,0.3226,NA,0.6877,-0.5593,0.44456666666666667,1
BMS-509744,0.3234,0.4901,0.5633,0.5256,-0.3431,0.4756,0
Broad-Sai-609,0.3232,0.3599,0.6585,NA,-0.4139,0.4472,1
Thiocolchicoside,0.3232,NA,0.584,0.4217,-0.5227,0.4429666666666667,1
BMS-777607,0.3231,0.3761,0.6564,0.6968,-0.4153,0.5131,0
ZINC01181459,0.323,NA,0.5677,NA,-0.4744,0.44535,2
SKF 89976-A,0.3229,0.3211,0.5884,0.6615,-0.4643,0.473475,0
RHC80267,0.3228,NA,0.6634,NA,-0.4905,0.4931,2
Acyclovir,0.3228,0.4103,0.6573,0.5437,-0.4127,0.483525,0
Pyrazolanthrone,0.3228,0.3439,0.6318,0.5328,-0.3342,0.45782500000000004,0
BRD-K76665419,0.3228,0.3337,0.6017,NA,-0.4252,0.4194,1
Telbivudine,0.3224,0.4966,NA,NA,-0.433,0.4095,2
Milrinone,0.3215,NA,0.6926,0.6487,-0.4213,0.5542666666666667,1
BRD-K20954269,0.3214,NA,NA,0.4575,-0.3437,0.38945,2
Riociguat,0.3213,NA,0.391,0.4261,-0.4589,0.3794666666666667,1
SA-1462678,0.3211,NA,0.605,0.4739,-0.4432,0.4666666666666667,1
Acitretin,0.321,0.3823,0.4515,0.7642,-0.4965,0.47975,0
CHEMBL1222381,0.8263,0.3604,0.6739,0.5878,-0.4095,0.6121,0
Tyrphostin AG-1478,0.7776,0.5039,0.6549,0.6529,-0.3476,0.647325,0
TL_HRAS26,0.7472,0.4662,0.6517,0.6546,-0.3745,0.629925,0
Pifithrin,0.7471,0.3859,0.638,0.4808,-0.4108,0.5629500000000001,0
STK178014,0.7339,0.4112,0.6986,0.5541,-0.3479,0.59945,0
"Triazolothiadiazine, 25",0.731,0.4057,NA,0.6631,-0.409,0.5999333333333333,1
WYE 125132,0.7281,0.4496,0.6179,0.4737,-0.3278,0.567325,0
PIK 75,0.7095,0.4189,0.6395,0.5902,-0.3249,0.589525,0
SB225002,0.7062,0.4393,0.6134,0.8236,-0.4096,0.645625,0
CAY10603,0.6898,0.4235,0.5551,0.5774,-0.3779,0.56145,0
CHEMBL3183436,0.6822,0.4197,0.651,0.5889,-0.3227,0.58545,0
Fedratinib,0.6695,0.7875,0.7355,0.7576,-0.3242,0.737525,0
STK219801,0.6695,0.4691,0.6601,0.5559,-0.3293,0.58865,0
Aminopurvalanol,0.6505,0.6523,0.6126,0.548,-0.3481,0.61585,0
SA-440832,0.6464,0.3818,0.445,0.669,-0.4476,0.53555,0
Tosedostat,0.6435,0.5368,0.7716,0.6597,-0.332,0.6529,0
Vorinostat,0.6415,0.5105,0.6943,0.6656,-0.3242,0.627975,0
Vorinostat,0.6415,0.5105,0.6943,0.6656,-0.3242,0.627975,0
CGP 60474,0.6386,0.4241,0.7533,0.5377,-0.3245,0.588425,0
Estradiol,0.6373,0.5142,0.6042,0.6672,-0.3468,0.605725,0
Veliparib,0.6359,0.4151,0.7621,0.7646,-0.3511,0.644425,0
IC 261,0.6328,0.41,0.643,0.5721,-0.4408,0.5644750000000001,0
Metaproterenol,0.6319,NA,0.5408,0.6034,-0.3299,0.5920333333333333,1
KU0060648,0.6308,0.5121,0.7982,0.5357,-0.428,0.6192,0
SPECTRUM_001015,0.6234,0.4473,0.7014,NA,-0.4139,0.5907,1
MLS-0315803.0001,0.6228,NA,0.6268,0.4184,-0.4272,0.556,1
BRD-A25736793,0.6215,0.4134,0.6518,0.436,-0.3344,0.530675,0
HLI-373,0.6208,0.4125,0.7561,0.4856,-0.433,0.56875,0
UNC-0321,0.6165,NA,0.5505,0.4858,-0.6619,0.5509333333333334,1
BMS-387032,0.6146,0.4551,0.6325,0.6206,-0.33,0.5807,0
H0635_SIGMA,0.6126,0.4125,NA,0.5072,-0.4227,0.5107666666666667,1
Withaferin A,0.6099,0.4429,0.7797,0.688,-0.3218,0.6301249999999999,0
NSC95397,0.6096,0.4421,0.6777,0.5167,-0.3795,0.561525,0
AC1Q6JJ5,0.6069,0.6376,0.6357,0.553,-0.3245,0.6083000000000001,0
STK009254,0.6024,0.3411,0.6762,0.3481,-0.3717,0.49195,0
Saracatinib,0.6015,0.4153,0.7596,0.7119,-0.3392,0.622075,0
GSK-461364,0.5997,0.5595,0.672,0.6535,-0.3321,0.621175,0
MK-2206,0.5996,0.5466,0.758,0.8772,-0.3257,0.69535,0
LE-135,0.5983,0.4449,0.6101,0.3721,-0.3354,0.50635,0
AO-081/15245014,0.5978,0.4064,0.6208,0.4035,-0.5511,0.507125,0
KUC111774N,0.5969,0.5116,0.77,0.5914,-0.3332,0.617475,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5956,0.4607,0.7171,0.645,-0.3232,0.6046,0
N9-Isopropylolomoucine,0.5946,0.4238,0.679,0.5476,-0.3379,0.56125,0
PDK1 Inhibitor,0.5943,0.4226,0.7301,0.502,-0.4053,0.56225,0
Purmorphamine,0.5912,NA,0.5295,0.4949,-0.5238,0.5385333333333333,1
2-Chloroadenosine,0.5896,NA,0.3962,0.4023,-0.3884,0.4627,1
"Trichostatin A, Streptomyces Sp.",0.5888,0.5224,0.74,0.7052,-0.3215,0.6391,0
Wortmannin,0.5862,0.678,0.771,0.6632,-0.3235,0.6746000000000001,0
GSK 1059615,0.5848,0.4716,0.8247,0.7793,-0.3224,0.6651,0
Ginsenoside RC,0.584,NA,0.5743,0.3865,-0.5389,0.5149333333333334,1
IMD-0354,0.581,0.4774,0.654,0.6466,-0.3226,0.58975,0
Icariin,0.5808,NA,0.6146,0.4157,-0.5749,0.5370333333333334,1
Puromycin Hydrochloride,0.5784,0.4318,NA,0.4424,-0.3399,0.4842,1
"16,16-Dimethyl prostaglandin e2",0.577,NA,0.5441,0.7405,-0.4574,0.6205333333333334,1
Orlistat,0.5752,0.3714,0.6711,0.7688,-0.4177,0.5966250000000001,0
MLS002276469,0.574,0.3937,NA,0.3542,-0.3236,0.4406333333333333,1
AZD-2014,0.5739,0.3358,0.6177,0.4215,-0.3664,0.487225,0
noscapine,0.5732,0.3242,0.6872,0.3522,-0.3256,0.4842,0
Tozasertib,0.5731,0.4863,0.7129,0.7513,-0.3333,0.6309,0
sorafenib,0.5729,NA,0.6717,0.5077,-0.3269,0.5841,1
CI-1040,0.5727,0.4227,0.7379,0.7696,-0.3426,0.625725,0
Mitoxantrone,0.5716,0.5974,0.7168,0.7893,-0.3257,0.668775,0
Chloroquine,0.5708,NA,1,0.5265,-0.4133,0.6990999999999999,1
Chloroquine,0.5708,NA,1,0.5265,-0.4133,0.6990999999999999,1
Dabrafenib,0.5688,0.4901,0.7948,0.7033,-0.3236,0.63925,0
CHEMBL1242477,0.5677,0.4834,0.7467,0.6453,-0.3307,0.610775,0
AC1LDBAO,0.5675,0.3283,0.6527,0.4719,-0.3274,0.5051,0
PD-0325901,0.567,0.512,0.785,0.7757,-0.3216,0.659925,0
3-Chloro-l-alanine,0.5664,0.4475,0.6456,0.5057,-0.4365,0.5413,0
Lomerizine,0.5652,NA,0.5445,NA,-0.4253,0.5548500000000001,2
Palbociclib,0.5642,0.6842,0.6561,0.7771,-0.321,0.6704,0
NMS-1286937,0.5639,0.4782,0.42,0.5399,-0.4188,0.5005,0
Daunorubicin,0.5632,0.4656,0.6918,0.3952,-0.3566,0.52895,0
Sulconazole,0.561,0.4844,0.6664,0.4197,-0.4171,0.532875,0
Pracinostat,0.5595,0.4195,0.71,0.7115,-0.3235,0.600125,0
Alisertib,0.5592,0.4523,0.5827,0.6612,-0.3256,0.56385,0
IN1092,0.5591,NA,0.6803,0.3473,-0.4094,0.5289,1
CID-2858522,0.5587,0.3303,0.6793,0.6318,-0.3577,0.550025,0
"Triazolothiadiazine, 6",0.5577,0.4504,0.4162,0.5028,-0.4728,0.481775,0
CHEMBL2360506,0.5575,0.3531,0.6272,0.5158,-0.3593,0.5134,0
"Temsirolimus (CCI-779, NSC 683864)",0.5574,0.3709,0.5674,0.7799,-0.4295,0.5689,0
Parbendazole,0.5572,0.3969,0.6424,0.7221,-0.4222,0.57965,0
CHEMBL585951,0.5569,0.4393,0.6893,0.5629,-0.418,0.5621,0
CHEMBL1434137,0.5569,0.4665,0.5506,0.517,-0.3219,0.52275,0
PF-562271,0.5567,0.4178,0.6507,0.5133,-0.3218,0.534625,0
SA-1921456,0.5559,0.3967,0.5373,0.356,-0.3211,0.46147499999999997,0
Dovitinib,0.5553,0.5947,0.7039,0.5715,-0.3325,0.60635,0
AG 14361,0.5543,0.502,0.6108,0.6005,-0.3321,0.5669,0
Dolastatin 10,0.5524,0.4268,0.4253,0.5335,-0.528,0.4845,0
L-690488,0.5513,0.4262,0.7296,0.4369,-0.336,0.536,0
AP26113,0.551,0.4611,0.6189,0.4346,-0.3314,0.5164,0
RG 108,0.5504,0.3766,0.7187,0.5151,-0.4129,0.5402,0
pyrvinium-pamoate,0.5504,0.6349,0.5709,0.862,-0.3247,0.65455,0
A-443654,0.5472,0.4164,0.6877,0.5833,-0.355,0.55865,0
Everolimus,0.5441,0.373,0.6339,0.4416,-0.4282,0.49815,0
BRD-K20601561,0.544,0.4416,NA,NA,-0.4114,0.4928,2
Gefitinib,0.5438,0.4904,0.748,0.8117,-0.331,0.648475,0
AC1OA39F,0.5433,0.4353,0.6214,0.4604,-0.4105,0.5151,0
Ischemin,0.543,NA,0.6639,0.5939,-0.4247,0.6002666666666667,1
Levcromakalim,0.5427,NA,0.7074,0.5242,-0.4641,0.5914333333333334,1
Epirubicin HCl,0.542,0.4294,0.7731,0.4471,-0.3706,0.5479,0
Doxorubicin,0.5416,0.539,0.6223,0.5198,-0.3219,0.555675,0
CHEMBL2145183,0.5406,NA,0.6174,0.4155,-0.4106,0.5245,1
TGX 221,0.5389,0.5221,0.759,0.6665,-0.4099,0.621625,0
NCH-51,0.5388,0.4262,0.7365,0.4865,-0.4373,0.547,0
BRD-K08448573,0.5386,0.4856,0.6416,0.3871,-0.3414,0.5132249999999999,0
Mevastatin,0.5376,0.4007,0.6261,0.6328,-0.405,0.5493,0
ZSTK 474,0.5374,0.54990000000000006,0.7402,0.5369,-0.3213,0.5911,0
OTSSP167,0.5373,0.3761,0.6506,0.5001,-0.3378,0.516025,0
CGS-15943,0.5373,0.5582,0.7919,0.6819,-0.321,0.642325,0
Bexarotene,0.5362,NA,0.6393,0.429,-0.41,0.5348333333333333,1
Venlafaxine,0.5361,0.3579,0.4156,0.8589,-0.4499,0.542125,0
Diosmin,0.5354,NA,0.5869,0.4791,-0.4852,0.5338,1
Oxidopamine,0.5352,NA,0.6478,0.4138,-0.3253,0.5322666666666667,1
Dinaciclib,0.5344,0.423,0.6922,0.4528,-0.4244,0.5256,0
Toremifene,0.5338,0.4348,0.6818,0.6241,-0.4399,0.568625,0
Milciclib (PHA-848125),0.5337,0.4873,0.6005,0.4536,-0.3255,0.518775,0
Gemcitabine,0.5312,0.6065,0.743,0.7071,-0.3305,0.64695,0
PFI-1,0.531,0.4359,0.5956,0.4865,-0.333,0.51225,0
Salermide,0.5301,0.4783,0.7489,0.5536,-0.3521,0.577725,0
Salermide,0.5301,0.4783,0.7489,0.5536,-0.3521,0.577725,0
Fccp,0.528,0.5281,0.539,0.4209,-0.3491,0.504,0
WHI-P97,0.5277,0.3991,0.7498,0.4321,-0.3709,0.527175,0
Tiotidine,0.5276,NA,0.6014,NA,-0.7044,0.5645,2
MST-312,0.5276,NA,0.6053,0.5379,-0.3291,0.5569333333333333,1
Sorafenib,0.5274,0.4461,0.7287,0.6396,-0.3216,0.58545,0
MG-132,0.5271,0.534,0.6546,0.5462,-0.3211,0.565475,0
AZD-5438,0.5268,0.4763,0.6411,0.5822,-0.324,0.5566,0
PJ34,0.5265,0.3527,0.6284,0.6105,-0.4575,0.529525,0
Alvocidib,0.5255,0.4039,0.7061,0.557,-0.3251,0.548125,0
Dexamethasone Acetate,0.5252,0.3677,0.641,0.5855,-0.3518,0.52985,0
Megestrol Acetate,0.5249,0.5715,0.4798,0.4761,-0.4004,0.5130750000000001,0
AS601245,0.5244,0.4599,0.7021,0.5867,-0.339,0.568275,0
YM90709,0.5239,0.3627,0.6266,0.3732,-0.3852,0.4716,0
PG 490,0.5231,0.495,0.6402,0.4617,-0.4307,0.53,0
ZM323881,0.5217,0.3397,0.6763,0.3934,-0.4212,0.482775,0
Thioridazine,0.5214,0.5129,0.7726,0.5129,-0.3781,0.57995,0
Bifonazole,0.521,0.3525,0.6306,0.4139,-0.3255,0.47950000000000004,0
NKP608,0.5209,0.4896,0.7117,0.5286,-0.4421,0.5627,0
CHEMBL1083527,0.5206,0.504,0.7603,0.5358,-0.4109,0.580175,0
NVP-AUY922,0.5205,NA,0.759,0.525,-0.3422,0.6015,1
CHEMBL2132289,0.5203,0.3567,0.6418,0.5815,-0.3345,0.525075,0
Calcitriol,0.5198,0.5845,0.6381,0.4956,-0.4126,0.5595,0
BRD-M54407015,0.5196,NA,0.5997,NA,-0.4748,0.55965,2
Tyrphostin 51,0.5194,NA,0.6653,0.6409,-0.4909,0.6085333333333334,1
Leflunomide,0.5181,NA,0.6591,0.5255,-0.4816,0.5675666666666667,1
Mocetinostat,0.5178,0.4076,0.7337,0.6711,-0.3375,0.58255,0
Fluvastatin,0.5169,0.4303,0.5824,0.5134,-0.5181,0.51075,0
MLS000108814,0.5168,0.4854,0.5379,0.437,-0.3328,0.494275,0
MLN-0128,0.5162,0.4613,0.7039,0.3943,-0.326,0.518925,0
Triptolide (PG490),0.5159,NA,0.7688,NA,-0.4178,0.64235,2
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.5155,0.4707,0.6931,0.6629,-0.325,0.58555,0
CHEMBL1394624,0.5153,0.4195,NA,0.5218,-0.3452,0.4855333333333333,1
COT-10B,0.5152,0.4643,0.6212,0.7854,-0.3315,0.596525,0
Chaetocin,0.5144,0.3828,0.5587,0.6863,-0.3566,0.53555,0
1228746-78-8,0.5143,NA,0.696,NA,-0.4403,0.60515,2
BI-2536,0.5133,0.5047,0.7128,0.7083,-0.4109,0.609775,0
Narciclasine,0.5132,0.4597,0.5969,0.6882,-0.3383,0.5645,0
IN1451,0.5127,NA,0.741,0.343,-0.6191,0.5322333333333333,1
4-Deoxyuridine,0.5126,0.4778,0.6364,0.5333,-0.3266,0.540025,0
NU-7441,0.5123,0.5563,0.6466,0.4829,-0.3353,0.549525,0
HG-14-10-04,0.5121,0.4,0.7787,0.5374,-0.4129,0.55705,0
M3M3FBS,0.5121,NA,0.718,0.5505,-0.3459,0.5935333333333334,1
PI828,0.5109,0.5122,0.6049,NA,-0.3316,0.5426666666666666,1
Pioglitazone,0.5106,0.404,0.7407,0.5563,-0.4135,0.5529000000000001,0
Phloretin,0.5103,0.444,0.6546,0.5614,-0.3248,0.542575,0
SCHEMBL3958507,0.5098,0.3543,0.6839,0.7931,-0.343,0.585275,0
SCHEMBL3958507,0.5098,0.3543,0.6839,0.7931,-0.343,0.585275,0
BRD-K90700939,0.5094,0.3589,0.6394,NA,-0.4275,0.5025666666666666,1
CHEMBL1270912,0.5089,NA,0.6523,0.4978,-0.4534,0.553,1
LY-294002,0.5082,0.5088,0.7045,0.7658,-0.3237,0.6218250000000001,0
GSK-3 Inhibitor IX,0.5082,0.5391,0.6053,0.6517,-0.3224,0.576075,0
CHEMBL1270312,0.5081,NA,0.5789,NA,-0.4422,0.5435,2
SB-216763,0.5081,0.6392,0.648,0.7989,-0.3259,0.64855,0
Bithionol,0.5081,0.5054,0.5129,0.3742,-0.3281,0.47514999999999996,0
Ivachtin,0.5079,NA,0.5514,NA,-0.4654,0.52965,2
ZG-10,0.5078,0.3871,0.6993,0.3814,-0.4129,0.4939,0
Erismodegib,0.5076,NA,0.7057,0.5059,-0.5146,0.5730666666666667,1
Rimonabant,0.5074,0.5892,0.4717,0.4884,-0.3664,0.5141749999999999,0
LY 2183240,0.5069,0.4597,0.5788,0.6579,-0.4232,0.550825,0
Chlormezanone,0.5064,NA,0.4275,0.5754,-0.4811,0.5031,1
MLS003568130,0.5062,NA,0.618,0.4614,-0.325,0.5285333333333333,1
Dalcetrapib,0.5059,NA,0.741,0.4917,-0.4278,0.5795333333333333,1
KW-2478,0.505,0.6218,0.5869,0.5806,-0.3264,0.573575,0
Alpelisib,0.5046,0.4427,0.7413,0.4472,-0.3319,0.53395,0
MLN 2238,0.5043,0.5507,0.7099,0.661,-0.3224,0.606475,0
Lanacordin,0.5038,0.3732,0.5394,0.4809,-0.4784,0.474325,0
ASN 05257430,0.5038,NA,0.758,0.5695,-0.4962,0.6104333333333334,1
Liothyronine,0.5036,NA,0.5827,0.3598,-0.4524,0.48203333333333337,1
CHEMBL179288,0.5034,0.4226,0.69,0.5018,-0.3407,0.52945,0
CHEMBL399379,0.5031,0.598,0.768,0.7105,-0.3264,0.6449,0
Midostaurin,0.5028,0.3954,0.7119,0.4122,-0.3626,0.505575,0
MLN-8054,0.5027,0.5393,0.7493,0.7413,-0.336,0.63315,0
362-74-3,0.5026,NA,0.5868,0.8577,-0.3222,0.6490333333333334,1
Digitoxigenin,0.5024,NA,0.6157,0.4134,-0.4851,0.5105,1
Flurbiprofen,0.5023,0.3316,NA,NA,-0.3868,0.41695,2
Halofantrine,0.5008,0.3953,0.6082,0.3615,-0.3334,0.46645,0
CHEMBL1573436,0.4996,NA,0.3891,NA,-0.3482,0.44435,2
Regorafenib,0.4991,0.4268,0.6565,0.5414,-0.3271,0.53095,0
Trimidox,0.4988,NA,0.6696,0.4504,-0.3506,0.5396,1
Niclosamide,0.498,0.5572,0.6943,0.7633,-0.3234,0.6282,0
CHIR-265,0.4972,0.4736,0.6783,0.5599,-0.3364,0.55225,0
WZ-4-145,0.4968,0.5668,0.7474,0.6475,-0.3328,0.614625,0
AC1OCDAW,0.4967,0.4568,0.671,0.3954,-0.3533,0.504975,0
Meisoindigo,0.4967,0.3968,0.6053,0.5171,-0.3308,0.503975,0
BSPBIO_001592,0.4966,0.3535,0.7394,0.5958,-0.5104,0.546325,0
Apatinib Hydrochloride,0.4966,0.5127,0.5785,0.6737,-0.3252,0.565375,0
CHEMBL2132717,0.4961,0.4179,0.7215,0.61,-0.3555,0.561375,0
PNU-74654,0.4961,0.3852,0.6503,0.6826,-0.3259,0.55355,0
BRD-A24396574-001-01-5,0.4958,0.5004,0.7015,0.5534,-0.3766,0.562775,0
BRD-K04534322,0.4957,0.4143,0.5943,0.3831,-0.3689,0.47185,0
Olmesartan Medoxomil,0.4956,0.4088,0.634,0.5081,-0.4697,0.511625,0
BRD-K41335306,0.4956,0.3924,0.6645,NA,-0.3211,0.5175,1
MLS001033149,0.4955,0.6293,0.5416,0.5371,-0.3412,0.550875,0
"SB 203580, SULFONE",0.4951,0.3493,0.6478,0.3875,-0.4299,0.46992500000000004,0
AZD-1775,0.4949,0.5548,0.6979,0.8788,-0.3213,0.6566,0
CHEMBL3188581,0.4948,0.4311,NA,0.7346,-0.3519,0.5535,1
COL-3,0.4943,0.6068,0.6927,0.6804,-0.3225,0.61855,0
Aurora A Inhibitor I,0.4939,0.5516,0.6584,0.5702,-0.4369,0.568525,0
CHEMBL2130683,0.493,0.3879,0.3926,0.4238,-0.3768,0.424325,0
CHEMBL2355034,0.4927,0.4429,0.6274,0.4226,-0.4124,0.4964,0
CHEMBL416418,0.4924,0.4737,0.5664,0.4992,-0.3269,0.507925,0
Cobimetinib,0.4923,0.3823,0.6733,0.4818,-0.4011,0.507425,0
HEMICHOLINIUM-3,0.4918,NA,0.5976,0.4947,-0.506,0.5280333333333334,1
Altrenogest,0.4912,0.544,0.7064,0.5056,-0.3927,0.5618000000000001,0
Oleoylethanolamide,0.4908,0.3424,NA,0.4442,-0.4301,0.4258,1
Palomid 529 (P529),0.4903,0.4856,NA,0.497,-0.4563,0.49096666666666666,1
Epirubicin,0.4902,0.5674,0.6625,0.4147,-0.3234,0.5337000000000001,0
BDBM82056,0.49,NA,0.5561,0.346,-0.3343,0.46403333333333335,1
Clozapine,0.4891,0.7479,0.566,0.6255,-0.5295,0.6071249999999999,0
Clotrimazole,0.4888,0.4015,0.5722,0.4348,-0.3566,0.474325,0
Alvimopan (monohydrate),0.4888,NA,0.7447,0.6405,-0.4099,0.6246666666666667,1
Tacedinaline,0.4885,0.5319,0.879,0.7033,-0.3383,0.650675,0
AMG-9810,0.4884,0.3603,0.5783,0.4631,-0.4745,0.47252500000000003,0
Pimasertib,0.4882,0.4369,0.779,0.4708,-0.336,0.543725,0
Curcumin,0.4881,0.5444,0.7012,0.6215,-0.3261,0.5888,0
Acetyl-Geranyl-Cysteine,0.4875,0.4725,0.5934,0.3456,-0.3294,0.47475,0
Perphenazine,0.4873,0.4539,0.5624,0.4855,-0.321,0.497275,0
SCHEMBL16226502,0.4873,0.4606,0.6694,0.5144,-0.3362,0.532925,0
Strophanthidin,0.4869,0.3315,0.5705,0.4505,-0.4091,0.45985,0
Chlorthalidone,0.4868,NA,0.601,0.5041,-0.4318,0.5306333333333333,1
Mbcq,0.4865,NA,0.5988,0.3733,-0.4209,0.4862,1
CHEMBL2133926,0.4861,0.3936,0.7015,0.4998,-0.4454,0.52025,0
Gibberellin A3,0.486,0.337,0.7371,0.4485,-0.4412,0.50215,0
Podofilox,0.4859,0.4906,0.5377,0.568,-0.3366,0.52055,0
KUC107191N,0.4857,0.331,NA,NA,-0.3456,0.40835,2
ICG-001,0.4855,0.3682,0.6866,0.4093,-0.3434,0.4874,0
EMF-sumo1-1,0.4854,0.4081,0.5939,0.6232,-0.3419,0.52765,0
CHEMBL1515144,0.4852,0.3288,0.5938,0.4465,-0.5408,0.463575,0
SMR000217164,0.4851,0.4453,0.6149,0.7343,-0.324,0.5699,0
Belinostat,0.485,0.4674,0.6802,0.5012,-0.3242,0.53345,0
Zileuton,0.4849,0.4906,0.686,0.8152,-0.3217,0.619175,0
BRD-K17890048,0.4847,NA,0.7807,0.4649,-0.4969,0.5767666666666666,1
BGT-226,0.4844,0.5189,0.6327,0.4348,-0.3233,0.5177,0
Tretinoin,0.4844,0.4465,0.5685,0.5044,-0.3659,0.50095,0
Etofenamate,0.4841,NA,0.5742,NA,-0.4769,0.52915,2
Amodiaquine,0.4838,0.391,0.7242,0.6682,-0.4182,0.5668,0
BRD-K26119753,0.4834,0.4212,0.6637,0.5264,-0.325,0.523675,0
BRD-K92923799-001-01-0,0.4834,NA,0.3937,0.4199,-0.4275,0.43233333333333335,1
CHEMBL2133868,0.483,0.4082,0.7049,0.481,-0.3739,0.5192749999999999,0
Tranilast,0.4816,NA,0.497,0.5015,-0.3211,0.4933666666666666,1
BRD-K62450654,0.4816,NA,0.6164,NA,-0.4359,0.5489999999999999,2
C24H25CLFN5O3,0.4813,0.4715,0.7628,0.6407,-0.3249,0.589075,0
LY2801653,0.4804,0.4247,0.598,0.8417,-0.3352,0.5862,0
AZD7545,0.4803,0.3601,0.7237,0.4017,-0.3389,0.49145,0
Gamolenic acid,0.4802,NA,0.6062,0.4157,-0.4277,0.5007,1
BRD-K10010115,0.48,0.3566,0.6996,0.4638,-0.3584,0.5,0
Trifluoperazine,0.48,0.4198,0.7727,0.8635,-0.3219,0.634,0
Allitinib,0.4788,0.7191,0.6873,0.485,-0.4307,0.59255,0
BRD-K35638681,0.4786,0.3394,0.6458,0.3827,-0.4366,0.461625,0
Tigecycline,0.4785,0.5352,0.6905,0.3774,-0.3507,0.5204,0
AZD-8330,0.4785,0.7152,0.7633,0.5838,-0.322,0.6352,0
SMP2_000081,0.4783,NA,0.5295,0.6481,-0.4901,0.5519666666666667,1
CHEMBL2360495,0.4781,0.3938,0.6703,0.5599,-0.4336,0.525525,0
Cymarin,0.478,0.3557,0.4726,0.5138,-0.4132,0.455025,0
331771-20-1,0.4778,0.5123,0.7422,0.6221,-0.3414,0.5886,0
Trametinib,0.4778,0.4978,0.7957,0.4917,-0.3293,0.56575,0
SPECTRUM2_001084,0.4777,0.37,0.5411,0.4419,-0.419,0.457675,0
PI-103,0.4775,0.5421,0.7529,0.5536,-0.3229,0.581525,0
ABT-751,0.4771,0.3784,0.573,0.5392,-0.4186,0.491925,0
Lexibulin,0.4769,0.5309,0.6321,0.6897,-0.3346,0.5824,0
Menadione,0.4767,0.5209,0.6249,0.548,-0.3254,0.542625,0
Pilaralisib,0.4758,0.4315,0.6806,0.705,-0.3546,0.573225,0
Desoxymetasone,0.4754,0.5333,0.5647,0.4152,-0.3652,0.49715,0
Proscillaridin-A,0.4749,NA,NA,0.4408,-0.3327,0.45785,2
CHEMBL1406616,0.4747,0.473,0.5614,0.4187,-0.3218,0.48195,0
SSR 69071,0.4746,0.3957,0.6223,0.4653,-0.3438,0.489475,0
MLS006011051,0.4741,0.4218,0.7646,0.7661,-0.3567,0.60665,0
Bisindolylmaleimide IX,0.4739,0.403,0.5963,0.389,-0.4308,0.46555,0
Liranaftate,0.4739,NA,0.6628,0.3745,-0.3655,0.5037333333333334,1
Nilotinib,0.4738,0.5179,0.7104,0.8495,-0.3498,0.6379,0
PP-30,0.4737,0.3646,0.7533,0.438,-0.4786,0.5074,0
"Ridaforolimus (Deforolimus, MK-8669)",0.4736,0.4062,0.57,0.7015,-0.3359,0.537825,0
PF750,0.4735,0.4644,0.6871,0.7443,-0.3318,0.592325,0
Balicatib,0.4732,NA,0.5778,0.3639,-0.4209,0.47163333333333335,1
GW620972X,0.4727,0.5053,0.6283,0.7098,-0.3248,0.579025,0
Nullscript,0.4725,NA,NA,0.3637,-0.5214,0.4181,2
Refametinib,0.4722,0.3372,0.6829,0.5183,-0.3573,0.50265,0
XMD 8-92,0.4721,0.5341,0.5766,0.4698,-0.41,0.51315,0
Pelitinib,0.4718,0.4935,0.731,0.5572,-0.3266,0.563375,0
BRD-8899,0.4718,NA,NA,0.4882,-0.4835,0.48,2
"Triazolothiadiazine, 22",0.4715,0.3314,NA,0.5457,-0.3346,0.4495333333333333,1
Cerulenin,0.4712,0.4893,0.6332,0.3808,-0.342,0.493625,0
Prochlorperazine,0.4708,0.4136,0.6237,0.5226,-0.5145,0.507675,0
"2-(4,5-Dihydro-1H-imidazol-2-yl)quinoxaline",0.4701,NA,NA,0.4921,-0.4282,0.48109999999999997,2
PF431396,0.47,0.3962,0.6997,0.5513,-0.3398,0.5293,0
Sertraline,0.4699,0.5095,0.5674,0.5665,-0.3443,0.5283249999999999,0
Cilnidipine,0.4698,0.323,0.6254,0.4316,-0.3309,0.46244999999999997,0
SB743921,0.4696,0.4362,0.5136,0.5567,-0.3275,0.494025,0
Omacetaxine Mepesuccinate,0.4696,0.3562,NA,0.5128,-0.3334,0.44620000000000004,1
Felbamate,0.4695,0.7239,0.5776,0.6062,-0.4252,0.5942999999999999,0
R547,0.4681,0.4767,NA,0.4744,-0.3223,0.4730666666666667,1
VU0418939-2,0.468,0.4105,0.5553,0.4967,-0.3218,0.48262499999999997,0
"Methyl-6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",0.4679,0.3854,NA,NA,-0.414,0.42665,2
Ricolinostat,0.4678,0.4434,0.6409,0.5488,-0.3224,0.525225,0
RS-127445,0.4678,NA,0.5629,NA,-0.514,0.51535,2
CID 75577922,0.4675,0.3789,NA,0.4561,-0.4582,0.4341666666666667,1
HMS1476K01,0.4671,0.3758,0.6411,0.5989,-0.4741,0.520725,0
GW 405833,0.467,0.4711,0.6229,0.4603,-0.3393,0.505325,0
Colchicine,0.4669,0.4287,0.5363,0.6603,-0.605,0.52305,0
