threshold,fda_status,compound,num
0,non_fda,CHEMBL277800,1
0,non_fda,CHEMBL3182395,1
0,non_fda,CHEMBL3185054,1
0,non_fda,CHEMBL3186554,1
0,non_fda,CHEMBL3188661,1
0,non_fda,CHEMBL3400874,1
0,non_fda,CHEMBL34095,1
0,non_fda,CHEMBL436817,1
0,non_fda,CHEMBL475341,1
0,non_fda,CHEMBL493153,1
0,non_fda,CHEMBL520231,1
0,non_fda,CHEMBL552425,1
0,non_fda,CHEMDIV3_005068,1
0,non_fda,CHIR-99021,1
0,non_fda,CID 74180475,1
0,non_fda,CID 75037095,1
0,non_fda,CID 75060944,1
0,non_fda,CL-976,1
0,non_fda,COL-3,1
0,non_fda,CPI-613,1
0,non_fda,CX-5461,1
0,non_fda,EX-8678,1
0,non_fda,F1061-0166,1
0,non_fda,FPL-55712,1
0,non_fda,GDC-0980 (RG7422),1
0,non_fda,GMX1778,1
0,non_fda,GR-55562,1
0,non_fda,GSK 1059615,1
0,non_fda,GSK 3BETA Inhibitor VIII,1
0,non_fda,GSK 525762A,1
0,non_fda,GSK-1070916,1
0,non_fda,GSK-3 Inhibitor II,1
0,non_fda,GSK1292263,1
0,non_fda,GW-5074,1
0,non_fda,GW620972X,1
0,non_fda,GW843682X,1
0,non_fda,H7,1
0,non_fda,HA 14-1,1
0,non_fda,"HDACi1,2+3_mix",1
0,non_fda,HG-5-88-01,1
0,non_fda,HMN-214,1
0,non_fda,HMS1476K01,1
0,non_fda,HSCI1_000314,1
0,non_fda,IC 261,1
0,non_fda,IN1054,1
0,non_fda,ITK Inhibitor,1
0,non_fda,KPT-330,1
0,non_fda,KUC111774N,1
0,non_fda,KW-2449,1
0,non_fda,L-690488,1
0,non_fda,LY2801653,1
0,non_fda,LY2874455,1
0,non_fda,M3M3FBS,1
0,non_fda,MAYBRIDGE4_003028,1
0,non_fda,MBX-2982,1
0,non_fda,MDL-28170,1
0,non_fda,MEGXP0_000778,1
0,non_fda,MK-2206,1
0,non_fda,ML130,1
0,non_fda,MLN-0128,1
0,non_fda,MLS-0435541.0001,1
0,non_fda,MLS-0435555.0001,1
0,non_fda,MLS001333211,1
0,non_fda,MLS002222336,1
0,non_fda,MLS002473918,1
0,non_fda,MLS003129913,1
0,non_fda,MLS003179190,1
0,non_fda,MLS003271340,1
0,non_fda,MRE-269,1
0,non_fda,N6022,1
0,non_fda,NCGC00011767,1
0,non_fda,NCGC00166323-01,1
0,non_fda,NCGC00170405-01,1
0,non_fda,NSC141540,1
0,non_fda,NSC95397,1
0,non_fda,PCL2_000101,1
0,non_fda,PCL2_000154,1
0,non_fda,PF-03758309,1
0,non_fda,PF-03814735,1
0,non_fda,PF-562271,1
0,non_fda,PF431396,1
0,non_fda,PFI-1,1
0,non_fda,PG 490,1
0,non_fda,PHA-793887,1
0,non_fda,Phorbol 12-myristate-13-acetate,1
0,non_fda,PI-103,1
0,non_fda,PIK 75,1
0,non_fda,PK-11195,1
0,non_fda,PP 2,1
0,non_fda,PP 3,1
0,non_fda,PP-30,1
0,non_fda,PS-1145,1
0,non_fda,PX 12,1
0,non_fda,QS-11,1
0,non_fda,R547,1
0,non_fda,RO-281675,1
0,non_fda,RO4987655,1
0,non_fda,S18986,1
0,non_fda,SA-1938820,1
0,non_fda,SAN1_003817,1
0,non_fda,SAR245409,1
0,non_fda,SB 242235,1
0,non_fda,SB-216763,1
0,non_fda,SB590885,1
0,non_fda,SCHEMBL12684744,1
0,non_fda,SCHEMBL13991002,1
0,non_fda,SCHEMBL15556278,1
0,non_fda,SCHEMBL16226502,1
0,non_fda,SCHEMBL16892136,1
0,non_fda,SCHEMBL16980224,1
0,non_fda,SCHEMBL17497626,1
0,non_fda,SCHEMBL2608041,1
0,non_fda,SCHEMBL6851809,1
0,non_fda,SGX-523,1
0,non_fda,SKF 89976-A,1
0,non_fda,SMER28,1
0,non_fda,SMP2_000081,1
0,non_fda,SMR000075319,1
0,non_fda,SPECTRUM_001259,1
0,non_fda,SPOX1_000823,1
0,non_fda,SQ22536,1
0,non_fda,SR-2640,1
0,non_fda,ST004815,1
0,non_fda,ST012525,1
0,non_fda,STK219801,1
0,non_fda,STK468807,1
0,non_fda,SU-11652,1
0,non_fda,TAE-684,1
0,non_fda,TAK-700 (Orteronel),1
0,non_fda,TAK-715,1
0,non_fda,TAS-103 (dihydrochloride),1
0,non_fda,TENOVIN-1,1
0,non_fda,TG100-115,1
0,non_fda,TGX 221,1
0,non_fda,TH-302,1
0,non_fda,TL_HRAS26,1
0,non_fda,Tyrphostin AG 538,1
0,non_fda,Tyrphostin AG-1478,1
0,non_fda,UNII-5J49Q6B70F,1
0,non_fda,UNII-CVL1685GPH,1
0,non_fda,W 7,1
0,non_fda,WZ 4002,1
0,non_fda,WZ-4-145,1
0,non_fda,XL-147,1
0,non_fda,XMD-1499,1
0,non_fda,Y-39983,1
0,non_fda,ZINC03849784,1
0,non_fda,ZINC77024257,1
0.26,fda,(-)-Huperzine a,1
0.26,fda,(-)-Tramadol,1
0.26,fda,(+)-Camptothecin,1
0.26,fda,(+)-SK&F 10047 hydrochloride,1
0.26,fda,(+)-Taxifolin,1
0.26,fda,(+/-)-Kavain,1
0.26,fda,"(13S)-3-Hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",1
0.26,fda,"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",1
0.26,fda,(3-Chlorophenyl)[4-(7-chloroquinolin-4-yl)piperazin-1-yl]methanone,1
0.26,fda,(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,1
0.26,fda,"(3S,11bs)-Tetrabenazine",1
0.26,fda,(4-{[(4-Fluorophenyl)sulfonyl](methyl)amino}phenoxy)acetic acid,1
0.26,fda,"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",1
0.26,fda,(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,1
0.26,fda,"(R,R)-Tramadol",1
0.26,fda,"(R,S)-Indatraline",1
0.26,fda,(R)-SKF-38393,1
0.26,fda,"(S, R)-Mefloquine",1
0.26,fda,(S)-(-)-BAY K 8644,1
0.26,fda,(S)-Tipifarnib,1
0.26,fda,(Z) Fluvoxamine,1
0.26,fda,(Z)-Guggulsterone,1
0.26,fda,[(8-Methyl-2-oxo-4-phenyl-2H-chromen-7-yl)oxy]acetic acid,1
0.26,fda,[3H]NEMONAPRIDE,1
0.26,fda,Abexinostat,1
0.26,fda,Abiraterone,1
0.26,fda,Acamprosate,1
0.26,fda,Acarbose,1
0.26,fda,Acdpp,1
0.26,fda,Acebutolol,1
0.26,fda,ACECAINIDE HYDROCHLORIDE,1
0.26,fda,Acetaminophen,1
0.26,fda,Acetyl-Farnesyl-Cysteine,1
0.26,fda,Acetyl-Geranyl-Cysteine,1
0.26,fda,Acetylcysteine,1
0.26,fda,ACEXAMIC ACID,1
0.26,fda,Acipimox,1
0.26,fda,Acitretin,1
0.26,fda,Aclidinium Bromide,1
0.26,fda,Actarit,1
0.26,fda,Actinomycin-D,1
0.26,fda,Acyclovir,1
0.26,fda,Adapalene,1
0.26,fda,Adenosine,1
0.26,fda,Adoprazine,1
0.26,fda,Afatinib,1
0.26,fda,Afuresertib,1
0.26,fda,AHOUBRCZNHFOSL-UHFFFAOYSA-N,1
0.26,fda,Alaproclate,1
0.26,fda,Albendazole,1
0.26,fda,Alendronic acid,1
0.26,fda,Alexidine,1
0.26,fda,Alfuzosin,1
0.26,fda,Alimta,1
0.26,fda,Alitretinoin,1
0.26,fda,Allantoin,1
0.26,fda,Allitinib,1
0.26,fda,Allopurinol,1
0.26,fda,Almorexant (hydrochloride),1
0.26,fda,Aloisine,1
0.26,fda,Aloisine A,1
0.26,fda,Alpelisib,1
0.26,fda,Alpha-(2-furanylmethylene)-1H-benzimidazole-2-acetonitrile,1
0.26,fda,Alpha-Solanine,1
0.26,fda,Alpha-Tochopherol,1
0.26,fda,Alprazolam,1
0.26,fda,Altanserin,1
0.26,fda,Altretamine,1
0.26,fda,Alvespimycin,1
0.26,fda,Alvocidib,1
0.26,fda,Amantadine,1
0.26,fda,Ambroxol,1
0.26,fda,Amdinocillin Pivoxil,1
0.26,fda,Amethopterin,1
0.26,fda,AMIKACIN HYDRATE,1
0.26,fda,Amineptine,1
0.26,fda,Aminocaproic acid,1
0.26,fda,Aminogenistein,1
0.26,fda,Aminoglutethimide,1
0.26,fda,Aminolevulinic acid,1
0.26,fda,Aminosalicylic acid,1
0.26,fda,Amiodarone,1
0.26,fda,amisulpride,1
0.26,fda,Amitrole,1
0.26,fda,Amlexanox,1
0.26,fda,amlodipine,1
0.26,fda,Amlodipine,1
0.26,fda,Ammonium Glycyrrhizinate,1
0.26,fda,Amodiaquine,1
0.26,fda,Amonafide,1
0.26,fda,Amoxapine,1
0.26,fda,Amoxicillin,1
0.26,fda,Amperozide,1
0.26,fda,Ampiroxicam,1
0.26,fda,AMSACRINE,1
0.26,fda,Amuvatinib,1
0.26,fda,Amylocaine,1
0.26,fda,Anagrelide,1
0.26,fda,"ANANDAMIDE (20:3,N-6)",1
0.26,fda,Anastrozole,1
0.26,fda,Andarine,1
0.26,fda,Andreson,1
0.26,fda,Andrographolide,1
0.26,fda,Androstanol,1
0.26,fda,Androstenedione,1
0.26,fda,Androstenol,1
0.26,fda,Anidulafungin,1
0.26,fda,ANISODAMINE HYDROBROMIDE,1
0.26,fda,Antazoline,1
0.26,fda,Antimycin A,1
0.26,fda,Antipyrine,1
0.26,fda,Aphidicolin,1
0.26,fda,apigenin,1
0.26,fda,Apigenin,1
0.26,fda,Apigenin Triacetate,1
0.26,fda,Apilimod,1
0.26,fda,"Apitolisib (gdc-0980, rg7422)",1
0.26,fda,APIXABAN,1
0.26,fda,Apocynin,1
0.26,fda,Apomorphine,1
0.26,fda,Apoptosis Activator II,1
0.26,fda,AR-C133057XX,1
0.26,fda,Arachidonamide,1
0.26,fda,Arachidonyl Trifluoromethylketone,1
0.26,fda,Arbutin,1
0.26,fda,Argatroban,1
0.26,fda,Arglabin,1
0.26,fda,Aripiprazole,1
0.26,fda,Armodafinil,1
0.26,fda,Artesunate,1
0.26,fda,ARTESUNATE,1
0.26,fda,Arundine,1
0.26,fda,Arvanil,1
0.26,fda,Arylmorpholine analog 37,1
0.26,fda,ascorbic-acid,1
0.26,fda,Astemizole,1
0.26,fda,Atenolol,1
0.26,fda,Atipamezole (hydrochloride),1
0.26,fda,Atomoxetine,1
0.26,fda,atorvastatin,1
0.26,fda,Atorvastatin,1
0.26,fda,Atpa,1
0.26,fda,Atractyloside,1
0.26,fda,Atrasentan (hydrochloride),1
0.26,fda,Auraptene,1
0.26,fda,Avasimibe,1
0.26,fda,Avrainvillamide,1
0.26,fda,Avrainvillamide Analog 3,1
0.26,fda,Avrainvillamide Analog 5,1
0.26,fda,Avrainvillamide-analog-1,1
0.26,fda,Avrainvillamide-analog-6,1
0.26,fda,Azacitidine,1
0.26,fda,Azathioprine,1
0.26,fda,Azithromycin,1
0.26,fda,Bafilomycin A1,1
0.26,fda,Balapiravir,1
0.26,fda,Balicatib,1
0.26,fda,Baricitinib,1
0.26,fda,Beclomethasone Dipropionate,1
0.26,fda,BECLOMETHASONE DIPROPIONATE,1
0.26,fda,Belinostat,1
0.26,fda,Bemegride,1
0.26,fda,Benactyzine,1
0.26,fda,Benoxinate,1
0.26,fda,Benperidol,1
0.26,fda,benproperine,1
0.26,fda,Benproperine,1
0.26,fda,Benzamil,1
0.26,fda,Benzohydroxamate,1
0.26,fda,Benzonatate,1
0.26,fda,Benzthiazide,1
0.26,fda,Benzylamine,1
0.26,fda,Benzylpenicillin,1
0.26,fda,Beta-Narcotine,1
0.26,fda,Betaescin,1
0.26,fda,Betamethasone Acetate,1
0.26,fda,Betrixaban,1
0.26,fda,Betulinic acid,1
0.26,fda,Bevirimat,1
0.26,fda,Bezafibrate,1
0.26,fda,BG-STK33-59,1
0.26,fda,Bicalutamide,1
0.26,fda,Bifemelane,1
0.26,fda,Biotin,1
0.26,fda,Bisacodyl,1
0.26,fda,Bithionol,1
0.26,fda,BJM-AF-64,1
0.26,fda,Blebbistatin,1
0.26,fda,Boldine,1
0.26,fda,Bonuten,1
0.26,fda,Bopindolol  malonate,1
0.26,fda,Bosentan,1
0.26,fda,Bretylium,1
0.26,fda,Brivanib,1
0.26,fda,Bromopyruvate,1
0.26,fda,Bromperidol,1
0.26,fda,Brompheniramine,1
0.26,fda,Btcp,1
0.26,fda,Bucladesine,1
0.26,fda,Buddleoflavonoloside,1
0.26,fda,Budesonide,1
0.26,fda,Bufalin,1
0.26,fda,Buflomedil,1
0.26,fda,Bulleyaconitine-A,1
0.26,fda,Bumetanide,1
0.26,fda,Buparlisib,1
0.26,fda,Bupivacaine,1
0.26,fda,Busulfan,1
0.26,fda,Butaclamol (+),1
0.26,fda,Butoconazole,1
0.26,fda,BUTORPHANOL-(+)-TARTRATE (DEA license),1
0.26,fda,Byssochlamic acid,1
0.26,fda,Cabazitaxel,1
0.26,fda,Cabergoline,1
0.26,fda,Cabozantinib,1
0.26,fda,Caffeine,1
0.26,fda,Calcimycin,1
0.26,fda,Calcitriol,1
0.26,fda,Calycanthine,1
0.26,fda,Capsaicin,1
0.26,fda,Carbacyclin,1
0.26,fda,Carbamazepine,1
0.26,fda,"Carbazole, 9-(4-methylbenzoyl)-",1
0.26,fda,Carbenoxolone,1
0.26,fda,Carbetapentane,1
0.26,fda,Carbetocin,1
0.26,fda,Carbinoxamine,1
0.26,fda,Carbonyl Cyanide M-Chlorophenylhydrazone,1
0.26,fda,CARGLUMIC ACID,1
0.26,fda,Carnosol,1
0.26,fda,Carpindolol,1
0.26,fda,Carteolol,1
0.26,fda,Castanospermine,1
0.26,fda,Catechin Pentabenzoate,1
0.26,fda,Cdc,1
0.26,fda,Cefaclor,1
0.26,fda,Cefepime,1
0.26,fda,CEFEPIME HYDROCHLORIDE,1
0.26,fda,Cefoperazone,1
0.26,fda,Ceforanide,1
0.26,fda,CEFOTETAN,1
0.26,fda,Cefoxitin,1
0.26,fda,Cefozopran (hydrochloride),1
0.26,fda,Cefuroxime,1
0.26,fda,Celecoxib,1
0.26,fda,Ceramide,1
0.26,fda,Cerulenin,1
0.26,fda,Cetraxate,1
0.26,fda,Cevimeline hydrochloride,1
0.26,fda,Chaetocin,1
0.26,fda,Chelidonine,1
0.26,fda,Chenodeoxycholic Acid,1
0.26,fda,Chenodiol,1
0.26,fda,chlormadinone-acetate,1
0.26,fda,Chloromycetny,1
0.26,fda,Chloroquine,1
0.26,fda,Chlorpheniramine,1
0.26,fda,Chlorpromazine,1
0.26,fda,Chlorpromazine Sulfone,1
0.26,fda,Chlorpropamide,1
0.26,fda,Chlorprothixene,1
0.26,fda,Chlorthalidone,1
0.26,fda,Cholic acid,1
0.26,fda,Chrysin,1
0.26,fda,CIANIDANOL,1
0.26,fda,CICLESONIDE,1
0.26,fda,Cidoxepin,1
0.26,fda,Ciglitazone,1
0.26,fda,Cilastatin,1
0.26,fda,Cilnidipine,1
0.26,fda,Cilomilast,1
0.26,fda,Cilostamide,1
0.26,fda,Cilostazol,1
0.26,fda,Cimaterol,1
0.26,fda,Cimetidine,1
0.26,fda,Cinaciguat,1
0.26,fda,Cinanserin,1
0.26,fda,Cinnarizine,1
0.26,fda,Cinoxacin,1
0.26,fda,Ciprofibrate,1
0.26,fda,Ciprofloxacin,1
0.26,fda,Ciproxifan,1
0.26,fda,Cirazoline,1
0.26,fda,Cis Lacidipine,1
0.26,fda,Cis-Platin,1
0.26,fda,Cisatracurium Besylate,1
0.26,fda,Citalopram,1
0.26,fda,Clarithromycin,1
0.26,fda,CLIMBAZOLE,1
0.26,fda,Clioquinol,1
0.26,fda,Clobenpropit,1
0.26,fda,clobetasol,1
0.26,fda,Clobetasol Propionate,1
0.26,fda,Clocortolone Pivalate,1
0.26,fda,Clofarabine,1
0.26,fda,Clofibric acid,1
0.26,fda,Clofoctol,1
0.26,fda,Clonidine,1
0.26,fda,Clorgiline,1
0.26,fda,Clotrimazole,1
0.26,fda,Clozapine,1
0.26,fda,Cnqx,1
0.26,fda,Cobicistat (GS-9350),1
0.26,fda,Cobimetinib,1
0.26,fda,Colchicine,1
0.26,fda,Coleoforsin,1
0.26,fda,Conivaptan HCl,1
0.26,fda,Cordycepin,1
0.26,fda,Corticosterone,1
0.26,fda,Corvasal,1
0.26,fda,Coumestrol,1
0.26,fda,Cpccoet,1
0.26,fda,Crizotinib,1
0.26,fda,Crotamitex,1
0.26,fda,Ctpb,1
0.26,fda,Cucurbitacin I,1
0.26,fda,cucurbitacin-i,1
0.26,fda,Cucurbitacin-I,1
0.26,fda,CVF-SUMO-13,1
0.26,fda,Cyanopindolol,1
0.26,fda,Cyclacillin,1
0.26,fda,Cyclobenzaprine,1
0.26,fda,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",1
0.26,fda,Cyclopamine,1
0.26,fda,Cyclopentolate,1
0.26,fda,Cyclophosphamide,1
0.26,fda,Cycloserine,1
0.26,fda,Cyclosporin A,1
0.26,fda,Cymarigenen,1
0.26,fda,Cyproheptadine,1
0.26,fda,Cyproterone Acetate,1
0.26,fda,"CYTARABINE, Cytarabine (Cytosine 1-b-D-arabinofuranoside), CYTIDINE 63878",1
0.26,fda,Cytosporone B,1
0.26,fda,D-Erythro-MAPP,1
0.26,fda,D-LACTITOL MONOHYDRATE,1
0.26,fda,D-Serine,1
0.26,fda,Dabigatran Etexilate,1
0.26,fda,Dacarbazine,1
0.26,fda,Dacomitinib,1
0.26,fda,Dactinomycin,1
0.26,fda,Dalcetrapib,1
0.26,fda,Daminozide,1
0.26,fda,Danazol,1
0.26,fda,Danthron,1
0.26,fda,Daph,1
0.26,fda,Dapivirine (TMC120),1
0.26,fda,Dapsone,1
0.26,fda,Darinaparsin,1
0.26,fda,Daunorubicin,1
0.26,fda,Dcebio,1
0.26,fda,Decitabine,1
0.26,fda,Defactinib,1
0.26,fda,Deferasirox,1
0.26,fda,Deferiprone,1
0.26,fda,Deforolimus,1
0.26,fda,Deguelin,1
0.26,fda,Delcorine,1
0.26,fda,Deltaline,1
0.26,fda,Denbufylline,1
0.26,fda,Deoxycholic acid,1
0.26,fda,Dephostatin,1
0.26,fda,Deracoxib,1
0.26,fda,Desacetoxymatricarin,1
0.26,fda,Desoximetasone,1
0.26,fda,Desoxycorticosterone,1
0.26,fda,Desoxypeganine,1
0.26,fda,dexamethasone,1
0.26,fda,Dexamethasone,1
0.26,fda,Dexamethasone Acetate,1
0.26,fda,Dexfenfluramine,1
0.26,fda,Dexniguldipine,1
0.26,fda,Dexpropranolol,1
0.26,fda,Dexrazoxane,1
0.26,fda,Dextrorphan,1
0.26,fda,Diacerein,1
0.26,fda,Diazepam,1
0.26,fda,Diazoxide,1
0.26,fda,Dibenzepin,1
0.26,fda,Dichloroacetic acid,1
0.26,fda,Dichlorphenamide,1
0.26,fda,Diclofenac,1
0.26,fda,Diclofensine (hydrochloride),1
0.26,fda,Dicyclomine,1
0.26,fda,Didanosine,1
0.26,fda,Dienestrol,1
0.26,fda,Diethylcarbamazine,1
0.26,fda,Diflunisal,1
0.26,fda,Digoxigenin,1
0.26,fda,Digoxin,1
0.26,fda,Dihydroouabain,1
0.26,fda,Dihydrorobustic acid,1
0.26,fda,Dihydrosamidin,1
0.26,fda,Dilazep,1
0.26,fda,Dilevalol,1
0.26,fda,Diltiazem,1
0.26,fda,Dimethisoquin,1
0.26,fda,Dinoprost,1
0.26,fda,Dinoprostone,1
0.26,fda,Diotyrosine,1
0.26,fda,Dioxybenzone,1
0.26,fda,Diphenidol,1
0.26,fda,Diphenoxylate,1
0.26,fda,Diphenylpyraline,1
0.26,fda,Dipraglurant,1
0.26,fda,Dipropyldopamine,1
0.26,fda,Dipyridamole,1
0.26,fda,Dipyrone,1
0.26,fda,Disopyramide,1
0.26,fda,Disulfiram,1
0.26,fda,Dithiolethione,1
0.26,fda,Dizocilpine,1
0.26,fda,DL-Norepinephrine,1
0.26,fda,Dmbi,1
0.26,fda,Dmocp,1
0.26,fda,Docetaxel Intermediate,1
0.26,fda,Doconexent,1
0.26,fda,Dolasetron,1
0.26,fda,Domperidone,1
0.26,fda,Donepezil,1
0.26,fda,Dopamine,1
0.26,fda,Doramapimod,1
0.26,fda,Dorsomorphin,1
0.26,fda,Dorzolamide HCL,1
0.26,fda,Doxazosin,1
0.26,fda,Doxylamine,1
0.26,fda,Droperidol,1
0.26,fda,DROSPIRENONE,1
0.26,fda,Droxinostat,1
0.26,fda,Duloxetine,1
0.26,fda,Dydrogesterone,1
0.26,fda,Econazole,1
0.26,fda,Edaravone,1
0.26,fda,Edrophonium,1
0.26,fda,Ehna,1
0.26,fda,Elacridar,1
0.26,fda,Elesclomol,1
0.26,fda,Eliprodil,1
0.26,fda,Elvitegravir,1
0.26,fda,Emapunil,1
0.26,fda,Emedastine,1
0.26,fda,Emend,1
0.26,fda,EMF-sumo1-1,1
0.26,fda,Emodic acid,1
0.26,fda,Empagliflozin (BI 10773),1
0.26,fda,Emtricitabine,1
0.26,fda,Enalapril,1
0.26,fda,Enclomiphene,1
0.26,fda,Endecaphyllin X,1
0.26,fda,Enoxacin,1
0.26,fda,Enrofloxacin,1
0.26,fda,ENT-Benazepril,1
0.26,fda,Enzalutamide,1
0.26,fda,Epigalocatechin Gallate,1
0.26,fda,Epirizole,1
0.26,fda,Epirubicin,1
0.26,fda,Epirubicin HCl,1
0.26,fda,Epitestosterone,1
0.26,fda,Epitiostanol,1
0.26,fda,Eplerenone,1
0.26,fda,Epothilone A,1
0.26,fda,Equilin,1
0.26,fda,Equol,1
0.26,fda,Erastin,1
0.26,fda,Erbstatin Analog,1
0.26,fda,Ercalcitriol,1
0.26,fda,Ergoatetrine,1
0.26,fda,Ergocryptine,1
0.26,fda,Ergothioneine,1
0.26,fda,Erismodegib,1
0.26,fda,Erlotinib,1
0.26,fda,Erythromycin Estolate,1
0.26,fda,Erythromycin Ethyl Succinate,1
0.26,fda,Escitalopram,1
0.26,fda,Esculin,1
0.26,fda,Esmolol,1
0.26,fda,Esreboxetine,1
0.26,fda,Estradiol,1
0.26,fda,Estradiol Cypionate,1
0.26,fda,ESTRAMUSTINE,1
0.26,fda,Estramustine phosphate sodium,1
0.26,fda,estriol,1
0.26,fda,Estriol,1
0.26,fda,Estrone,1
0.26,fda,estropipate,1
0.26,fda,Ethacrynic acid,1
0.26,fda,Ethamivan,1
0.26,fda,Ethionamide,1
0.26,fda,Ethotoin,1
0.26,fda,"Ethyl {3-[(3,5-dimethoxybenzoyl)amino]phenyl}carbamate",1
0.26,fda,"ethyl 6-(2,3-dihydro-1H-indol-1-ylmethyl)-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate",1
0.26,fda,Ethyl eburnamenine-14-carboxylate,1
0.26,fda,Ethylbeta-carboline-3-carboxylate,1
0.26,fda,ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,1
0.26,fda,Ethylestrenol,1
0.26,fda,Etodolac,1
0.26,fda,Etofenamate,1
0.26,fda,Etomidate,1
0.26,fda,etoposide,1
0.26,fda,Etoposide,1
0.26,fda,ETOPOSIDE,1
0.26,fda,Etoricoxib,1
0.26,fda,Etravirine (TMC125),1
0.26,fda,Eugenitol,1
0.26,fda,Evodiamine,1
0.26,fda,EXALAMIDE,1
0.26,fda,Fadrozole,1
0.26,fda,Falnidamol,1
0.26,fda,Famotidine,1
0.26,fda,FAMPRIDINE,1
0.26,fda,Fast Scarlet,1
0.26,fda,Fasudil,1
0.26,fda,Fatostatin,1
0.26,fda,Fcodpguefhccia-Uhfffaoysa-N,1
0.26,fda,Fdurd,1
0.26,fda,Febuxostat,1
0.26,fda,Fedratinib,1
0.26,fda,Felamidin,1
0.26,fda,Felbamate,1
0.26,fda,Felodipine,1
0.26,fda,Fenofibrate,1
0.26,fda,Fenoldopam,1
0.26,fda,Fenoterol,1
0.26,fda,Fenretinide,1
0.26,fda,Fentiazac,1
0.26,fda,Fexofenadine,1
0.26,fda,Fingolimod (FTY720) HCl,1
0.26,fda,Fipronil,1
0.26,fda,Flavanone,1
0.26,fda,Flavokawain B,1
0.26,fda,Flavoxate,1
0.26,fda,Flecainide,1
0.26,fda,Fluconazole,1
0.26,fda,Flucytosine,1
0.26,fda,Flumazenil,1
0.26,fda,fluocinolone-acetonide,1
0.26,fda,Fluoropyruvate,1
0.26,fda,Fluoxetine,1
0.26,fda,Flupentixol,1
0.26,fda,Fluperlapine,1
0.26,fda,Fluphenazine,1
0.26,fda,Flurbiprofen,1
0.26,fda,Flurofamide,1
0.26,fda,Fluspirilene,1
0.26,fda,Flutamide,1
0.26,fda,fluticasone,1
0.26,fda,Folic acid,1
0.26,fda,Fomepizole,1
0.26,fda,Foretinib,1
0.26,fda,Formoterol,1
0.26,fda,Fosfomycin Tromethamine,1
0.26,fda,Fosinopril,1
0.26,fda,Fraxidin Methyl Ether,1
0.26,fda,Fumonisin-B1,1
0.26,fda,Furosemide,1
0.26,fda,Fusaric acid,1
0.26,fda,Gabexate,1
0.26,fda,Gaboxadol,1
0.26,fda,galantamine,1
0.26,fda,Gallic acid,1
0.26,fda,Gamolenic acid,1
0.26,fda,Ganaxolone,1
0.26,fda,Ganciclovir,1
0.26,fda,Gangaleoidin,1
0.26,fda,Gangleoidin Acetate,1
0.26,fda,Gatifloxacin,1
0.26,fda,Gefitinib,1
0.26,fda,Geldanamycin,1
0.26,fda,Gemfibrozil,1
0.26,fda,Gemifloxacin,1
0.26,fda,Genistein,1
0.26,fda,Gestrinone,1
0.26,fda,Gibberellin A3,1
0.26,fda,Gimeracil,1
0.26,fda,Glafenine,1
0.26,fda,Glimepiride,1
0.26,fda,Glipizide,1
0.26,fda,Gliquidone,1
0.26,fda,Glutamine,1
0.26,fda,Glycerol Monopalmitate,1
0.26,fda,GNF-PF-2272,1
0.26,fda,GNF-PF-4997,1
0.26,fda,Gossypol,1
0.26,fda,Granisetron,1
0.26,fda,GRANISETRON HYDROCHLORIDE,1
0.26,fda,Graveoline,1
0.26,fda,GSK J4,1
0.26,fda,GSK-J2,1
0.26,fda,Guanadrel,1
0.26,fda,Guanfacine,1
0.26,fda,Guggulsterone,1
0.26,fda,"Haematoxylone, Tetramethyl-",1
0.26,fda,Halcinonide,1
0.26,fda,Halofantrine,1
0.26,fda,Hbdde,1
0.26,fda,Heat,1
0.26,fda,Hemado,1
0.26,fda,Heraclenol,1
0.26,fda,Hesperidin,1
0.26,fda,Hexetidine,1
0.26,fda,Hexylcaine,1
0.26,fda,Hinokitiol,1
0.26,fda,Hippeastrine,1
0.26,fda,Hnha,1
0.26,fda,Homatropine,1
0.26,fda,Homosalate,1
0.26,fda,Honokiol,1
0.26,fda,Htfmt,1
0.26,fda,Hydralazine,1
0.26,fda,Hydrastine,1
0.26,fda,Hydrocortisone,1
0.26,fda,Hydroflumethiazide,1
0.26,fda,Hydroxycholesterol,1
0.26,fda,Hydroxyl,1
0.26,fda,Hyoscine N-Oxide,1
0.26,fda,Hypericin,1
0.26,fda,I-BET151,1
0.26,fda,Ibrutinib (PCI-32765),1
0.26,fda,Ibudilast,1
0.26,fda,Ibutilide,1
0.26,fda,Icariin,1
0.26,fda,Ichthynone,1
0.26,fda,Icillin,1
0.26,fda,Idarubicin,1
0.26,fda,Idebenone,1
