compound,a5491,a5492,ha1e2,ht29,mcf72,pc3,vcap1,vcap2
KPT-330,0.38,0.54155,0.4409,0.4567,0.39566666666666667,0.42835,0.529175,0.39843333333333336
Mirtazapine,0.37885,0.46363333333333334,0.422925,0.47923333333333334,0.49035,0.62415,0.49470000000000003,0.5525
SPECTRUM_001522,0.36552,0.38103333333333333,0.517475,0.4145,0.4210333333333333,0.5617,0.65995,0.41364999999999996
LGX818,0.4629333333333333,0.42715000000000003,0.4634666666666667,0.446625,0.36615,0.5373,0.42879999999999996,0.46475
Enzastaurin,0.49272,0.4492,0.54992,0.52595,0.5368,0.562775,0.55716,0.47472
AZD7762,0.42275,0.5162,0.46795,0.463,0.41213333333333335,0.52865,0.5701666666666667,0.5333666666666667
Fluticasone Propionate,0.39718,0.36633333333333334,0.4778,0.45476666666666665,0.4058333333333334,0.6340333333333333,0.659675,0.4142
Y-26763,0.42395,0.3829,0.36735,0.4504,0.4494666666666667,0.4799,0.48818,0.45749999999999996
Crizotinib,0.46352,0.47682,0.59104,0.554075,0.4942666666666667,0.554225,0.65452,0.4819
PF-562271,0.46116,0.534,0.52452,0.582075,0.5529,0.534625,0.5523,0.496
Quinacrine,0.5413,0.44494,0.38351999999999997,0.5626249999999999,0.5575666666666667,0.55065,0.58242,0.45974000000000004
Cephaeline,0.41264999999999996,0.42396666666666666,0.4666,0.4508,0.3572,0.398475,0.46175,0.49695
Riluzole,0.377425,0.5141666666666667,0.41881999999999997,0.4766666666666666,0.4991333333333333,0.560575,0.50012,0.5297499999999999
BMS-754807,0.40104,0.4355,0.52405,0.54165,0.4194333333333333,0.5094,0.6087750000000001,0.4859
Sitagliptin,0.3756,0.36560000000000004,0.48128000000000004,0.42993333333333333,0.3961,0.476875,0.5102800000000001,0.4968
AZD-8330,0.47536,0.49686,0.5121399999999999,0.535975,0.5700666666666667,0.6352,0.57038,0.47448
CHEMBL3347630,0.43757999999999997,0.45815,0.4976,0.5279,0.5308333333333333,0.5277999999999999,0.53416,0.5196000000000001
Probucol,0.36195,0.356475,0.40744,0.5365666666666666,0.5263,0.5163,0.5243333333333333,0.44003333333333333
Formoterol,0.40693999999999997,0.409675,0.42356,0.549275,0.45283333333333337,0.493075,0.4981,0.5081249999999999
CHEMBL2333346,0.4151,0.41033333333333333,0.36826,0.5261333333333333,0.4568666666666667,0.49634999999999996,0.50674,0.5154333333333333
Amonafide,0.4671,0.5238666666666667,0.4047,0.452475,0.3671333333333333,0.4887666666666667,0.50493999999999994,0.4753
CHEMBL2130683,0.35838000000000003,0.4074,0.3845,0.49,0.4172,0.424325,0.6241,0.46712499999999996
Batimastat,0.34698,0.47665,0.4479,0.5030666666666667,0.49539999999999995,0.5146000000000001,0.5333,0.4494666666666667
SB225002,0.41292,0.46399999999999997,0.43778,0.474425,0.3916,0.645625,0.560425,0.4870333333333333
CO-1686 (AVL-301),0.38327500000000003,0.43785,0.38875000000000004,0.473,0.4708,0.49512500000000004,0.4814,0.43160000000000004
I-BET151,0.4426,0.4457,0.48478,0.51755,0.46846666666666664,0.502125,0.48886,0.5563750000000001
U 0126,0.43520000000000003,0.47029999999999994,0.40175,0.47413333333333335,0.5053666666666666,0.5053,0.498925,0.456925
N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,0.37976,0.426875,0.49068,0.41042500000000004,0.5139,0.5551999999999999,0.4868,0.527375
4-Deoxyuridine,0.401075,0.44556666666666667,0.6011,0.525675,0.5828666666666666,0.540025,0.52044,0.3947
Pitavastatin Calcium,0.45798,0.5078666666666667,0.44076,0.572375,0.48860000000000003,0.476325,0.61240000000000006,0.4915
Tranilast,0.3531333333333333,0.5201,0.43245,0.5194,0.4135333333333333,0.4933666666666666,0.42046666666666666,0.53165
PD-407824,0.457225,0.4433,0.46309999999999996,0.432775,0.3440333333333333,0.4838,0.578675,0.421525
Dinaciclib,0.43028,0.4187,0.46158,0.5473666666666667,0.4348,0.5256,0.4268,0.49517500000000003
Erastin,0.4771,0.42445,0.5255,0.4509,0.56845,0.5988666666666667,0.486,0.44580000000000003
Bitopertin,0.35855000000000004,0.4035666666666667,0.41703333333333337,0.47966666666666663,0.5954999999999999,0.41109999999999997,0.5073666666666666,0.46745
LRRK2-IN-1,0.49908,0.46027999999999997,0.52726,0.561325,0.5454333333333333,0.644675,0.52398,0.551175
"Dihydroorotate Dehydrogenase Inhibitor, Brequinar",0.41733333333333333,0.4441,0.5137666666666667,0.5246,0.4343666666666667,0.49317500000000003,0.52244,0.4012
Fluvastatin,0.4766,0.3938,0.4295,0.4584333333333333,0.45580000000000004,0.51075,0.68138,0.4073
Broad-Sai-686,0.38705,0.42546666666666666,0.40296,0.4095333333333333,0.5597333333333333,0.6413,0.55864,0.4362333333333333
Ischemin,0.38739999999999997,0.4232,0.4471,0.4949,0.42510000000000003,0.6002666666666667,0.46848,0.5292
Triacsin C,0.375475,0.49812,0.460625,0.5443,0.36135,0.47053333333333336,0.5496333333333333,0.45615
CHEMBL2143628,0.38152,0.39490000000000003,0.44956,0.4579666666666667,0.4121333333333333,0.440075,0.52235,0.4082
CP-724714,0.48408,0.5679333333333333,0.49144000000000004,0.5272249999999999,0.4933,0.560125,0.54778,0.5472
NVP-BHG712,0.4189,0.42105,0.48862,0.5039750000000001,0.44089999999999996,0.522475,0.5160399999999999,0.50135
Resminostat,0.354,0.3693666666666667,0.3725,0.46535000000000004,0.53,0.430025,0.54748,0.4324
Nafronyl,0.4152,0.396675,0.43668,0.46175,0.4272666666666667,0.5498000000000001,0.4537,0.4529
AC1NWAJL,0.40313333333333334,0.454675,0.47135,0.4412,0.61175,0.5027,0.675475,0.4810333333333333
Fenoldopam,0.35483333333333333,0.38003333333333333,0.44365,0.46495,0.3752,0.481225,0.5059400000000001,0.48686666666666667
Carvedilol,0.44920000000000004,0.37005,0.4553,0.433425,0.45920000000000005,0.4925333333333334,0.60456,0.41788
Dexamethasone Acetate,0.4746,0.46799999999999997,0.5577666666666666,0.4847,0.5534,0.52985,0.5323,0.42906
Atorvastatin,0.481975,0.46814999999999996,0.403925,0.5043,0.4616,0.4615,0.6139,0.439125
PRL-3InhibitorI,0.527875,0.5047333333333334,0.47256,0.471175,0.4869,0.487825,0.481175,0.53185
MLS000709026,0.55866,0.504775,0.53348,0.480325,0.5678,0.60245,0.54596,0.466725
Minoxidil,0.46792,0.4453333333333333,0.47297500000000003,0.5696333333333333,0.46140000000000003,0.5115500000000001,0.568875,0.4847
SB590885,0.58854,0.45246,0.52726,0.53495,0.5429999999999999,0.57435,0.56488,0.4923
CHEMBL436817,0.5181,0.45186,0.499475,0.44185,0.5113,0.6287,0.44232,0.5216000000000001
MLS003448149,0.53894,0.417275,0.3642666666666667,0.51905,0.41846666666666665,0.47952500000000003,0.59502,0.47755000000000003
Prazosin,0.5700000000000001,0.46114,0.3965,0.5415333333333333,0.4296,0.36523333333333335,0.440625,0.418
Indigo Red,0.65015,0.44045,0.446925,0.45147499999999996,0.4186333333333333,0.480325,0.53218,0.4556
114798-26-4,0.4963666666666667,0.41252500000000003,0.5951500000000001,0.54775,0.47293333333333337,0.4927,0.53374,0.4353666666666667
AM-580,0.48608,0.44432000000000005,0.5047666666666667,0.5224500000000001,0.4879,0.5290333333333334,0.53812,0.4048
BRD-K35638681,0.47402,0.3491,0.45275,0.47313333333333335,0.367,0.461625,0.52766,0.5041333333333333
3-Chloro-l-alanine,0.6168,0.48462,0.44475,0.4610666666666667,0.5254666666666666,0.5413,0.55396,0.48278
Ruxolitinib,0.58994,0.47714999999999996,0.55558,0.5283249999999999,0.48693333333333333,0.628875,0.61418,0.49266
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.59162,0.61194,0.60672,0.580225,0.6366666666666667,0.6046,0.64598,0.69364
Wortmannin,0.6456,0.53958,0.5591,0.625625,0.5904,0.6746000000000001,0.6781,0.54516
PF750,0.58864,0.50615,0.47343999999999997,0.49977499999999997,0.45926666666666666,0.592325,0.532,0.498925
Bromopyruvate,0.4917,0.49685,0.36825,0.4628,0.48005,0.5902000000000001,0.462275,0.4349
Valdecoxib,0.5542333333333334,0.37333333333333335,0.44305,0.475925,0.431,0.568075,0.56262,0.4514
Vorinostat,0.55808,0.49774,0.51348,0.5951500000000001,0.6575,0.627975,0.68416,0.61202
Cyclosporine,0.5694,0.404425,0.4681,0.530025,0.40303333333333335,0.477075,0.62632,0.466675
BRD-K10436544,0.55,0.44255,0.47546666666666665,0.440625,0.45103333333333334,0.5430666666666667,0.568875,0.6123333333333334
N9-Isopropylolomoucine,0.5062,0.5753333333333334,0.481375,0.6065333333333333,0.4292666666666667,0.56125,0.5182249999999999,0.42592
Masitinib,0.59892,0.41376,0.456,0.517725,0.5258333333333334,0.49222499999999997,0.61884,0.5012
MLS003672589,0.5246999999999999,0.39242,0.467425,0.5139,0.45393333333333336,0.62,0.5603750000000001,0.44899999999999995
Guanadrel,0.62375,0.3793666666666667,0.4429666666666667,0.45143333333333335,0.51215,0.549075,0.5287333333333333,0.52645
TSU-68,0.5214,0.533675,0.48323333333333335,0.6106333333333334,0.4226666666666667,0.50225,0.4912,0.41598
Radicicol,0.56936,0.52494,0.52074,0.45694999999999997,0.6061,0.5666249999999999,0.534,0.659375
Trichostatin,0.53774,0.4885333333333333,0.445525,0.544175,0.4801666666666667,0.566625,0.54492,0.5179
STK249718,0.48,0.5098,0.4643,0.5691666666666667,0.41635,0.4723,0.4769,0.429
STK219801,0.53904,0.46492,0.49518,0.57075,0.4896333333333333,0.58865,0.53978,0.60825
TORIN1,0.52726,0.40042,0.47404,0.5258,0.46436666666666665,0.5881500000000001,0.58938,0.5928666666666667
Maprotiline,0.50072,0.39644999999999997,0.45334,0.580525,0.3864666666666667,0.564525,0.5304,0.5088
"16,16-Dimethyl prostaglandin e2",0.46878,0.4078,0.53222,0.50935,0.48516666666666663,0.6205333333333334,0.593975,0.51974
BIBR-1532,0.56828,0.41322000000000003,0.57475,0.4451,0.5147,0.5654666666666667,0.54638,0.5084
"Ingenol 3,20-dibenzoate",0.49448,0.46628000000000003,0.5602,0.47404999999999997,0.4223,0.6375,0.56606,0.5304
SCHEMBL6851809,0.524,0.44345,0.5057200000000001,0.5725750000000001,0.60215,0.5363666666666667,0.51526,0.5029250000000001
Diflunisal,0.44730000000000003,0.45015,0.43467500000000003,0.48563333333333336,0.4054333333333333,0.5367,0.480575,0.5637666666666667
Dactolisib,0.57284,0.4415,0.51456,0.5433749999999999,0.4561,0.61255,0.56598,0.53695
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,0.464175,0.4162,0.51935,0.526325,0.5052,0.5247333333333333,0.561725,0.521
BRD-A43331270-001-01-6,0.54602,0.5033,0.4365,0.4924,0.4556,0.62435,0.64332,0.5277000000000001
TH02453-036-P1,0.5532333333333334,0.415975,0.46414,0.4525,0.40490000000000004,0.4981666666666667,0.46594,0.46697500000000003
XAV 939,0.52535,0.465875,0.54114,0.42746666666666666,0.46726666666666666,0.520475,0.511075,0.45305
BIIB 021,0.46354,0.43926,0.4584,0.4869,0.49550000000000005,0.455925,0.53712,0.7650666666666667
Oxetane,0.51368,0.5135500000000001,0.50048,0.498775,0.38216666666666665,0.57205,0.7114,0.4627
ZINC01050121,0.47912,0.44736,0.49406666666666665,0.523425,0.46163333333333334,0.513625,0.54188,0.493225
AKT Inhibitor IV,0.53022,0.42310000000000003,0.4998,0.51515,0.40696666666666664,0.506425,0.6286,0.54486
MLS006011051,0.5321400000000001,0.41942,0.45576,0.46175,0.48346666666666666,0.60665,0.56412,0.56684
SCHEMBL5945809,0.5221,0.41123333333333334,0.5207,0.441025,0.3878666666666667,0.5143666666666666,0.46856000000000003,0.4393
Vanoxerine,0.5349,0.37955,0.41355,0.516825,0.4168,0.517375,0.59706,0.44536666666666663
Indolophenanthridine,0.48305,0.51402,0.42666666666666664,0.44656666666666667,0.43,0.41500000000000004,0.5434333333333333,0.47626666666666667
BRD-A25736793,0.587025,0.41559999999999997,0.43194,0.543975,0.5198,0.530675,0.5408,0.5441666666666667
MST-312,0.538575,0.46153333333333335,0.37446666666666667,0.48565,0.5074,0.5569333333333333,0.55708,0.4115333333333333
GSK-2334470,0.5046,0.40824,0.511925,0.497525,0.44586666666666663,0.491425,0.522425,0.44572
Rifabutin,0.45556,0.38956666666666667,0.47676,0.41973333333333335,0.65115,0.5005,0.4714,0.5883499999999999
PP-30,0.515275,0.41056666666666664,0.3817666666666667,0.5978249999999999,0.5144500000000001,0.5074,0.5918249999999999,0.56695
PK-11195,0.5351,0.46349999999999997,0.51046,0.558475,0.5040333333333333,0.5374,0.5267000000000001,0.4608
VX-745,0.532775,0.42124,0.54042,0.5779,0.5014333333333334,0.5323,0.5339,0.5417000000000001
Panobinostat,0.54386,0.44425000000000003,0.44066,0.562125,0.4466,0.577075,0.53586,0.51138
Methocarbamol,0.5433,0.43474999999999997,0.5402,0.48446666666666666,0.4734,0.5080666666666667,0.5379,0.45776666666666666
ABT737,0.51878,0.47437999999999997,0.4892,0.52035,0.49496666666666667,0.512,0.53094,0.51372
NU1025,0.548475,0.4927,0.54268,0.5246999999999999,0.41856666666666664,0.521375,0.457375,0.49205
SCHEMBL3092652,0.5048,0.36315,0.51175,0.42236666666666667,0.46109999999999995,0.45476666666666665,0.5623,0.3960666666666667
F1061-0166,0.491675,0.38265,0.44926,0.4785333333333333,0.38786666666666664,0.492,0.5697,0.4901333333333333
JNJ-38877605,0.4973,0.4074,0.4507,0.46115,0.4027,0.510825,0.5164,0.5479333333333334
PX 12,0.47835,0.4659666666666667,0.45486,0.453,0.5276000000000001,0.593075,0.44662,0.53558
Doramapimod,0.51962,0.389125,0.50018,0.50525,0.42979999999999996,0.5546,0.48364,0.58365
CHEMBL2355513,0.46957499999999996,0.3819666666666667,0.38776,0.46363333333333334,0.46813333333333335,0.4157,0.5502,0.5144333333333333
Resveratrol,0.52728,0.42924,0.4864,0.48775,0.5384,0.547575,0.54592,0.3882
Raloxifene,0.56226,0.45846666666666663,0.5089,0.581175,0.5462333333333333,0.524375,0.6041,0.48450000000000004
HMN-214,0.48576,0.5697,0.51824,0.506425,0.47223333333333334,0.645575,0.5822,0.46278
UNC-0321,0.524675,0.37806,0.46323333333333333,0.4016,0.3864666666666667,0.5509333333333334,0.5458000000000001,0.43135
Calcitriol,0.4828,0.5132,0.43134,0.4728,0.5442666666666667,0.5595,0.592625,0.4879
Apatinib Hydrochloride,0.5773666666666666,0.4462333333333333,0.36175,0.453175,0.48924999999999996,0.565375,0.5123,0.5496
Tyrphostin AG-1478,0.5509,0.46738,0.496275,0.489825,0.4700666666666667,0.647325,0.5764199999999999,0.519825
Necrostatin,0.44967999999999997,0.422,0.39778,0.5079,0.5230666666666667,0.42616666666666664,0.5038,0.414575
Piplartine,0.51402,0.46386,0.47102,0.57225,0.45640000000000003,0.5448500000000001,0.57394,0.5684750000000001
AZD-1152-HQPA,0.51468,0.5895,0.48218,0.532925,0.5238333333333334,0.648975,0.5122599999999999,0.45798
CHEMBL520231,0.47053999999999996,0.49727499999999997,0.443525,0.55585,0.4684,0.530825,0.56845,0.46954
Phorbol 12-myristate-13-acetate,0.43088,0.469125,0.53688,0.493925,0.4434,0.632575,0.60722,0.43512
"Trichostatin A, Streptomyces Sp.",0.5477799999999999,0.43268,0.47392,0.598375,0.5686333333333333,0.6391,0.65132,0.61122
Veliparib,0.50334,0.47166,0.54118,0.5413666666666667,0.6137666666666667,0.644425,0.54908,0.50514
Cerulenin,0.43986,0.44565,0.50742,0.4778,0.63835,0.493625,0.65612,0.587575
Foretinib,0.5347999999999999,0.56675,0.545025,0.5805,0.5304333333333333,0.588,0.5779799999999999,0.507825
CHEMBL3186197,0.416475,0.42305000000000004,0.45765,0.4031,0.37653333333333333,0.5531,0.5275666666666666,0.5828666666666666
Gallocatechin Gallate,0.44868,0.479425,0.5153,0.5359,0.5119333333333334,0.5609333333333333,0.52854,0.508675
RG 108,0.40984,0.393425,0.49844,0.568425,0.50865,0.5402,0.5329,0.5081
DASA-58,0.51745,0.42045,0.38595,0.423825,0.40775,0.43273333333333336,0.4920666666666667,0.417525
Troglitazone,0.54038,0.53826,0.46558,0.5265249999999999,0.5994666666666666,0.5695749999999999,0.60534,0.4849
GSK-1904529A,0.56298,0.5121333333333333,0.49088,0.5527500000000001,0.4872333333333333,0.536175,0.60602,0.5488
MLN 2238,0.52668,0.48906000000000005,0.66644,0.539775,0.5483,0.606475,0.6043999999999999,0.5222
Phloretin,0.4704,0.4160333333333333,0.44035,0.514875,0.4670333333333333,0.542575,0.53446,0.48508
Disopyramide,0.47714999999999996,0.3665,0.59735,0.5170666666666667,0.36515,0.55325,0.48712500000000003,0.49655
Cimetidine,0.39628,0.3509333333333333,0.4776,0.5795333333333333,0.4911333333333333,0.6191333333333333,0.42728,0.41483333333333333
WYE 125132,0.50696,0.50698,0.51842,0.5804,0.4729333333333333,0.567325,0.53812,0.5464
Belinostat,0.4823,0.409875,0.41802,0.4956,0.49933333333333335,0.53345,0.51468,0.54645
BX-795,0.47906,0.50512,0.478275,0.498525,0.5108666666666667,0.570575,0.64262,0.504975
Piperidolate,0.457225,0.4489,0.4190666666666667,0.6271,0.6041000000000001,0.49815,0.61375,0.45030000000000003
CHIR-99021,0.4585,0.43178,0.4955,0.5022,0.49133333333333334,0.5166000000000001,0.50208,0.46148
Motesanib,0.44446,0.4364,0.56155,0.473175,0.4772,0.6105333333333334,0.56846,0.44926
AC1NWAPO,0.480825,0.33249999999999996,0.41925,0.4312333333333333,0.4417,0.5295,0.49684,0.39575000000000005
Phenformin,0.4483,0.44999999999999996,0.41187999999999997,0.4637,0.478,0.5252,0.4495,0.46799999999999997
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.43573333333333336,0.3885,0.5192,0.48573333333333335,0.45013333333333333,0.49083333333333334,0.47984,0.40959999999999996
Vemurafenib,0.47818,0.48486,0.55178,0.5258,0.5278,0.63205,0.63638,0.509825
UNII-MET7ZRB8Y7,0.4958,0.4248,0.45306,0.5162249999999999,0.4036666666666667,0.5034000000000001,0.56318,0.4346
Linsitinib,0.4866,0.42642,0.52742,0.4702,0.41133333333333333,0.586575,0.51556,0.51234
Itrazole,0.48812,0.5339,0.46722,0.504975,0.5539000000000001,0.5768,0.52696,0.5867
Trifluoperazine,0.54026,0.49732,0.55976,0.55645,0.47673333333333334,0.634,0.67084,0.517925
Tubastatin A,0.43672500000000003,0.40835,0.46424,0.4708,0.47323333333333334,0.5052,0.51234,0.49145
CHEMBL399379,0.49248000000000003,0.491,0.582925,0.5462,0.42473333333333335,0.6449,0.63036,0.48525999999999997
galantamine,0.4678,0.46125,0.43284,0.5114,0.42766666666666664,0.52725,0.49946,0.4738
Doxorubicin,0.48456000000000005,0.539875,0.40188,0.548025,0.48283333333333334,0.555675,0.58448,0.43420000000000003
Niclosamide,0.57904,0.46232,0.54054,0.58585,0.45076666666666665,0.6282,0.66888,0.43645
Thalidomide,0.432425,0.45677500000000004,0.5811999999999999,0.5042666666666666,0.669,0.5344666666666666,0.5651200000000001,0.441625
Rottlerin,0.53172,0.4202,0.5121600000000001,0.48695,0.5043,0.576425,0.66356,0.527925
Sepantronium,0.53342,0.39166666666666666,0.47964,0.56552499999999994,0.47773333333333334,0.571425,0.62262,0.452
Brefeldin A,0.458225,0.46706,0.5412666666666667,0.496275,0.5587666666666666,0.5625249999999999,0.60272,0.55748
Cisapride,0.47885,0.52105,0.46705,0.50825,0.42474999999999996,0.7023,0.406825,0.52365
Loperamide,0.58516,0.40398,0.502,0.58975,0.44226666666666664,0.5571999999999999,0.62282,0.5868
BRD-A24396574-001-01-5,0.48794,0.49404,0.4859,0.513675,0.5055000000000001,0.562775,0.58336,0.5844750000000001
BAY 87-2243,0.518175,0.34153333333333336,0.46445000000000003,0.515425,0.4599,0.479475,0.45992,0.41195
Mibefradil,0.5805666666666667,0.4498666666666667,0.496725,0.5111249999999999,0.5422,0.5742333333333334,0.59844,0.4461
Pictilisib,0.5358,0.5059400000000001,0.4919,0.5171250000000001,0.5256333333333333,0.601875,0.62128,0.502425
CAY10603,0.5009,0.436825,0.49442,0.51305,0.4821,0.56145,0.52032,0.53225
Alitretinoin,0.41166,0.43165,0.42546666666666666,0.4968666666666667,0.3763333333333333,0.493875,0.53288,0.4835
Broad-Sai-045,0.46738,0.47625,0.3812,0.587125,0.5044333333333333,0.491575,0.4704,0.430125
RO-281675,0.48722,0.47859999999999997,0.50408,0.4711,0.43033333333333335,0.49085,0.57038,0.490275
Seocalcitol,0.44835,0.404025,0.416475,0.46492500000000003,0.4201,0.4285,0.51586,0.46386666666666665
GW 405833,0.51052,0.38326,0.5171749999999999,0.5213,0.5650999999999999,0.505325,0.5215000000000001,0.50905
GW843682X,0.47402,0.42794,0.54382,0.49693333333333334,0.5394,0.5479,0.6181,0.4956
Broad-Sai-296,0.39834,0.38727500000000004,0.4562,0.5093666666666666,0.47733333333333333,0.49115,0.644525,0.40574
SAN1_003817,0.4408,0.5321,0.5765,0.4779,0.43725,0.531525,0.413575,0.43495000000000006
Alpelisib,0.46722,0.4534,0.490625,0.575,0.5231333333333333,0.53395,0.5432400000000001,0.494425
AZD-6482,0.47402,0.42774,0.44873999999999997,0.50965,0.5055666666666667,0.523675,0.5272600000000001,0.5187999999999999
Glimepiride,0.48285,0.4081,0.47045000000000003,0.5225333333333333,0.5110666666666667,0.5067666666666667,0.461125,0.4988
Valproic acid,0.4459,0.5198,0.42946,0.4032,0.5159666666666667,0.6128,0.4512,0.5096666666666667
Diphenyleneiodonium,0.46353333333333335,0.608,0.39355,0.484575,0.44843333333333335,0.46316666666666667,0.4364,0.45547499999999996
AC1LDBAO,0.43712,0.503275,0.47938,0.529375,0.4487333333333333,0.5051,0.62764,0.50595
SB525334,0.42914,0.43376,0.48972,0.5852999999999999,0.46213333333333334,0.580175,0.49344,0.4449
STK178014,0.50696,0.43126000000000003,0.4111,0.469075,0.38575,0.59945,0.5132599999999999,0.43284
Seliciclib,0.5127999999999999,0.51304,0.44814,0.51235,0.5476333333333333,0.60665,0.58996,0.45008
Penfluridol,0.46684,0.45455,0.51466,0.599225,0.48906666666666665,0.59755,0.54946,0.546125
Canertinib,0.48972,0.5359,0.52906,0.5402,0.5803666666666667,0.58455,0.5998,0.60804
QL-X-138,0.43733333333333335,0.36316666666666664,0.4283333333333333,0.3893,0.33845000000000003,0.3922,0.48696666666666666,0.5462
Nifedipine,0.40485000000000004,0.39434,0.5916,0.4957333333333333,0.55135,0.55965,0.606975,0.5524333333333333
NUTLIN 3,0.4711,0.5038,0.472275,0.526375,0.49173333333333336,0.64645,0.58998,0.466
Tosedostat,0.46166,0.42626000000000003,0.48231999999999997,0.526525,0.4575666666666667,0.6529,0.57126,0.50452
BRD-K76915833,0.4081666666666667,0.40425,0.3942,0.5475333333333333,0.44705,0.49979999999999997,0.4871,0.4808
301836-43-1,0.46314,0.46352,0.52244,0.5096333333333334,0.5372333333333333,0.480425,0.53426,0.513575
CHEMBL3188661,0.45378,0.41026666666666667,0.49778,0.46845000000000003,0.5066666666666667,0.506875,0.46484000000000003,0.446075
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.47947999999999996,0.40299999999999997,0.45449999999999996,0.523925,0.4875666666666667,0.58555,0.536,0.42232000000000003
PD-98059,0.4616,0.5076,0.451575,0.4363,0.49866666666666665,0.5614666666666667,0.48464,0.454075
Cytochalasin B,0.45512,0.47675,0.4386,0.5050749999999999,0.4891,0.506775,0.4726,0.4376
Perhexiline,0.498,0.41,0.51536,0.56635,0.5547,0.571875,0.63958,0.5286333333333333
Pevonedistat,0.51802,0.43742000000000003,0.4916,0.5135333333333333,0.5088666666666667,0.5790500000000001,0.56634,0.4876
CHEMBL258148,0.53848,0.42572,0.47804,0.500225,0.48705,0.5142249999999999,0.56036,0.48157500000000003
CHEMBL1515144,0.489875,0.398,0.41035,0.4772666666666666,0.4655666666666667,0.463575,0.4313,0.4268
Busulfan,0.43753333333333333,0.4818,0.41295000000000004,0.526975,0.49495,0.7176,0.47708,0.4606
Tozasertib,0.64094,0.5806,0.57604,0.523725,0.5916,0.6309,0.63636,0.5132
Hesperidin,0.4913,0.43705,0.4405,0.5740333333333334,0.54375,0.45576666666666665,0.44504,0.4120333333333333
SCHEMBL17052537,0.5339,0.40854,0.5258499999999999,0.4632,0.46843333333333337,0.519975,0.5244,0.4719
CHEMBL2132289,0.46734,0.4661,0.5857749999999999,0.509125,0.48883333333333334,0.525075,0.5186999999999999,0.5063
AC1OCDAW,0.482775,0.3977,0.4282,0.500075,0.4456,0.504975,0.50625,0.4757
SMR000075319,0.5252,0.507825,0.5162,0.657075,0.52945,0.5584333333333333,0.69464,0.49908
5-BrdU,0.4131666666666667,0.46904999999999997,0.35313333333333335,0.41795000000000004,0.43520000000000003,0.48065,0.5097499999999999,0.42496666666666666
Ilomastat,0.43338000000000004,0.41885,0.4888,0.5535666666666667,0.38805,0.5762,0.6001,0.4394
Amitriptyline,0.49808,0.361625,0.47772,0.534675,0.4718333333333333,0.49627499999999997,0.5680999999999999,0.44435
Danusertib,0.4575,0.49017499999999997,0.48708,0.516775,0.4936,0.486625,0.52932,0.4688
YM 976,0.43496666666666667,0.48714999999999997,0.49803333333333333,0.6009,0.43695,0.5660000000000001,0.6112333333333333,0.39065
Pterostilbene,0.46136,0.46835000000000004,0.4512,0.39985,0.49169999999999997,0.5205333333333333,0.46224,0.5252333333333333
CHEMBL1434137,0.47182,0.44515000000000005,0.44708,0.510475,0.5104333333333333,0.52275,0.5915199999999999,0.5059
Syrosingopine,0.4201,0.409675,0.5390999999999999,0.3745,0.3443,0.4848,0.4890333333333333,0.41386666666666666
SCHEMBL2608041,0.427125,0.45686666666666664,0.39934,0.391475,0.4933,0.35956666666666665,0.44744,0.450575
SPECTRUM2_001084,0.54588,0.53655,0.5237666666666667,0.45175,0.39216666666666666,0.457675,0.5324,0.40604
Imatinib,0.57745,0.5277,0.48956,0.56125,0.49746666666666667,0.5925,0.55076,0.5481666666666667
Skiii,0.4726,0.501675,0.46146,0.54255,0.46226666666666666,0.5228,0.5665,0.507825
NSC95397,0.45792,0.4487,0.47274,0.50065,0.4737,0.561525,0.5858,0.544925
IMD-0354,0.54838,0.444725,0.46648,0.5127,0.4968,0.58975,0.62134,0.5391
Pyrimethamine,0.49822,0.43620000000000003,0.5324,0.5029333333333333,0.4698,0.49970000000000003,0.49038,0.4649
WZ 4002,0.47414,0.47388,0.54928,0.5451,0.538,0.538175,0.66306,0.537325
Withaferin A,0.52066,0.53826,0.5617,0.5434,0.5735666666666667,0.6301249999999999,0.56818,0.59558
Y-39983,0.55006,0.50635,0.53758,0.5555666666666667,0.5367666666666667,0.56235,0.54374,0.528625
LY2874455,0.46398,0.50435,0.455575,0.4558333333333333,0.4393666666666667,0.450025,0.54672,0.44020000000000004
AC1NWAOX,0.42843333333333333,0.37345,0.4006,0.466175,0.53505,0.460225,0.448675,0.5486333333333333
SB-216763,0.47492,0.51382,0.57342,0.503,0.5071,0.64855,0.51766,0.5426799999999999
Bemegride,0.48836666666666667,0.3898,0.42133333333333334,0.46265,0.54315,0.525925,0.5364333333333333,0.4222
LY-294002,0.57988,0.54178,0.52964,0.5923499999999999,0.5863,0.6218250000000001,0.61988,0.5086
Entinostat,0.50586,0.4768,0.5607800000000001,0.552675,0.5944666666666667,0.6193,0.61914,0.55586
