Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alternate_BioProject_ID,Alternate_Taxon_ID
SRR1192420,RNA-Seq,202,2724136044,PRJNA233943,SAMN02689149,1893326299,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489372,Illumina HiSeq 2500,IL100039999,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-24hrs,SRP040070,,
SRR1192464,RNA-Seq,202,3003346100,PRJNA233943,SAMN02689150,2064319933,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489423,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192465,RNA-Seq,202,2953898722,PRJNA233943,SAMN02689150,2033519595,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489424,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192466,RNA-Seq,202,2943741960,PRJNA233943,SAMN02689150,2031299389,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489422,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192467,RNA-Seq,202,2981396780,PRJNA233943,SAMN02689150,2055228499,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489421,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192468,RNA-Seq,202,2980438290,PRJNA233943,SAMN02689150,2058385625,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489420,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192469,RNA-Seq,202,2979493334,PRJNA233943,SAMN02689150,2056203493,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489419,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192470,RNA-Seq,202,2973408690,PRJNA233943,SAMN02689150,2046288482,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489418,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192471,RNA-Seq,202,2961417970,PRJNA233943,SAMN02689150,2049707556,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489417,Illumina HiSeq 2500,IL100040003,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-Gleevec-48hrs,SRP040070,,
SRR1192496,RNA-Seq,202,3057598048,PRJNA233943,SAMN02689151,2119961097,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489452,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192497,RNA-Seq,202,3005473160,PRJNA233943,SAMN02689151,2085937701,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489453,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192498,RNA-Seq,202,2996234286,PRJNA233943,SAMN02689151,2084229423,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489454,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192499,RNA-Seq,202,3038797302,PRJNA233943,SAMN02689151,2111836666,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489455,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192500,RNA-Seq,202,3025884856,PRJNA233943,SAMN02689151,2106773376,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489448,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192501,RNA-Seq,202,3033208568,PRJNA233943,SAMN02689151,2110383487,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489449,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192502,RNA-Seq,202,3031391982,PRJNA233943,SAMN02689151,2103769419,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489450,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192503,RNA-Seq,202,3012791418,PRJNA233943,SAMN02689151,2102273676,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489451,Illumina HiSeq 2500,IL100039997,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-24hrs,SRP040070,,
SRR1192640,RNA-Seq,202,2281750792,PRJNA233943,SAMN02689152,1575630019,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489594,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192641,RNA-Seq,202,2240435934,PRJNA233943,SAMN02689152,1550161116,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489593,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192642,RNA-Seq,202,2234344624,PRJNA233943,SAMN02689152,1549386389,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489596,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192643,RNA-Seq,202,2266095994,PRJNA233943,SAMN02689152,1569805981,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489595,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192644,RNA-Seq,202,2262101444,PRJNA233943,SAMN02689152,1569719379,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489597,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192645,RNA-Seq,202,2263674822,PRJNA233943,SAMN02689152,1569754438,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489598,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192646,RNA-Seq,202,2259851972,PRJNA233943,SAMN02689152,1562866934,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489599,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192647,RNA-Seq,202,2247697430,PRJNA233943,SAMN02689152,1562960075,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489600,Illumina HiSeq 2500,IL100040001,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_Mock-MRC5-IFNbeta-48hrs,SRP040070,,
SRR1192836,RNA-Seq,202,4454705596,PRJNA233943,SAMN02689153,3273569741,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489788,Illumina HiSeq 2000,IL100040200,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-24hrs,SRP040070,233942,228330
SRR1192837,RNA-Seq,202,4087319308,PRJNA233943,SAMN02689153,3032355230,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489790,Illumina HiSeq 2000,IL100040200,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-24hrs,SRP040070,233942,228330
SRR1192838,RNA-Seq,202,4146617216,PRJNA233943,SAMN02689153,3087127927,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489789,Illumina HiSeq 2000,IL100040200,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-24hrs,SRP040070,233942,228330
SRR1192839,RNA-Seq,202,4074602398,PRJNA233943,SAMN02689153,3021404609,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489791,Illumina HiSeq 2000,IL100040200,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-24hrs,SRP040070,233942,228330
SRR1192963,RNA-Seq,202,4229619218,PRJNA233943,SAMN02689154,3106345424,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489914,Illumina HiSeq 2000,IL100040202,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-48hrs,SRP040070,233942,228330
SRR1192964,RNA-Seq,202,3903822912,PRJNA233943,SAMN02689154,2894762392,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489917,Illumina HiSeq 2000,IL100040202,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-48hrs,SRP040070,233942,228330
SRR1192965,RNA-Seq,202,3971050330,PRJNA233943,SAMN02689154,2954588322,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489916,Illumina HiSeq 2000,IL100040202,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-48hrs,SRP040070,233942,228330
SRR1192966,RNA-Seq,202,3908912908,PRJNA233943,SAMN02689154,2896436784,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489915,Illumina HiSeq 2000,IL100040202,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-Gleevec-48hrs,SRP040070,233942,228330
SRR1193005,RNA-Seq,202,5241943228,PRJNA233943,SAMN02689155,3853846680,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489956,Illumina HiSeq 2000,IL100040199,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-24hrs,SRP040070,233942,228330
SRR1193006,RNA-Seq,202,4805887646,PRJNA233943,SAMN02689155,3568320814,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489957,Illumina HiSeq 2000,IL100040199,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-24hrs,SRP040070,233942,228330
SRR1193007,RNA-Seq,202,4895556052,PRJNA233943,SAMN02689155,3648145579,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489958,Illumina HiSeq 2000,IL100040199,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-24hrs,SRP040070,233942,228330
SRR1193008,RNA-Seq,202,4808148632,PRJNA233943,SAMN02689155,3568107761,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489959,Illumina HiSeq 2000,IL100040199,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-24hrs,SRP040070,233942,228330
SRR1193009,RNA-Seq,202,5155828204,PRJNA233943,SAMN02689156,3788809744,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489962,Illumina HiSeq 2000,IL100040201,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-48hrs,SRP040070,233942,228330
SRR1193010,RNA-Seq,202,4757816494,PRJNA233943,SAMN02689156,3529728031,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489963,Illumina HiSeq 2000,IL100040201,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-48hrs,SRP040070,233942,228330
SRR1193011,RNA-Seq,202,4831767280,PRJNA233943,SAMN02689156,3596980277,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489960,Illumina HiSeq 2000,IL100040201,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-48hrs,SRP040070,233942,228330
SRR1193012,RNA-Seq,202,4748820626,PRJNA233943,SAMN02689156,3520955197,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489961,Illumina HiSeq 2000,IL100040201,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5-IFNbeta-48hrs,SRP040070,233942,228330
SRR1193013,RNA-Seq,202,6206673816,PRJNA233943,SAMN02689157,4151893840,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489966,Illumina HiSeq 2500,IL100038663,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-1,SRP040070,233942,228330
SRR1193014,RNA-Seq,202,6172273620,PRJNA233943,SAMN02689157,4119554093,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489964,Illumina HiSeq 2500,IL100038663,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-1,SRP040070,233942,228330
SRR1193015,RNA-Seq,202,6158033630,PRJNA233943,SAMN02689157,4144668559,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489965,Illumina HiSeq 2500,IL100038663,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-1,SRP040070,233942,228330
SRR1193016,RNA-Seq,202,5785532702,PRJNA233943,SAMN02689158,3850029385,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489968,Illumina HiSeq 2500,IL100038664,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-2,SRP040070,233942,228330
SRR1193017,RNA-Seq,202,5757948996,PRJNA233943,SAMN02689158,3823463487,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489969,Illumina HiSeq 2500,IL100038664,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-2,SRP040070,233942,228330
SRR1193018,RNA-Seq,202,5748003728,PRJNA233943,SAMN02689158,3849518083,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX489967,Illumina HiSeq 2500,IL100038664,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-2,SRP040070,233942,228330
SRR1193100,RNA-Seq,202,6127226408,PRJNA233943,SAMN02689161,4088363148,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490051,Illumina HiSeq 2500,IL100038665,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-3,SRP040070,233942,228330
SRR1193101,RNA-Seq,202,6094050534,PRJNA233943,SAMN02689161,4057111782,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490052,Illumina HiSeq 2500,IL100038665,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-3,SRP040070,233942,228330
SRR1193102,RNA-Seq,202,6072325232,PRJNA233943,SAMN02689161,4076642633,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490053,Illumina HiSeq 2500,IL100038665,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-24hr-3,SRP040070,233942,228330
SRR1193103,RNA-Seq,202,10227597340,PRJNA233943,SAMN02689162,7178913689,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490055,Illumina HiSeq 2000,IL100038670,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-48hr-2,SRP040070,233942,228330
SRR1193104,RNA-Seq,202,10377138950,PRJNA233943,SAMN02689162,7344983541,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490054,Illumina HiSeq 2000,IL100038670,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-48hr-2,SRP040070,233942,228330
SRR1193105,RNA-Seq,202,11098761124,PRJNA233943,SAMN02689163,7743335329,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490056,Illumina HiSeq 2000,IL100038671,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-48hr-3,SRP040070,233942,228330
SRR1193106,RNA-Seq,202,11280922300,PRJNA233943,SAMN02689163,7940369450,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490057,Illumina HiSeq 2000,IL100038671,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5HighMOI-48hr-3,SRP040070,233942,228330
SRR1193197,RNA-Seq,202,7903243940,PRJNA233943,SAMN02689191,5285648209,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490149,Illumina HiSeq 2500,IL100038660,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-1,SRP040070,233942,228330
SRR1193198,RNA-Seq,202,7870137554,PRJNA233943,SAMN02689191,5251646971,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490148,Illumina HiSeq 2500,IL100038660,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-1,SRP040070,233942,228330
SRR1193199,RNA-Seq,202,7857128956,PRJNA233943,SAMN02689191,5288054635,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490150,Illumina HiSeq 2500,IL100038660,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-1,SRP040070,233942,228330
SRR1193403,RNA-Seq,202,7138077030,PRJNA233943,SAMN02689265,4754361466,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490348,Illumina HiSeq 2500,IL100038661,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-2,SRP040070,233942,228330
SRR1193404,RNA-Seq,202,7099445742,PRJNA233943,SAMN02689265,4718133389,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490347,Illumina HiSeq 2500,IL100038661,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-2,SRP040070,233942,228330
SRR1193405,RNA-Seq,202,7084831850,PRJNA233943,SAMN02689265,4748645396,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490346,Illumina HiSeq 2500,IL100038661,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-2,SRP040070,233942,228330
SRR1193522,RNA-Seq,202,6903253444,PRJNA233943,SAMN02689319,4627393494,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490422,Illumina HiSeq 2500,IL100038662,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-3,SRP040070,233942,228330
SRR1193523,RNA-Seq,202,6874861334,PRJNA233943,SAMN02689319,4597482979,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490423,Illumina HiSeq 2500,IL100038662,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-3,SRP040070,233942,228330
SRR1193524,RNA-Seq,202,6850706376,PRJNA233943,SAMN02689319,4619713987,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490424,Illumina HiSeq 2500,IL100038662,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-24hr-3,SRP040070,233942,228330
SRR1193638,RNA-Seq,202,11504804960,PRJNA233943,SAMN02689416,8032406320,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490503,Illumina HiSeq 2000,IL100038668,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-48hr-3,SRP040070,233942,228330
SRR1193639,RNA-Seq,202,11669930668,PRJNA233943,SAMN02689416,8220403684,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX490504,Illumina HiSeq 2000,IL100038668,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-48hr-3,SRP040070,233942,228330
SRR1195619,RNA-Seq,202,6155858696,PRJNA233943,SAMN02689489,4301974957,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX492466,Illumina HiSeq 2000,IL100038667,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-48hr-2,SRP040070,233942,228330
SRR1195620,RNA-Seq,202,6260092514,PRJNA233943,SAMN02689489,4413459911,UMIGS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX492467,Illumina HiSeq 2000,IL100038667,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-03-21T00:00:00Z,VMERS_SARS-MRC5lowMOI-48hr-2,SRP040070,233942,228330
